Gene	Start	Stop	Strand	Leaderless?
MSMEG_3602	3666888	3665350	-	N
MSMEG_3603	3667931	3666885	-	N
MSMEG_3604	3668692	3667925	-	N
MSMEG_3605	3669759	3668719	-	N
MSMEG_3606	3669958	3670938	+	N
MSMEG_3607	3670935	3671717	+	N
MSMEG_3610	3672598	3673341	+	N
MSMEG_3608	3673200	3671734	-	N
MSMEG_3609	3674138	3673257	-	Y
MSMEG_3611	3674267	3676639	+	N
MSMEG_3612	3676719	3677468	+	N
MSMEG_3613	3678081	3677470	-	Y
MSMEG_3614	3678199	3678690	+	N
MSMEG_3615	3679718	3678705	-	N
MSMEG_3616	3680041	3679739	-	N
MSMEG_3617	3680523	3680780	+	N
MSMEG_3618	3681905	3680844	-	N
MSMEG_3619	3682273	3682944	+	N
MSMEG_3620	3682967	3683896	+	Y
MSMEG_3621	3683996	3685369	+	N
MSMEG_3622	3686027	3685389	-	N
MSMEG_3623	3686713	3686027	-	N
MSMEG_3624	3687379	3686744	-	N
MSMEG_3625	3689113	3687380	-	N
MSMEG_3626	3689442	3689113	-	N
MSMEG_3627	3689754	3689452	-	Y
MSMEG_3628	3690232	3689837	-	N
MSMEG_3629	3691169	3690396	-	N
MSMEG_3630	3691404	3691811	+	N
MSMEG_3631	3691826	3692782	+	Y
MSMEG_3632	3692833	3694299	+	N
MSMEG_3634	3694314	3695750	+	Y
MSMEG_3633	3696785	3695733	-	N
MSMEG_3635	3698292	3696787	-	N
MSMEG_3636	3699386	3698337	-	N
MSMEG_3637	3699761	3701146	+	N
MSMEG_3638	3701139	3702233	+	N
MSMEG_3639	3702226	3703254	+	N
MSMEG_3640	3703284	3705449	+	N
MSMEG_3641	3705497	3707785	+	N
MSMEG_3642	3710691	3707851	-	N
MSMEG_3643	3710692	3710910	+	N
MSMEG_3644	3711610	3711023	-	N
MSMEG_3645	3712385	3711891	-	N
MSMEG_3646	3713243	3712479	-	N
MSMEG_3647	3713710	3713279	-	N
MSMEG_3648	3714327	3713932	-	N
MSMEG_3649	3715183	3714350	-	N
MSMEG_3650	3715542	3715210	-	N
MSMEG_3653	3716443	3717138	+	N
MSMEG_3651	3716495	3715572	-	N
MSMEG_3652	3717096	3716506	-	N
MSMEG_3654	3719510	3717156	-	Y
MSMEG_3655	3719609	3721534	+	N
MSMEG_3656	3721548	3723488	+	N
MSMEG_3657	3725001	3723502	-	N
MSMEG_3658	3725492	3724998	-	Y
MSMEG_3659	3726226	3725537	-	Y
MSMEG_3660	3726341	3726784	+	N
MSMEG_3661	3727496	3726804	-	N
MSMEG_3662	3728298	3727672	-	N
MSMEG_3663	3729863	3728448	-	Y
MSMEG_3664	3731060	3729915	-	N
MSMEG_3665	3731569	3731063	-	N
MSMEG_3666	3732520	3731597	-	Y (1 nt leader)
MSMEG_3667	3734104	3732542	-	N
MSMEG_3668	3734280	3735554	+	N
MSMEG_3669	3735585	3736673	+	N
MSMEG_3670	3736700	3737035	+	Y
MSMEG_3672	3737032	3737358	+	N
MSMEG_3671	3738537	3737317	-	Y (1 nt leader)
MSMEG_3673	3738781	3740985	+	N
MSMEG_3674	3741065	3741475	+	N
MSMEG_3675	3741641	3742540	+	N
MSMEG_3676	3742546	3743655	+	N
MSMEG_3677	3743679	3745160	+	Y
MSMEG_3678	3745516	3745836	+	N
MSMEG_3679	3746669	3746175	-	N
MSMEG_3680	3746956	3747261	+	N
MSMEG_3682	3747389	3748171	+	Y
MSMEG_3681	3748584	3748168	-	N
MSMEG_3683	3749223	3748660	-	N
MSMEG_3684	3750151	3749291	-	N
MSMEG_3685	3750230	3750661	+	N
MSMEG_3686	3750763	3751188	+	N
MSMEG_3687	3751261	3752916	+	N
MSMEG_3688	3753229	3752918	-	N
MSMEG_3689	3754973	3753243	-	N
MSMEG_3690	3755127	3755931	+	N
MSMEG_3691	3755928	3757010	+	N
MSMEG_3692	3757013	3758101	+	N
MSMEG_3693	3759400	3758177	-	N
MSMEG_3694	3759496	3760995	+	N
MSMEG_3695	3761143	3761553	+	N
MSMEG_3696	3761653	3762354	+	N
MSMEG_3698	3763403	3763897	+	N
MSMEG_3697	3763684	3762362	-	N
MSMEG_3699	3763858	3763968	+	N
MSMEG_3700	3763971	3765302	+	N
MSMEG_3701	3765299	3766309	+	N
MSMEG_3704	3767728	3768630	+	N
MSMEG_3705	3768650	3769939	+	N
MSMEG_3706	3770113	3772422	+	N
MSMEG_3707	3772431	3773042	+	N
MSMEG_3708	3773112	3774191	+	Y
MSMEG_3710	3774188	3774766	+	N
MSMEG_3709	3776077	3774749	-	N
MSMEG_3711	3776272	3776153	-	N
MSMEG_3712	3776285	3776467	+	N
MSMEG_3713	3776635	3777081	+	N
MSMEG_3714	3777183	3777833	+	Y
MSMEG_3715	3778220	3785944	+	N
MSMEG_3716	3786107	3786208	+	N
MSMEG_3718	3787202	3787639	+	N
MSMEG_3719	3788843	3787674	-	N
MSMEG_3720	3789061	3788855	-	N
MSMEG_3721	3790188	3789058	-	N
MSMEG_3722	3790459	3790181	-	N
MSMEG_3723	3791162	3790446	-	N
MSMEG_3724	3792074	3791172	-	N
MSMEG_3725	3792269	3792156	-	N
MSMEG_3726	3794004	3792319	-	N
MSMEG_3727	3794488	3794018	-	N
MSMEG_3728	3794524	3794658	+	N
MSMEG_3729	3796970	3794904	-	N
MSMEG_3730	3798542	3797154	-	N
MSMEG_3732	3799807	3799917	+	N
MSMEG_3731	3799824	3798739	-	N
MSMEG_3733	3800311	3800054	-	N
MSMEG_3734	3800622	3800546	-	N
MSMEG_3735	3801659	3800703	-	N
MSMEG_3736	3801829	3801719	-	N
MSMEG_3737	3802703	3801921	-	Y
MSMEG_3738	3804189	3802774	-	N
MSMEG_3739	3804872	3804186	-	N
MSMEG_3740	3805612	3804869	-	N
MSMEG_3741	3806444	3805614	-	N
MSMEG_3742	3807355	3806453	-	N
MSMEG_3743	3808185	3807352	-	N
MSMEG_3744	3809302	3808346	-	N
MSMEG_3745	3809919	3809299	-	N
MSMEG_3746	3811684	3809912	-	N
MSMEG_3747	3812761	3811821	-	N
MSMEG_3748	3813961	3812765	-	Y
MSMEG_3749	3815851	3814080	-	N
MSMEG_3750	3816781	3815858	-	N
MSMEG_3751	3817587	3816778	-	N
MSMEG_3752	3817800	3817594	-	N
MSMEG_3753	3818842	3817814	-	N
MSMEG_3754	3819833	3818844	-	N
MSMEG_3755	3819985	3819868	-	N
MSMEG_3756	3823250	3820087	-	N
MSMEG_3757	3825142	3823615	-	N
MSMEG_3758	3826804	3825494	-	Y
MSMEG_3759	3827446	3826823	-	Y (1 nt leader)
MSMEG_3760	3827521	3827730	+	N
MSMEG_3761	3827733	3828299	+	N
MSMEG_3762	3828376	3829140	+	N
MSMEG_3763	3829137	3829907	+	N
MSMEG_3765	3829921	3830556	+	N
MSMEG_3764	3830739	3830530	-	Y
MSMEG_3766	3831285	3830749	-	N
MSMEG_3767	3834354	3831361	-	N
MSMEG_3768	3834599	3836371	+	N
MSMEG_3769	3837893	3836484	-	N
MSMEG_3770	3839185	3837986	-	N
MSMEG_3771	3839687	3839211	-	N
MSMEG_3772	3840615	3839692	-	N
MSMEG_3773	3841784	3840612	-	N
MSMEG_3774	3842662	3841781	-	N
MSMEG_3775	3843855	3842659	-	N
MSMEG_3776	3844895	3843864	-	Y
MSMEG_3777	3847685	3845187	-	N
MSMEG_3778	3848755	3847685	-	Y
MSMEG_3779	3849522	3848689	-	N
MSMEG_3780	3850331	3849549	-	N
MSMEG_3781	3850705	3851742	+	N
MSMEG_3783	3851794	3853026	+	Y
MSMEG_3782	3853430	3853023	-	N
MSMEG_3784	3854205	3853450	-	N
MSMEG_3785	3855205	3854210	-	N
MSMEG_3786	3855341	3856615	+	N
MSMEG_3787	3856615	3858216	+	N
MSMEG_3788	3858213	3858842	+	N
MSMEG_3789	3858872	3860263	+	N
MSMEG_3790	3861027	3860269	-	N
MSMEG_3791	3861440	3861051	-	N
MSMEG_3792	3861676	3861482	-	N
MSMEG_3793	3862350	3861730	-	N
MSMEG_3794	3862528	3862415	-	N
MSMEG_3795	3862580	3862939	+	N
MSMEG_3796	3863058	3866327	+	N
MSMEG_3797	3866375	3867739	+	N
MSMEG_3798	3868779	3867751	-	N
MSMEG_3799	3870062	3868776	-	N
MSMEG_3800	3870193	3870660	+	N
MSMEG_3801	3871853	3870666	-	N
MSMEG_3802	3873571	3871850	-	Y
MSMEG_3803	3874113	3873637	-	N
MSMEG_3804	3874246	3874500	+	Y
MSMEG_3806	3874504	3875688	+	N
MSMEG_3805	3876454	3875678	-	N
MSMEG_3807	3876491	3877093	+	Y
MSMEG_3809	3877122	3877925	+	N
MSMEG_3808	3880816	3877922	-	N
MSMEG_3810	3880937	3881641	+	Y
MSMEG_3811	3882088	3881645	-	N
MSMEG_3812	3883237	3882386	-	Y
MSMEG_3813	3883497	3883219	-	N
MSMEG_3814	3883718	3883645	-	N
MSMEG_3815	3885315	3883930	-	N
MSMEG_3816	3887519	3885360	-	Y
MSMEG_3817	3887653	3888093	+	N
MSMEG_3819	3888141	3888686	+	N
MSMEG_3820	3889571	3889792	+	N
MSMEG_3818	3889576	3888683	-	N
MSMEG_3821	3889800	3891341	+	N
MSMEG_3822	3892152	3891418	-	N
MSMEG_3823	3892337	3893056	+	N
MSMEG_3824	3893053	3894336	+	N
MSMEG_3825	3894333	3895127	+	N
MSMEG_3826	3895124	3896194	+	N
MSMEG_3827	3896187	3897479	+	N
MSMEG_3828	3897476	3898855	+	N
MSMEG_3829	3898899	3899843	+	N
MSMEG_3830	3899840	3900568	+	N
MSMEG_3832	3900662	3902119	+	N
MSMEG_3831	3903270	3902068	-	N
MSMEG_3833	3904819	3903380	-	N
MSMEG_3834	3905606	3905025	-	N
MSMEG_3835	3905764	3905603	-	N
MSMEG_3836	3906219	3905761	-	N
MSMEG_3838	3906374	3907534	+	N
MSMEG_3837	3908757	3907516	-	N
MSMEG_3839	3911495	3908769	-	Y
MSMEG_3840	3912411	3911506	-	N
MSMEG_3841	3912482	3913630	+	N
MSMEG_3842	3913627	3914298	+	N
MSMEG_3843	3914357	3914806	+	Y
MSMEG_3844	3914803	3916005	+	N
MSMEG_3845	3916139	3916366	+	Y
MSMEG_3846	3918405	3916414	-	Y
MSMEG_3847	3920418	3918460	-	N
MSMEG_3849	3921789	3922064	+	N
MSMEG_3848	3921959	3920451	-	Y
MSMEG_3851	3922049	3922738	+	N
MSMEG_3850	3923841	3922735	-	N
MSMEG_3852	3924875	3923853	-	N
MSMEG_3853	3925657	3924920	-	N
MSMEG_3854	3926445	3925654	-	N
MSMEG_3855	3927340	3926606	-	N
MSMEG_3856	3928698	3927427	-	N
MSMEG_3857	3929126	3928773	-	N
MSMEG_3858	3929241	3929594	+	N
MSMEG_3859	3930475	3929678	-	N
MSMEG_3860	3932332	3930485	-	N
MSMEG_3861	3933917	3932325	-	N
MSMEG_3862	3934450	3933944	-	Y
MSMEG_3863	3934897	3934505	-	Y
MSMEG_3864	3938574	3934939	-	Y
MSMEG_3865	3938659	3938871	+	N
MSMEG_3866	3939354	3938878	-	N
MSMEG_3867	3941570	3939351	-	N
MSMEG_3868	3942052	3941567	-	N
MSMEG_3869	3942978	3942049	-	N
MSMEG_3870	3943094	3943993	+	N
MSMEG_3871	3944015	3945133	+	N
MSMEG_3872	3945143	3945769	+	Y
MSMEG_3873	3945766	3947277	+	N
MSMEG_3874	3947354	3947998	+	N
MSMEG_3876	3947995	3949062	+	N
MSMEG_3875	3949798	3949043	-	N
MSMEG_3877	3950550	3949795	-	N
MSMEG_3878	3951731	3950547	-	N
MSMEG_3879	3952518	3951760	-	Y
MSMEG_3880	3952554	3952973	+	Y (1 nt leader)
MSMEG_3881	3954101	3952974	-	Y
MSMEG_3882	3954516	3954112	-	N
MSMEG_3883	3954552	3955568	+	N
MSMEG_3884	3956438	3955575	-	N
MSMEG_3885	3959176	3956438	-	N
MSMEG_3886	3960119	3959166	-	N
MSMEG_3887	3960441	3960196	-	N
MSMEG_3888	3961469	3960513	-	N
MSMEG_3889	3962462	3961466	-	Y
MSMEG_3890	3963837	3962479	-	Y
MSMEG_3891	3963990	3964871	+	N
MSMEG_3892	3964940	3965479	+	N
MSMEG_3893	3965476	3966558	+	N
MSMEG_3894	3967304	3966564	-	N
MSMEG_3895	3968143	3967301	-	N
MSMEG_3896	3968403	3968209	-	N
MSMEG_3897	3970007	3968511	-	N
MSMEG_3898	3970934	3970017	-	N
MSMEG_3899	3971356	3970964	-	N
MSMEG_3900	3972654	3971368	-	N
MSMEG_3901	3973267	3972734	-	N
MSMEG_3902	3976076	3974235	-	N
MSMEG_3903	3976222	3976725	+	N
MSMEG_3904	3976734	3977297	+	N
MSMEG_3905	3977303	3977596	+	N
MSMEG_3906	3978450	3977602	-	Y
MSMEG_3907	3978534	3979409	+	N
MSMEG_3908	3979406	3980203	+	N
MSMEG_3910	3980200	3980706	+	N
MSMEG_3909	3981236	3980700	-	Y
MSMEG_3911	3981558	3981247	-	N
MSMEG_3912	3982166	3981603	-	N
MSMEG_3914	3982213	3983361	+	N
MSMEG_3913	3983764	3983339	-	N
MSMEG_3915	3984850	3983780	-	N
MSMEG_3916	3985164	3984847	-	N
MSMEG_3917	3986388	3985843	-	N
MSMEG_3918	3986902	3986453	-	N
MSMEG_3919	3987401	3988021	+	N
MSMEG_3920	3988011	3988562	+	N
MSMEG_3922	3988559	3989284	+	N
MSMEG_3921	3990024	3989281	-	N
MSMEG_3923	3990221	3990724	+	N
MSMEG_3924	3991974	3990727	-	N
MSMEG_3925	3992167	3993123	+	N
MSMEG_3926	3996024	3993256	-	N
MSMEG_3927	3996526	3996059	-	N
MSMEG_3928	3997815	3996523	-	N
MSMEG_3929	3998570	3997812	-	N
MSMEG_3930	3999386	3998571	-	N
MSMEG_3931	4000485	3999400	-	N
MSMEG_3932	4000945	4000508	-	N
MSMEG_3934	4001317	4003635	+	N
MSMEG_3933	4004869	4003514	-	N
MSMEG_3935	4005712	4004936	-	N
MSMEG_3936	4006746	4005847	-	N
MSMEG_3938	4006998	4007264	+	N
MSMEG_3937	4007213	4006743	-	N
MSMEG_3939	4007445	4008236	+	N
MSMEG_3940	4008412	4009293	+	N
MSMEG_3941	4010953	4009310	-	N
MSMEG_3942	4012672	4011176	-	N
MSMEG_3943	4012832	4013794	+	N
MSMEG_3944	4013788	4014441	+	N
MSMEG_3945	4015264	4014443	-	N
MSMEG_3946	4015905	4015330	-	N
MSMEG_3948	4016065	4017468	+	N
MSMEG_3947	4018450	4017452	-	N
MSMEG_3949	4018666	4018917	+	N
MSMEG_3950	4019051	4019935	+	N
MSMEG_3952	4020005	4020961	+	N
MSMEG_3951	4021870	4020929	-	N
MSMEG_3953	4022955	4021891	-	N
MSMEG_3954	4023070	4025790	+	N
MSMEG_3955	4026797	4025793	-	N
MSMEG_3956	4027116	4026826	-	N
MSMEG_3957	4028703	4027120	-	N
MSMEG_3958	4029335	4028808	-	N
MSMEG_3959	4029539	4030411	+	N
MSMEG_3960	4030440	4030958	+	N
MSMEG_3961	4030991	4031584	+	Y
MSMEG_3962	4032854	4031670	-	N
MSMEG_3964	4033163	4034893	+	N
MSMEG_3963	4033297	4033091	-	N
MSMEG_3965	4034909	4035196	+	N
MSMEG_3966	4035225	4035536	+	N
MSMEG_3971	4035904	4036752	+	N
MSMEG_3967	4036224	4035550	-	N
MSMEG_3968	4036456	4036208	-	N
MSMEG_3969	4036668	4036264	-	Y
MSMEG_3970	4038121	4036718	-	N
MSMEG_3972	4038226	4039044	+	N
MSMEG_3973	4041021	4039051	-	N
MSMEG_3974	4043049	4041018	-	N
MSMEG_3975	4043213	4044805	+	N
MSMEG_3976	4045796	4045146	-	N
MSMEG_3977	4045998	4046852	+	N
MSMEG_3978	4046936	4048078	+	N
MSMEG_3979	4048870	4048092	-	N
MSMEG_3980	4049669	4049025	-	N
MSMEG_3981	4050916	4049735	-	N
MSMEG_3982	4052046	4050913	-	N
MSMEG_3983	4053208	4052071	-	N
MSMEG_3984	4053599	4054810	+	N
MSMEG_3985	4055023	4056354	+	N
MSMEG_3986	4056401	4058032	+	N
MSMEG_3987	4058087	4059460	+	N
MSMEG_3988	4060481	4059480	-	N
MSMEG_3989	4060590	4061819	+	N
MSMEG_3990	4061819	4063096	+	N
MSMEG_3991	4063093	4063911	+	N
MSMEG_3992	4065294	4063918	-	N
MSMEG_3993	4066229	4065447	-	N
MSMEG_3994	4067007	4066219	-	N
MSMEG_3995	4068380	4067064	-	N
MSMEG_3996	4069888	4068425	-	N
MSMEG_3997	4070103	4071197	+	N
MSMEG_3998	4072320	4071433	-	N
MSMEG_3999	4072558	4073547	+	N
MSMEG_4000	4073608	4075119	+	N
MSMEG_4001	4075142	4076146	+	N
MSMEG_4002	4076191	4077273	+	N
MSMEG_4003	4077270	4078223	+	N
MSMEG_4004	4078220	4078969	+	N
MSMEG_4005	4078966	4079841	+	N
MSMEG_4006	4081382	4079904	-	N
MSMEG_4007	4081401	4082390	+	Y
MSMEG_4008	4082574	4083587	+	N
MSMEG_4009	4083529	4083852	+	N
MSMEG_4010	4083868	4084278	+	N
MSMEG_4011	4084288	4085598	+	N
MSMEG_4012	4085598	4087019	+	N
MSMEG_4013	4087035	4088054	+	N
MSMEG_4014	4088051	4089346	+	N
MSMEG_4016	4089336	4089491	+	N
MSMEG_4017	4089488	4089820	+	N
MSMEG_4015	4089532	4089371	-	N
MSMEG_4018	4090581	4089826	-	N
MSMEG_4019	4092508	4090775	-	N
MSMEG_4020	4093307	4092516	-	N
MSMEG_4021	4093456	4093304	-	N
MSMEG_4022	4093747	4094346	+	N
MSMEG_4023	4096099	4094612	-	N
MSMEG_4024	4097857	4096520	-	N
MSMEG_4025	4098918	4097995	-	N
MSMEG_4026	4099556	4099693	+	N
MSMEG_4027	4099750	4100754	+	N
MSMEG_4028	4101018	4100797	-	N
MSMEG_4029	4101849	4101244	-	N
MSMEG_4030	4102269	4102760	+	N
MSMEG_4031	4102959	4103162	+	N
MSMEG_4032	4104352	4103378	-	N
MSMEG_4033	4104482	4105129	+	Y
MSMEG_4034	4105207	4106040	+	Y
MSMEG_4035	4106928	4106113	-	N
MSMEG_4036	4108465	4106918	-	N
MSMEG_4037	4108932	4108522	-	N
MSMEG_4038	4109489	4110982	+	N
MSMEG_4039	4110996	4112135	+	N
MSMEG_4040	4112188	4112853	+	N
MSMEG_4041	4113063	4113947	+	N
MSMEG_4042	4114106	4114864	+	N
MSMEG_4043	4114887	4115840	+	N
MSMEG_4044	4117693	4115906	-	N
MSMEG_4045	4118019	4117738	-	N
MSMEG_4046	4119176	4118016	-	N
MSMEG_4047	4120141	4119176	-	N
MSMEG_4048	4121222	4120239	-	N
MSMEG_4049	4122713	4121265	-	N
MSMEG_4050	4123459	4122773	-	N
MSMEG_4051	4123735	4123604	-	N
MSMEG_4052	4123893	4123732	-	N
MSMEG_4053	4126841	4124109	-	N
MSMEG_4054	4126984	4126850	-	N
MSMEG_4055	4127253	4128044	+	N
MSMEG_4056	4128118	4128876	+	N
MSMEG_4057	4129302	4129928	+	N
MSMEG_4058	4129996	4131315	+	N
MSMEG_4059	4131375	4132064	+	N
MSMEG_4060	4132099	4133308	+	N
MSMEG_4061	4133329	4133757	+	N
MSMEG_4062	4133790	4135040	+	N
MSMEG_4063	4136236	4135328	-	N
MSMEG_4064	4137678	4136734	-	Y
MSMEG_4065	4139831	4138269	-	N
MSMEG_4066	4141287	4139932	-	N
MSMEG_4068	4141519	4141653	+	N
MSMEG_4067	4142620	4141631	-	N
MSMEG_4070	4142735	4143292	+	N
MSMEG_4069	4142878	4142705	-	N
MSMEG_4072	4144114	4145160	+	N
MSMEG_4071	4145472	4145143	-	N
MSMEG_4073	4146399	4145792	-	N
MSMEG_4074	4146668	4147465	+	N
MSMEG_4075	4147462	4149525	+	N
MSMEG_4076	4149545	4150744	+	N
MSMEG_4077	4150741	4151499	+	N
MSMEG_4078	4151496	4152893	+	N
MSMEG_4079	4153683	4152916	-	N
MSMEG_4080	4154781	4153904	-	N
MSMEG_4081	4155111	4156322	+	N
MSMEG_4082	4158410	4157064	-	N
MSMEG_4083	4159822	4158407	-	N
MSMEG_4084	4160979	4159822	-	N
MSMEG_4085	4162327	4161044	-	N
MSMEG_4086	4162905	4162324	-	N
MSMEG_4087	4164401	4162983	-	N
MSMEG_4088	4164825	4165133	+	N
MSMEG_4089	4165130	4165990	+	N
MSMEG_4090	4166046	4166819	+	N
MSMEG_4091	4168717	4167383	-	N
MSMEG_4092	4169806	4168736	-	N
MSMEG_4093	4170839	4169808	-	N
MSMEG_4094	4172143	4170932	-	N
MSMEG_4095	4173057	4172140	-	N
MSMEG_4096	4174289	4173054	-	N
MSMEG_4097	4175515	4174286	-	N
MSMEG_4098	4177173	4175512	-	N
MSMEG_4099	4178078	4177170	-	N
MSMEG_4100	4179127	4178075	-	N
MSMEG_4101	4180772	4179138	-	N
MSMEG_4102	4181131	4182240	+	N
MSMEG_4103	4182282	4183370	+	N
MSMEG_4104	4183367	4184623	+	N
MSMEG_4105	4185564	4184704	-	N
MSMEG_4106	4185869	4185561	-	N
MSMEG_4107	4186634	4185948	-	N
MSMEG_4108	4188083	4186644	-	N
MSMEG_4109	4189649	4188102	-	N
MSMEG_4110	4190623	4189781	-	N
MSMEG_4111	4191806	4190676	-	N
MSMEG_4112	4193470	4191803	-	N
MSMEG_4113	4194528	4193473	-	N
MSMEG_4114	4195301	4194525	-	N
MSMEG_4115	4196184	4195303	-	N
MSMEG_4116	4197084	4196194	-	N
MSMEG_4117	4197868	4197104	-	N
MSMEG_4118	4199088	4197865	-	N
MSMEG_4119	4199873	4199085	-	N
MSMEG_4120	4201099	4199870	-	N
MSMEG_4121	4202099	4201359	-	N
MSMEG_4122	4203609	4202248	-	N
MSMEG_4123	4203971	4204870	+	N
MSMEG_4124	4204972	4206159	+	N
MSMEG_4125	4206993	4206211	-	N
MSMEG_4126	4207206	4207916	+	N
MSMEG_4127	4209542	4208139	-	N
MSMEG_4128	4210414	4209578	-	N
MSMEG_4129	4210513	4211103	+	Y
MSMEG_4131	4211146	4211262	+	N
MSMEG_4130	4212110	4211259	-	N
MSMEG_4132	4212404	4212793	+	Y
MSMEG_4133	4212793	4213806	+	N
MSMEG_4134	4213877	4215222	+	N
MSMEG_4135	4216120	4215569	-	N
MSMEG_4136	4216742	4216158	-	N
MSMEG_4137	4216960	4216742	-	N
MSMEG_4138	4217351	4218319	+	N
MSMEG_4139	4218450	4219683	+	N
MSMEG_4140	4219709	4221142	+	N
MSMEG_4141	4221338	4222225	+	N
MSMEG_4142	4223022	4222396	-	Y (1 nt leader)
MSMEG_4143	4223158	4223451	+	N
MSMEG_4144	4223495	4224433	+	N
MSMEG_4145	4225301	4224738	-	N
MSMEG_4146	4225664	4226641	+	N
MSMEG_4147	4226696	4227970	+	N
MSMEG_4148	4229016	4228090	-	N
MSMEG_4149	4229192	4230127	+	N
MSMEG_4150	4230124	4231164	+	N
MSMEG_4151	4231424	4231173	-	N
MSMEG_4152	4232374	4231421	-	N
MSMEG_4153	4232835	4232377	-	N
MSMEG_4154	4232893	4234068	+	N
MSMEG_4155	4234097	4235137	+	N
MSMEG_4156	4235134	4237359	+	N
MSMEG_4157	4237349	4237777	+	N
MSMEG_4158	4237954	4238103	+	N
MSMEG_4159	4239460	4238141	-	N
MSMEG_4161	4239712	4240125	+	N
MSMEG_4160	4239756	4239604	-	N
MSMEG_4162	4241589	4240426	-	N
MSMEG_4163	4242311	4241589	-	N
MSMEG_4164	4243027	4242311	-	N
MSMEG_4165	4244478	4243036	-	N
MSMEG_4166	4245649	4244495	-	N
MSMEG_4167	4246779	4245646	-	N
MSMEG_4168	4248370	4246781	-	N
MSMEG_4169	4249077	4248367	-	N
MSMEG_4170	4250605	4249070	-	N
MSMEG_4171	4251639	4250602	-	N
MSMEG_4172	4252771	4251653	-	N
MSMEG_4173	4253202	4252768	-	N
MSMEG_4174	4253996	4253199	-	N
MSMEG_4175	4254189	4254506	+	Y
MSMEG_4176	4254503	4255015	+	N
MSMEG_4178	4255057	4255647	+	N
MSMEG_4177	4256982	4255613	-	N
MSMEG_4179	4257466	4256984	-	N
MSMEG_4180	4258396	4257530	-	N
MSMEG_4181	4258680	4258399	-	N
MSMEG_4182	4260226	4258730	-	N
MSMEG_4183	4260950	4260273	-	Y
MSMEG_4184	4261027	4261209	+	N
MSMEG_4185	4265009	4261269	-	N
MSMEG_4186	4265484	4266362	+	Y
MSMEG_4187	4267841	4266384	-	N
MSMEG_4188	4268728	4267841	-	Y
MSMEG_4189	4269992	4268754	-	Y
MSMEG_4190	4270877	4270116	-	Y
MSMEG_4191	4271867	4271019	-	N
MSMEG_4192	4272438	4271851	-	N
MSMEG_4193	4273145	4272474	-	N
MSMEG_4194	4273986	4273156	-	N
MSMEG_4195	4274392	4274087	-	Y
MSMEG_4196	4274534	4275574	+	N
MSMEG_4197	4275571	4275840	+	N
MSMEG_4198	4275837	4276901	+	N
MSMEG_4199	4277454	4276933	-	N
MSMEG_4200	4278825	4277491	-	Y
MSMEG_4201	4278994	4279079	+	N
MSMEG_4202	4280453	4279122	-	N
MSMEG_4203	4282310	4280469	-	N
MSMEG_4204	4282640	4283755	+	N
MSMEG_4205	4283833	4286454	+	N
MSMEG_4206	4290514	4286460	-	N
MSMEG_4207	4291026	4290634	-	N
MSMEG_4208	4292567	4291023	-	N
MSMEG_4209	4293100	4292564	-	N
MSMEG_4210	4294080	4293097	-	N
MSMEG_4211	4294185	4295864	+	N
MSMEG_4212	4295857	4296519	+	N
MSMEG_4213	4296613	4297770	+	N
MSMEG_4214	4297888	4298610	+	Y
MSMEG_4215	4298656	4299333	+	N
MSMEG_4216	4299844	4299335	-	Y
MSMEG_4217	4300757	4299939	-	N
MSMEG_4218	4301288	4300998	-	N
MSMEG_4219	4302095	4301451	-	N
MSMEG_4220	4302954	4302079	-	N
MSMEG_4223	4303589	4303702	+	N
MSMEG_4221	4303643	4302930	-	N
MSMEG_4224	4304832	4304960	+	N
MSMEG_4222	4304846	4303689	-	N
MSMEG_4225	4306094	4305093	-	N
MSMEG_4226	4307539	4306091	-	N
MSMEG_4227	4308693	4307536	-	N
MSMEG_4228	4310396	4308690	-	N
MSMEG_4229	4311882	4310401	-	N
MSMEG_4230	4312954	4311875	-	N
MSMEG_4231	4314480	4312951	-	N
MSMEG_4232	4316039	4314477	-	N
MSMEG_4233	4318032	4316086	-	N
MSMEG_4234	4319171	4318029	-	N
MSMEG_4235	4320151	4319171	-	N
MSMEG_4236	4320740	4320309	-	N
MSMEG_4237	4321664	4321263	-	N
MSMEG_4238	4321921	4322538	+	N
MSMEG_4239	4322593	4323288	+	Y
MSMEG_4240	4323431	4324519	+	N
MSMEG_4241	4324544	4326061	+	N
MSMEG_4242	4326532	4326128	-	Y
MSMEG_4243	4326578	4327846	+	Y
MSMEG_4244	4329262	4327868	-	Y
MSMEG_4245	4329776	4329267	-	N
MSMEG_4246	4330684	4329722	-	N
MSMEG_4247	4330759	4332081	+	N
MSMEG_4248	4332823	4332098	-	N
MSMEG_4249	4333337	4332930	-	N
MSMEG_4250	4334611	4333334	-	N
MSMEG_4251	4335049	4334612	-	N
MSMEG_4252	4335532	4335143	-	Y (1 nt leader)
MSMEG_4254	4335624	4337423	+	N
MSMEG_4253	4338562	4337414	-	N
MSMEG_4255	4339400	4338603	-	N
MSMEG_4256	4340625	4339480	-	N
MSMEG_4257	4341150	4340779	-	N
MSMEG_4259	4341303	4343180	+	Y
MSMEG_4258	4344149	4343055	-	Y
MSMEG_4260	4344261	4344872	+	Y
MSMEG_4261	4344911	4345717	+	N
MSMEG_4262	4345696	4346922	+	N
MSMEG_4263	4346919	4348559	+	N
