Gene	Start	Stop	Strand	Leaderless?
Rv1540	1742845	1743771	+	N
Rv1541c	1744371	1743778	-	N
Rv1542c	1744836	1744426	-	N
Rv1543	1745064	1746089	+	N
Rv1544	1746094	1746897	+	N
Rv1545	1746919	1747146	+	N
Rv1546	1747195	1747626	+	Y
Rv1547	1747694	1751248	+	N
Rv1548c	1753333	1751297	-	N
Rv1549	1753510	1754037	+	N
Rv1550	1753716	1755431	+	N
Rv1551	1755445	1757310	+	N
Rv1552	1757681	1759432	+	N
Rv1553	1759435	1760178	+	N
Rv1554	1760175	1760555	+	N
Rv1555	1760552	1760929	+	N
Rv1556	1761009	1761605	+	Y
Rv1557	1761744	1762937	+	N
Rv1558	1762947	1763393	+	Y
Rv1559	1763428	1764717	+	Y
Rv1560	1764770	1764973	+	Y
Rv1561	1764979	1765383	+	N
Rv1562c	1767142	1765400	-	N
Rv1563c	1769432	1767135	-	N
Rv1564c	1771601	1769436	-	Y
Rv1565c	1773829	1771640	-	N
Rv1566c	1774620	1773928	-	N
Rv1567c	1775309	1774860	-	Y
Rv1568	1775392	1776705	+	Y
Rv1569	1776702	1777862	+	Y
Rv1570	1777859	1778539	+	N
Rv1571	1778539	1779048	+	N
Rv1572c	1779298	1779194	-	N
Rv1573	1779314	1779724	+	N
Rv1574	1779930	1780241	+	N
Rv1575	1780199	1780699	+	N
Rv1576c	1782064	1780643	-	N
Rv1577c	1782584	1782072	-	N
Rv1578c	1783228	1782758	-	N
Rv1579c	1783623	1783309	-	N
Rv1580c	1783892	1783620	-	N
Rv1581c	1784301	1783906	-	N
Rv1582c	1785912	1784497	-	N
Rv1583c	1786310	1785912	-	N
Rv1584c	1786528	1786307	-	N
Rv1585c	1787099	1786584	-	N
Rv1586c	1788505	1787096	-	N
Rv1587c	1789163	1788162	-	N
Rv1588c	1789836	1789168	-	N
Rv1589	1790284	1791333	+	N
Rv1590	1791334	1791573	+	N
Rv1591	1791570	1792235	+	N
Rv1592c	1793740	1792400	-	N
Rv1593c	1794707	1793997	-	Y
Rv1594	1794756	1795805	+	N
Rv1595	1795805	1797388	+	N
Rv1596	1797388	1798245	+	N
Rv1597	1798294	1799052	+	N
Rv1598c	1799483	1799073	-	N
Rv1599	1799565	1800899	+	Y
Rv1600	1800896	1802038	+	N
Rv1601	1802035	1802667	+	N
Rv1602	1802664	1803284	+	N
Rv1603	1803294	1804031	+	N
Rv1604	1804039	1804851	+	N
Rv1605	1804853	1805656	+	N
Rv1606	1805653	1806000	+	N
Rv1607	1806181	1807263	+	Y (1 nt leader)
Rv1608c	1807762	1807298	-	Y
Rv1609	1807903	1809453	+	Y
Rv1610	1809443	1810150	+	N
Rv1611	1810240	1811058	+	N
Rv1612	1811127	1812359	+	N
Rv1613	1812359	1813171	+	N
Rv1614	1813171	1814577	+	N
Rv1615	1815310	1815693	+	Y
Rv1616	1815683	1816081	+	N
Rv1617	1816189	1817607	+	Y
Rv1618	1817615	1818517	+	N
Rv1619	1818575	1820029	+	N
Rv1620c	1821693	1819963	-	N
Rv1621c	1823273	1821690	-	N
Rv1622c	1824400	1823360	-	N
Rv1623c	1825887	1824430	-	N
Rv1624c	1826567	1825998	-	Y
Rv1625c	1827945	1826614	-	Y
Rvnt20	1828088	1828015	-	N
Rv1626	1828180	1828797	+	Y
Rv1627c	1830073	1828865	-	N
Rv1628c	1830561	1830070	-	Y
Rv1629	1830665	1833379	+	Y
Rv1630	1833542	1834987	+	N
Rv1631	1835013	1836236	+	N
Rv1632c	1836830	1836387	-	N
Rv1633	1837012	1839171	+	Y
Rv1634	1839168	1840583	+	N
Rv1635c	1842242	1840572	-	N
Rv1636	1842451	1842891	+	N
Rv1637c	1843692	1842898	-	N
Rv1638	1843741	1846659	+	N
Rv1638A	1846973	1846716	-	N
Rv1639c	1848440	1846989	-	Y
Rv1640c	1852035	1848517	-	N
Rv1641	1852273	1852878	+	N
Rv1642	1852928	1853122	+	N
Rv1643	1853184	1853573	+	N
Rv1644	1853606	1854388	+	N
Rv1645c	1855454	1854399	-	N
Rv1646	1855764	1856696	+	N
Rv1647	1856810	1857724	+	Y
Rv1648	1857731	1858537	+	N
Rv1649	1858733	1859758	+	N
Rv1650	1859758	1862253	+	N
Rv1651c	1865382	1862347	-	N
Rv1652	1865591	1866634	+	Y
Rv1653	1866631	1867845	+	N
Rv1654	1867842	1868726	+	N
Rv1655	1868723	1869925	+	N
Rv1656	1869922	1870845	+	N
Rv1657	1870842	1871354	+	N
Rv1658	1871363	1872559	+	N
Rv1659	1872639	1874051	+	N
Rv1660	1874160	1875221	+	N
Rv1661	1875304	1881684	+	N
Rv1662	1881704	1886512	+	N
Rv1663	1886512	1888020	+	N
Rv1664	1888026	1891079	+	N
Rv1665	1891226	1892287	+	N
Rv1666c	1893562	1892270	-	N
Rv1667c	1894230	1893577	-	N
Rv1668c	1895342	1894224	-	Y
Rv1669	1895725	1896087	+	N
Rv1670	1896120	1896467	+	N
Rv1671	1896475	1896867	+	N
Rv1672c	1898207	1896876	-	N
Rv1673c	1899232	1898300	-	N
Rv1674c	1899916	1899260	-	N
Rv1675c	1900975	1900241	-	N
Rv1676	1901176	1901751	+	Y
Rv1677	1901748	1902296	+	N
Rv1678	1902397	1903299	+	N
Rv1679	1903299	1904420	+	N
Rv1680	1904429	1905253	+	N
Rv1681	1905250	1906242	+	N
Rv1682	1906403	1907320	+	N
Rv1683	1907594	1910593	+	N
Rv1684	1910586	1910810	+	N
Rv1685c	1911399	1910776	-	N
Rv1686c	1912081	1911401	-	N
Rv1687c	1912920	1912153	-	N
Rv1688	1912979	1913590	+	N
Rv1689	1913602	1914876	+	Y (1 nt leader)
Rv1690	1915527	1915910	+	N
Rv1691	1915949	1916701	+	Y
Rv1692	1916698	1917759	+	N
Rv1693	1917756	1917932	+	Y (1 nt leader)
Rv1694	1918480	1918746	+	Y
Rv1695	1918746	1919669	+	N
Rv1696	1919683	1921446	+	N
Rv1697	1921542	1922723	+	Y
Rv1698	1922745	1923689	+	N
Rv1699	1923748	1925589	+	Y
Rv1700	1925582	1926205	+	N
Rv1701	1926202	1927137	+	N
Rv1702c	1928575	1927211	-	N
Rv1703c	1929721	1929131	-	N
Rv1704c	1931456	1929786	-	N
Rv1705c	1932654	1931497	-	N
Rv1706c	1933878	1932694	-	N
Rv1706A	1934649	1934482	-	N
Rv1707	1934882	1936342	+	N
Rv1708	1936360	1937316	+	N
Rv1709	1937313	1938149	+	N
Rv1710	1938146	1938841	+	N
Rv1711	1938838	1939602	+	N
Rv1712	1939599	1940291	+	N
Rv1713	1940288	1941679	+	N
Rv1714	1941853	1942665	+	N
Rv1715	1942659	1943573	+	N
Rv1716	1943576	1944406	+	N
Rv1717	1944406	1944756	+	N
Rv1718	1944809	1945627	+	N
Rv1719	1945641	1946420	+	N
Rvnt21	1946613	1946686	+	N
Rv1720c	1947419	1947030	-	N
Rv1721c	1947643	1947416	-	Y
Rv1722	1947861	1949345	+	N
Rv1723	1949342	1950589	+	N
Rv1724c	1951051	1950632	-	N
Rv1725c	1951751	1951041	-	Y
Rv1726	1951852	1953237	+	N
Rv1727	1953270	1953839	+	N
Rv1728c	1954532	1953864	-	Y
Rv1729c	1955569	1954631	-	N
Rv1730c	1957245	1955692	-	N
Rv1731	1957677	1959233	+	N
Rv1732c	1959791	1959243	-	Y
Rv1733c	1960487	1959855	-	N
Rv1734c	1961016	1960774	-	N
Rv1735c	1961788	1961291	-	N
Rv1736c	1964186	1962228	-	N
Rv1737c	1965370	1964183	-	N
Rv1738	1965657	1965941	+	N
Rv1739c	1967637	1965955	-	N
Rv1740	1967705	1967917	+	Y
Rv1741	1967917	1968165	+	N
Rv1742	1968173	1968910	+	N
Rv1743	1969004	1970704	+	N
Rv1744c	1971390	1970989	-	N
Rv1745c	1971991	1971380	-	N
Rv1746	1972138	1973568	+	Y
Rv1747	1973630	1976227	+	N
Rv1748	1976660	1977331	+	Y
Rv1749c	1977885	1977328	-	N
Rv1750c	1979567	1977969	-	N
Rv1751	1979621	1981003	+	N
Rv1752	1981130	1981579	+	N
Rv1753c	1984775	1981614	-	N
Rv1754c	1986670	1984979	-	N
Rv1755c	1987696	1986854	-	N
Rv1756c	1988629	1987745	-	N
Rv1757c	1989006	1988680	-	N
Rv1758	1989042	1989566	+	N
Rv1759c	1992577	1989833	-	N
Rv1760	1993153	1994661	+	N
Rv1761c	1995054	1994671	-	N
Rv1762c	1995842	1995054	-	N
Rv1763	1996152	1996478	+	N
Rv1764	1996529	1997413	+	N
Rv1765c	1998515	1997418	-	N
Rv1765A	1999357	1999142	-	N
Rv1766	1999737	2000006	+	N
Rv1767	2000074	2000433	+	Y
Rv1768	2000614	2002470	+	N
Rv1769	2002626	2003870	+	Y
Rv1770	2003878	2005164	+	N
Rv1771	2005161	2006447	+	N
Rv1772	2006636	2006947	+	N
Rv1773c	2007766	2007020	-	N
Rv1774	2007832	2009172	+	N
Rv1775	2009172	2009990	+	N
Rv1776c	2010555	2009995	-	N
Rv1777	2010656	2011960	+	N
Rv1778c	2012530	2012081	-	N
Rv1779c	2014479	2012686	-	N
Rv1780	2015089	2015262	+	Y
Rv1781c	2017476	2015302	-	N
Rv1782	2017740	2019260	+	N
Rv1783	2019257	2020564	+	N
Rv1784	2020634	2023432	+	N
Rv1785c	2024628	2023447	-	N
Rv1786	2024828	2025031	+	N
Rv1787	2025301	2026398	+	N
Rv1788	2026477	2026776	+	N
Rv1789	2026790	2027971	+	N
Rv1790	2028425	2029477	+	N
Rv1791	2029904	2030203	+	N
Rv1792	2030347	2030643	+	N
Rv1793	2030694	2030978	+	N
Rv1794	2031066	2031968	+	N
Rv1795	2032240	2033751	+	N
Rv1796	2033729	2035486	+	N
Rv1797	2035483	2036703	+	N
Rv1798	2036700	2038532	+	N
Rv1799	2039159	2039350	+	N
Rv1800	2039453	2041420	+	N
Rv1801	2042001	2043272	+	N
Rv1802	2043384	2044775	+	N
Rv1803c	2046842	2044923	-	N
Rv1804c	2047349	2047023	-	N
Rv1805c	2048034	2047687	-	N
Rv1806	2048072	2048371	+	N
Rv1807	2048398	2049597	+	N
Rv1808	2049921	2051150	+	N
Rv1809	2051282	2052688	+	N
Rv1810	2052933	2053289	+	N
Rv1811	2053443	2054147	+	N
Rv1812c	2055359	2054157	-	N
Rv1813c	2056112	2055681	-	N
Rv1814	2056521	2057423	+	N
Rv1815	2057528	2058193	+	N
Rv1816	2058256	2058960	+	N
Rv1817	2059595	2061058	+	N
Rv1818c	2062674	2061178	-	N
Rv1819c	2064728	2062809	-	N
Rv1820	2064799	2066442	+	Y
Rv1821	2066547	2068883	+	Y
Rv1822	2069080	2069709	+	Y
Rv1823	2069702	2070625	+	N
Rv1824	2070654	2071019	+	N
Rv1825	2071036	2071914	+	N
Rv1826	2071952	2072356	+	N
Rv1827	2072596	2073084	+	N
Rv1828	2073081	2073824	+	N
Rv1829	2073943	2074437	+	N
Rv1830	2074841	2075518	+	N
Rv1831	2075571	2075828	+	N
Rv1832	2075877	2078702	+	N
Rv1833c	2079789	2078929	-	N
Rv1834	2079830	2080696	+	Y
Rv1835c	2082587	2080701	-	N
Rv1836c	2084636	2082603	-	N
Rv1837c	2086981	2084756	-	N
Rv1838c	2087652	2087257	-	N
Rv1839c	2087912	2087649	-	Y
Rv1840c	2089518	2087971	-	N
Rv1841c	2090718	2089681	-	N
Rv1842c	2092085	2090718	-	N
Rv1843c	2093698	2092259	-	N
Rv1844c	2095188	2093731	-	N
Rv1845c	2096168	2095218	-	N
Rv1846c	2096599	2096183	-	N
Rv1847	2096877	2097299	+	Y
Rv1848	2097348	2097650	+	Y
Rv1849	2097647	2097961	+	N
Rv1850	2097961	2099694	+	N
Rv1851	2099694	2100329	+	N
Rv1852	2100340	2101014	+	N
Rv1853	2101022	2101648	+	N
Rv1854c	2103042	2101651	-	N
Rv1855c	2104107	2103184	-	Y
Rv1856c	2104823	2104146	-	N
Rv1857	2104985	2105770	+	N
Rv1858	2105773	2106567	+	N
Rv1859	2106574	2107683	+	N
Rv1860	2107736	2108713	+	Y
Rv1861	2109165	2109470	+	N
Rv1862	2109544	2110584	+	Y
Rv1863c	2111361	2110591	-	Y (1 nt leader)
Rv1864c	2112049	2111354	-	Y
Rv1865c	2112966	2112106	-	N
Rv1866	2113068	2115476	+	Y
Rv1867	2115764	2117248	+	Y
Rv1868	2117347	2119446	+	N
Rv1869c	2120695	2119460	-	N
Rv1870c	2121430	2120795	-	N
Rv1871c	2121884	2121495	-	N
Rv1872c	2123151	2121907	-	Y
Rv1873	2123174	2123611	+	N
Rv1874	2123666	2124370	+	Y
Rv1875	2124381	2124824	+	N
Rv1876	2125340	2125819	+	N
Rv1877	2125904	2127967	+	N
Rv1878	2128022	2129374	+	Y
Rv1879	2129377	2130513	+	N
Rv1880c	2131857	2130541	-	N
Rv1881c	2132329	2131907	-	N
Rv1882c	2133203	2132370	-	N
Rv1883c	2133692	2133231	-	N
Rv1884c	2134153	2133731	-	Y
Rv1885c	2134872	2134273	-	N
Rv1886c	2135867	2134890	-	N
Rv1887	2136258	2137400	+	N
Rv1888c	2138079	2137519	-	N
Rv1888A	2138617	2138444	-	N
Rv1889c	2139017	2138661	-	N
Rv1890c	2139627	2139076	-	Y
Rv1891	2139741	2140148	+	N
Rv1892	2140165	2140476	+	N
Rv1893	2140486	2140704	+	N
Rv1894c	2141869	2140739	-	N
Rv1895	2142521	2143675	+	N
Rv1896c	2144446	2143535	-	N
Rv1897c	2144882	2144451	-	Y
Rv1898	2144940	2145248	+	Y
Rv1899c	2146245	2145214	-	N
Rv1900c	2147633	2146245	-	Y
Rv1901	2147668	2148954	+	Y
Rv1902c	2150274	2149006	-	N
Rv1903	2150364	2150768	+	Y
Rv1904	2150954	2151385	+	N
Rv1905c	2152395	2151433	-	N
Rv1906c	2152895	2152425	-	Y (1 nt leader)
Rv1907c	2153882	2153235	-	N
Rv1908c	2156111	2153889	-	N
Rv1909c	2156601	2156149	-	N
Rv1910c	2157311	2156706	-	Y
Rv1911c	2157987	2157382	-	N
Rv1912c	2159091	2158087	-	N
Rv1913	2159191	2159943	+	Y
Rv1914c	2160289	2159921	-	Y
Rv1915	2160463	2161566	+	N
Rv1916	2161566	2162762	+	N
Rv1917c	2167311	2162932	-	N
Rv1918c	2170612	2167649	-	N
Rv1919c	2171525	2171061	-	N
Rv1920	2171662	2172486	+	Y
Rv1921c	2173795	2172524	-	N
Rv1922	2174067	2175182	+	N
Rv1923	2175173	2176513	+	N
Rv1924c	2176930	2176550	-	N
Rv1925	2177087	2178949	+	Y
Rv1926c	2179436	2178957	-	N
Rv1927	2179673	2180446	+	Y
Rv1928c	2181217	2180450	-	N
Rv1929c	2181906	2181262	-	Y
Rv1930c	2182442	2181918	-	N
Rv1931c	2183239	2182460	-	N
Rv1932	2183372	2183869	+	Y
Rv1933c	2184957	2183866	-	N
Rv1934c	2186188	2184959	-	N
Rv1935c	2187159	2186203	-	N
Rv1936	2187384	2188493	+	N
Rv1937	2188496	2191015	+	N
Rv1938	2191027	2192097	+	N
Rv1939	2192094	2192609	+	N
Rv1940	2192606	2193667	+	N
Rv1941	2193664	2194434	+	N
Rv1942c	2194973	2194644	-	N
Rv1943c	2195206	2194970	-	Y
Rv1944c	2195829	2195344	-	Y
Rv1945	2195989	2197353	+	N
Rv1946c	2197960	2197508	-	N
Rv1947	2198024	2198425	+	N
Rv1948c	2199064	2198714	-	N
Rv1949c	2200034	2199075	-	N
Rv1950c	2200189	2199998	-	N
Rv1951c	2200486	2200190	-	Y (1 nt leader)
Rv1952	2200726	2200941	+	N
Rv1953	2200938	2201249	+	N
Rv1955	2201584	2202096	+	N
Rv1954c	2201744	2201223	-	N
Rv1956	2202138	2202587	+	N
Rv1957	2202584	2203129	+	N
Rv1958c	2203632	2203018	-	N
Rv1959c	2203977	2203681	-	N
Rv1961	2204212	2204706	+	N
Rv1960c	2204225	2203974	-	Y
Rv1962c	2205273	2204866	-	N
Rv1963c	2206802	2205582	-	N
Rv1964	2207700	2208497	+	N
Rv1965	2208507	2209322	+	N
Rv1966	2209327	2210604	+	N
Rv1967	2210601	2211629	+	N
Rv1968	2211626	2212858	+	N
Rv1969	2212855	2214126	+	N
Rv1970	2214123	2215256	+	N
Rv1971	2215257	2216570	+	N
Rv1972	2216592	2217167	+	N
Rv1973	2217164	2217646	+	N
Rv1974	2217659	2218036	+	N
Rv1975	2218052	2218717	+	N
Rv1976c	2219251	2218844	-	Y
Rv1977	2219754	2220800	+	N
Rv1978	2220908	2221756	+	N
Rv1979c	2223164	2221719	-	N
Rv1980c	2224029	2223343	-	N
Rv1981c	2225188	2224220	-	N
Rv1982c	2225832	2225413	-	N
Rv1983	2226244	2227920	+	N
Rv1984c	2228561	2227908	-	Y
Rv1985c	2229902	2228991	-	N
Rv1986	2230011	2230610	+	Y
Rv1987	2231026	2231454	+	Y
Rv1988	2231680	2232219	+	N
Rv1989c	2233299	2232739	-	N
Rv1990c	2233637	2233296	-	N
Rv1990A	2234216	2233881	-	N
Rv1991c	2234649	2234305	-	N
Rv1992c	2237306	2234991	-	N
Rv1993c	2237575	2237303	-	N
Rv1994c	2237984	2237628	-	N
Rv1995	2238141	2238908	+	N
Rv1996	2239004	2239957	+	N
Rv1997	2240159	2242876	+	N
Rv1998c	2243721	2242945	-	N
Rv1999c	2245138	2243816	-	N
Rv2000	2245209	2246822	+	N
Rv2001	2246832	2247584	+	N
Rv2002	2247660	2248442	+	N
Rv2003c	2249420	2248563	-	N
Rv2004c	2250974	2249478	-	N
Rv2005c	2251883	2250996	-	N
Rv2006	2252002	2255985	+	N
Rv2007c	2256428	2256084	-	N
Rv2008c	2257942	2256617	-	N
Rv2009	2258045	2258272	+	Y
Rv2010	2258273	2258671	+	N
Rv2011c	2259285	2258854	-	N
Rv2012	2259326	2259820	+	N
Rv2013	2260665	2261144	+	N
Rv2014	2261098	2261688	+	N
Rv2015c	2263072	2261816	-	N
Rv2016	2263390	2264001	+	Y
Rv2017	2263998	2265038	+	N
Rv2018	2265280	2265999	+	N
Rv2019	2265989	2266405	+	N
Rv2020c	2266720	2266421	-	N
Rv2021c	2267110	2266805	-	N
Rv2022c	2267502	2267119	-	Y
Rv2023c	2268108	2267749	-	N
Rv2023A	2268726	2268268	-	N
Rv2024c	2270240	2268693	-	Y
Rv2025c	2271748	2270750	-	N
Rv2026c	2272747	2271863	-	N
Rv2027c	2274508	2272787	-	Y
Rv2028c	2275408	2274569	-	N
Rv2029c	2276424	2275405	-	N
Rv2030c	2278486	2276441	-	N
Rv2031c	2278932	2278498	-	N
Rv2032	2279129	2280124	+	N
Rv2033c	2281082	2280240	-	Y
Rv2034	2281294	2281617	+	N
Rv2035	2281614	2282102	+	N
Rv2036	2282099	2282740	+	N
Rv2037c	2283712	2282747	-	Y
Rv2038c	2284796	2283723	-	N
Rv2039c	2285641	2284799	-	N
Rv2040c	2286530	2285628	-	N
Rv2041c	2287846	2286527	-	N
Rv2042c	2288681	2287884	-	N
Rv2043c	2289241	2288681	-	Y
Rv2044c	2289599	2289282	-	N
Rv2045c	2291190	2289685	-	Y
Rv2046	2291269	2291925	+	Y
Rv2047c	2294526	2291962	-	N
Rv2048c	2306986	2294531	-	N
Rv2049c	2307517	2307293	-	N
Rv2050	2307821	2308156	+	N
Rv2051c	2310755	2308131	-	N
Rv2052c	2312517	2310913	-	N
Rv2053c	2313052	2312522	-	Y
Rv2054	2313125	2313838	+	Y
Rv2055c	2314353	2314087	-	N
Rv2056c	2314659	2314354	-	N
Rv2057c	2314825	2314661	-	N
Rv2058c	2315061	2314825	-	N
Rv2059	2315174	2316709	+	N
Rv2060	2316279	2316680	+	N
Rv2061c	2317085	2316681	-	Y
Rv2062c	2320753	2317169	-	Y
Rv2063	2320831	2321064	+	N
Rv2064	2321451	2322542	+	Y
Rv2065	2322552	2323178	+	Y
Rv2066	2323175	2324701	+	N
Rv2067c	2325870	2324647	-	N
Rv2068c	2326809	2325886	-	Y
Rv2069	2326944	2327501	+	Y
Rv2070c	2328225	2327491	-	N
Rv2071c	2328977	2328222	-	N
Rv2072c	2330146	2328974	-	N
Rv2073c	2330963	2330214	-	Y
Rv2074	2330993	2331406	+	N
Rv2075c	2332879	2331416	-	N
Rv2076c	2333288	2333037	-	N
Rv2077c	2334294	2333323	-	N
Rv2077A	2334594	2334295	-	Y
Rv2078	2335059	2335373	+	N
Rv2079	2337158	2337325	+	Y
Rv2080	2337306	2337869	+	N
Rv2081c	2338505	2338065	-	N
Rv2082	2338709	2340874	+	N
Rv2083	2340871	2341815	+	N
Rv2084	2341808	2342944	+	N
Rv2085	2343027	2343332	+	N
Rv2086	2343311	2343916	+	N
Rv2087	2343994	2344224	+	N
Rv2088	2344411	2346180	+	N
Rv2089c	2347324	2346197	-	N
Rv2090	2347373	2348554	+	N
Rv2091c	2349292	2348558	-	N
Rv2092c	2352054	2349334	-	N
Rv2093c	2353029	2352103	-	N
Rv2094c	2353297	2353046	-	N
Rv2095c	2354315	2353365	-	N
Rv2096c	2355310	2354312	-	N
Rv2097c	2356677	2355319	-	Y
Rv2100	2358389	2360041	+	N
Rv2101	2360240	2363281	+	N
Rv2102	2363391	2364107	+	N
Rv2103c	2364520	2364086	-	N
Rv2104c	2364781	2364527	-	Y
Rv2105	2365465	2365791	+	N
Rv2106	2365788	2366726	+	N
Rv2107	2367359	2367655	+	N
Rv2108	2367711	2368442	+	N
Rv2109c	2369729	2368983	-	N
Rv2110c	2370601	2369726	-	N
Rv2111c	2370792	2370598	-	N
Rv2112c	2372422	2370905	-	Y
Rv2113	2372630	2373823	+	Y
Rv2114	2373834	2374457	+	Y (1 nt leader)
Rv2115c	2376290	2374461	-	N
Rv2116	2376571	2377140	+	N
Rv2117	2377148	2377441	+	N
Rv2118c	2378312	2377470	-	Y
Rv2119	2378386	2379222	+	Y
Rv2120c	2379727	2379245	-	N
Rv2121c	2380660	2379806	-	N
Rv2122c	2380926	2380663	-	Y
Rv2123	2381071	2382492	+	N
Rv2124c	2386067	2382489	-	Y
Rv2125	2386293	2387171	+	Y
Rv2126c	2387972	2387202	-	N
Rv2127	2388616	2390085	+	N
Rv2128	2390085	2390288	+	N
Rv2129c	2391189	2390308	-	Y
Rv2130c	2392459	2391215	-	Y
Rv2131c	2393317	2392517	-	Y
Rv2132	2393411	2393641	+	Y
Rv2133c	2394639	2393851	-	N
Rv2134c	2395237	2394650	-	N
Rv2135c	2396011	2395301	-	N
Rv2136c	2396838	2396008	-	N
Rv2137c	2397210	2396902	-	Y
Rv2138	2397330	2398406	+	N
Rv2139	2398720	2399793	+	N
Rv2140c	2400328	2399798	-	N
Rv2141c	2401722	2400376	-	Y
Rvnt22	2401987	2402072	+	N
Rv2142c	2402510	2402193	-	N
Rv2143	2403166	2404035	+	Y
Rv2144c	2404521	2404165	-	N
Rv2145c	2405398	2404616	-	N
Rv2146c	2405956	2405666	-	N
Rv2147c	2406843	2406118	-	N
Rv2148c	2407616	2406840	-	N
Rv2149c	2408329	2407622	-	Y
Rv2150c	2409524	2408385	-	N
Rv2151c	2410641	2409697	-	N
Rv2152c	2412122	2410638	-	N
Rv2153c	2413351	2412119	-	N
Rv2154c	2414922	2413348	-	N
Rv2155c	2415170	2414934	-	Y
Rv2156c	2417475	2416396	-	N
Rv2157c	2419004	2417472	-	N
Rv2158c	2420608	2419001	-	N
Rv2159c	2421665	2420631	-	N
Rv2160c	2422003	2421662	-	N
Rv2160A	2422278	2421643	-	N
Rv2161c	2423137	2422271	-	N
Rv2162c	2424838	2423240	-	N
Rv2163c	2427087	2425048	-	N
Rv2164c	2428238	2427084	-	N
Rv2165c	2429269	2428235	-	N
Rv2166c	2429858	2429427	-	N
Rv2167c	2431199	2430159	-	N
Rv2168c	2431420	2431094	-	N
Rv2169c	2431969	2431565	-	N
Rv2170	2432235	2432855	+	N
Rv2171	2432909	2433634	+	Y
Rv2172c	2434536	2433631	-	N
Rv2173	2434847	2435905	+	N
Rv2174	2435909	2437459	+	N
Rv2175c	2437850	2437446	-	Y
Rv2176	2437941	2439140	+	Y
Rv2177c	2439947	2439282	-	N
Rv2178c	2441720	2440332	-	Y
Rv2179c	2442317	2441811	-	Y
Rv2180c	2443214	2442327	-	N
Rv2181	2443302	2444585	+	N
Rv2182c	2445329	2444586	-	N
Rv2183c	2445810	2445415	-	N
Rv2184c	2446946	2445807	-	N
Rv2185c	2447500	2447066	-	N
Rv2186c	2447994	2447605	-	Y
Rv2187	2448160	2449962	+	N
Rv2188c	2451150	2449993	-	N
Rv2189c	2452020	2451247	-	N
Rv2190c	2453272	2452115	-	N
Rv2191	2453819	2455756	+	N
Rv2192c	2456743	2455631	-	Y
Rv2193	2456901	2457512	+	Y
Rv2194	2457553	2458395	+	N
Rv2195	2458392	2459681	+	N
Rv2196	2459678	2461327	+	N
Rv2197c	2462148	2461504	-	N
Rv2198c	2463047	2462148	-	N
Rv2199c	2463652	2463233	-	N
Rv2200c	2464751	2463660	-	N
Rv2201	2464997	2466955	+	Y
Rv2202c	2468027	2467053	-	N
Rv2203	2468231	2468923	+	N
Rv2204c	2469287	2468931	-	N
Rv2205c	2470463	2469387	-	N
Rv2206	2470622	2471332	+	Y
Rv2207	2471411	2472496	+	N
Rv2208	2472493	2473242	+	N
Rv2209	2473400	2474938	+	N
Rv2210c	2475970	2474864	-	N
Rv2211c	2477145	2476042	-	Y
Rv2212	2477190	2478326	+	Y
Rv2213	2478338	2479885	+	Y
Rv2214c	2481701	2479923	-	N
Rv2215	2481965	2483626	+	N
Rv2216	2483626	2484531	+	N
Rv2217	2484584	2485276	+	Y
Rv2218	2485273	2486208	+	Y
Rv2219	2486235	2486987	+	N
Rv2219A	2487416	2486994	-	N
Rv2220	2487615	2489051	+	N
Rv2221c	2492347	2489369	-	Y
Rv2222c	2493742	2492402	-	Y
Rv2223c	2495390	2493837	-	Y
Rv2224c	2497017	2495461	-	Y
Rv2225	2497742	2498587	+	N
Rv2226	2498832	2500373	+	N
Rvns01	2500751	2500445	-	N
Rv2227	2500931	2501632	+	N
Rv2228c	2502738	2501644	-	N
Rv2229c	2503472	2502735	-	N
Rv2230c	2504608	2503469	-	N
Rv2231c	2505651	2504605	-	Y
Rv2232	2506428	2507153	+	Y
Rv2234	2507146	2507637	+	N
Rv2235	2507637	2508452	+	N
Rv2236c	2509375	2508434	-	N
Rv2237	2509489	2510256	+	N
Rvnt23	2510669	2510598	-	N
Rv2238c	2511176	2510715	-	N
Rv2239c	2511652	2511176	-	N
Rv2240c	2512280	2511690	-	Y
Rv2241	2512539	2515244	+	N
Rv2242	2515304	2516548	+	Y
Rv2243	2516787	2517695	+	Y
Rv2244	2517771	2518118	+	N
Rv2245	2518115	2519365	+	N
Rv2246	2519396	2520712	+	N
Rv2247	2520743	2522164	+	N
Rv2248	2522360	2523175	+	N
Rv2249c	2524791	2523241	-	N
Rv2250c	2525354	2524785	-	N
Rv2250A	2525372	2525821	+	Y
Rv2251	2525565	2526992	+	N
Rv2252	2526989	2527918	+	N
Rv2253	2527984	2528487	+	N
Rv2254c	2528975	2528520	-	N
Rv2255c	2529174	2528980	-	N
Rv2256c	2529874	2529341	-	N
Rv2257c	2530822	2530004	-	N
Rv2258c	2531897	2530836	-	N
Rv2259	2532245	2533330	+	Y
Rv2260	2533330	2533965	+	N
Rv2261c	2534464	2534042	-	N
Rv2262c	2535552	2534470	-	N
Rv2263	2535641	2536594	+	N
Rv2264c	2538350	2536572	-	N
Rv2265	2538700	2539929	+	N
Rv2266	2540104	2541390	+	N
Rv2267c	2542810	2541644	-	N
Rv2268c	2544276	2542807	-	N
Rv2269c	2544621	2544289	-	N
Rv2270	2544698	2545225	+	N
Rv2271	2545332	2545631	+	N
Rv2272	2545737	2546105	+	N
