operon_no.	single/multi	strand	start_gene	last_gene	operon_left_cord	operon_right_cord	locus_tag	gene/RNA_type	name_gene	kegg_nomenclature	start_position	last_position	first_gene/in_operon	form	leaderless?	changed
509		+			2550065	2554831	Rv2279				2550388	2551326		1	N	
509		+			2550065	2554831	Rv2280				2551560	2552939		1	N	
509		+			2550065	2554831	Rv2281				2553173	2554831		1	N	
510		+			2555941	2564028	Rv2283				2555941	2556135		1	N	
510		+			2555941	2564028	Rv2284				2556145	2557440		1	Y	
510		+			2555941	2564028	Rv2285				2557473	2558810		1	Y	
510		+			2555941	2564028	Rv2287				2559703	2561331		1	N	
510		+			2555941	2564028	Rv2288				2561328	2561705		1	N	
510		+			2555941	2564028	Rv2289				2561675	2562457		1	N	
510		+			2555941	2564028	Rv2290				2562599	2563114		1	N	
510		+			2555941	2564028	Rv2291				2563174	2564028		1	N	
512		-			2564029	2565032	Rv2292c				2564253	2564029		1	N	
512		-			2564029	2565032	Rv2293c				2565032	2564292		1	N	
513		+			2565327	2570053	Rv2294				2565327	2566550		1	Y	
513		+			2565327	2570053	Rv2295				2566847	2567410		1	Y	
513		+			2565327	2570053	Rv2296				2567504	2568406		1	N	
513		+			2565327	2570053	Rv2297				2568438	2568890		1	N	
513		+			2565327	2570053	Rv2298				2569082	2570053		1	Y	
514		-			2570059	2573008	Rv2299c				2572002	2570059		1	N	
514		-			2570059	2573008	Rv2300c				2573008	2572076		1	N	
515		+			2573015	2574055	Rv2301				2573015	2573707		1	Y	
515		+			2573015	2574055	Rv2302				2573813	2574055		1	N	
516		-			2574096	2575225	Rv2303c				2575019	2574096		1	N	
516		-			2574096	2575225	Rv2304c				2575225	2575016		1	N	
517		+			2575809	2577922	Rv2305				2575809	2577098		1	Y	
517		+			2575809	2577922	Rv2306A				2577108	2577701		1	N	
517		+			2575809	2577922	Rv2306B				2577488	2577922		1	N	
518		-			2577851	2580210	Rv2307c				2578696	2577851		1	N	
518		-			2577851	2580210	Rv2307A				2579419	2579228		1	N	
518		-			2577851	2580210	Rv2307B				2579935	2579504		1	N	
518		-			2577851	2580210	Rv2307D				2580210	2580028		1	N	
519		+			2583045	2584755	Rv2309A				2583045	2583332		1	N	
519		+			2583045	2584755	Rv2310				2583435	2583779		1	N	
519		+			2583045	2584755	Rv2311				2583884	2584408		1	N	
519		+			2583045	2584755	Rv2312				2584486	2584755		1	N	
520		-			2585052	2588804	Rv2313c				2585906	2585052		1	Y	
520		-			2585052	2588804	Rv2314c				2587290	2585917		1	N	
520		-			2585052	2588804	Rv2315c				2588804	2587287		1	Y	
521		+			2588838	2591840	Rv2316				2588838	2589710		1	N	
521		+			2588838	2591840	Rv2317				2589697	2590521		1	N	
521		+			2588838	2591840	Rv2318				2590518	2591840		1	N	
522		-			2591848	2597857	Rv2319c				2592726	2591848		1	N	
522		-			2591848	2597857	Rv2320c				2594153	2592723		1	N	
522		-			2591848	2597857	Rv2321c				2594699	2594154		1	N	
522		-			2591848	2597857	Rv2322c				2595364	2594699		1	N	
522		-			2591848	2597857	Rv2323c				2596269	2595361		1	N	
523		-			2597009	2599947	Rv2325c				2597857	2597009		1	N	
523		-			2597009	2599947	Rv2326c				2599902	2597854		1	Y	
524		+			2599988	2601879	Rv2327				2599988	2600479		1	Y	
524		+			2599988	2601879	Rv2328				2600731	2601879		1	N	
525		-			2601914	2604222	Rv2329c				2603461	2601914		1	N	
525		-			2601914	2604222	Rv2330c				2604222	2603695		1	N	
526		+			2604297	2606754	Rv2331				2604297	2604683		1	N	
526		+			2604297	2606754	Rv2331A				2604740	2605078		1	N	
526		+			2604297	2606754	Rv2332				2605108	2606754		1	N	
527		+			2608796	2611805	Rv2334				2608796	2609728		1	N	
527		+			2608796	2611805	Rv2335				2609732	2610421		1	N	
527		+			2608796	2611805	Rv2336				2610837	2611805		1	N	
528		-			2611869	2614063	Rv2337c				2612987	2611869		1	N	
528		-			2611869	2614063	Rv2338c				2614063	2613107		1	N	
529		+			2619597	2620529	Rv2341				2619597	2620016		1	N	
529		+			2619597	2620529	Rv2342				2620272	2620529		1	N	
530		-			2620533	2623752	Rv2343c				2622452	2620533		1	Y	
530		-			2620533	2623752	Rv2344c				2623752	2622457		1	Y (1 nt leader)	
531		-			2625888	2635592	Rv2346c				2626172	2625888		1	N	
531		-			2625888	2635592	Rv2347c				2626519	2626223		1	N	
531		-			2625888	2635592	Rv2348c				2626980	2626654		1	N	
531		-			2625888	2635592	Rv2349c				2628698	2627172		1	N	
531		-			2625888	2635592	Rv2350c				2630319	2628781		1	N	
531		-			2625888	2635592	Rv2351c				2632075	2630537		1	N	
531		-			2625888	2635592	Rv2352c				2634098	2632923		1	N	
531		-			2625888	2635592	Rv2353c				2635592	2634528		1	N	
532		+			2635628	2636889	Rv2354				2635628	2635954		1	N	
532		+			2635628	2636889	Rv2355				2635951	2636889		1	N	
533		-			2637688	2641064	Rv2356c				2639535	2637688		1	N	
533		-			2637688	2641064	Rv2357c				2641064	2639673		1	N	
534		+			2641246	2642042	Rv2358				2641246	2641653		1	N	
534		+			2641246	2642042	Rv2359				2641650	2642042		1	N	
535		-			2642150	2644258	Rv2360c				2642578	2642150		1	N	
535		-			2642150	2644258	Rv2361c				2643468	2642578		1	N	
535		-			2642150	2644258	Rv2362c				2644258	2643461		1	Y	
536		-			2645771	2675837	Rv2364c				2646673	2645771		1	N	
536		-			2645771	2675837	Rv2365c				2647088	2646747		1	N	
536		-			2645771	2675837	Rv2366c				2648367	2647060		1	N	
536		-			2645771	2675837	Rv2367c				2648912	2648364		1	N	
536		-			2645771	2675837	Rv2368c				2649974	2648916		1	N	
536		-			2645771	2675837	Rv2369c				2650248	2649946		1	N	
536		-			2645771	2675837	Rv2370c				2651558	2650245		1	N	
536		-			2645771	2675837	Rv2372c				2652825	2652037		1	N	
536		-			2645771	2675837	Rv2373c				2653987	2652839		1	N	
536		-			2645771	2675837	Rv2374c				2655093	2654062		1	N	
536		-			2645771	2675837	Rv2376c				2656115	2655609		1	N	
536		-			2645771	2675837	Rv2377c				2656430	2656215		1	N	
536		-			2645771	2675837	Rv2378c				2657703	2656408		1	N	
536		-			2645771	2675837	Rv2379c				2662085	2657700		1	N	
536		-			2645771	2675837	Rv2380c				2667115	2662067		1	N	
536		-			2645771	2675837	Rv2381c				2670269	2667255		1	N	
536		-			2645771	2675837	Rv2382c				2671603	2670269		1	N	
536		-			2645771	2675837	Rv2383c				2675837	2671593		1	N	
539		+			2675936	2678649	Rv2384				2675936	2677633		1	N	
539		+			2675936	2678649	Rv2385				2677729	2678649		1	N	
540		-			2682015	2684266	Rv2388c				2683142	2682015		1	N	
540		-			2682015	2684266	Rv2389c				2683712	2683248		1	N	
540		-			2682015	2684266	Rv2390c				2684266	2683709		1	N	
541		+			2684679	2693884	Rv2391				2684679	2686370		1	N	
541		+			2684679	2693884	Rv2392				2686367	2687131		1	N	
541		+			2684679	2693884	Rv2393				2687128	2687973		1	N	
541		+			2684679	2693884	Rv2394				2688010	2689941		1	N	
541		+			2684679	2693884	Rv2395				2690072	2692075		1	Y	
542		-			2693909	2698245	Rv2397c				2694964	2693909		1	N	
542		-			2693909	2698245	Rv2398c				2695799	2694981		1	N	
542		-			2693909	2698245	Rv2399c				2696647	2695796		1	N	
542		-			2693909	2698245	Rv2400c				2697714	2696644		1	N	
542		-			2693909	2698245	Rv2401A				2698245	2698042		1	N	
543		+			2697728	2700457	Rv2401				2697728	2698057		1	N	
543		+			2697728	2700457	Rv2402				2698415	2700457		1	Y	
544		-			2700535	2704437	Rv2403c				2701290	2700535		1	N	
544		-			2700535	2704437	Rv2404c				2703248	2701287		1	N	
544		-			2700535	2704437	Rv2406c				2704080	2704009		1	Y	
545		+			2703269	2706736	Rv2405				2703236	2703838		1	Y	
545		+			2703269	2706736	Rv2407				2704697	2705518		1	N	
545		+			2703269	2706736	Rv2408				2706017	2706736		1	N	
547		-			2706494	2718808	Rv2409c				2707333	2706494		1	N	
547		-			2706494	2718808	Rv2410c				2708310	2707333		1	N	
547		-			2706494	2718808	Rv2411c				2709956	2708310		1	Y	
547		-			2706494	2718808	Rv2413c				2711319	2710351		1	Y	
547		-			2706494	2718808	Rv2414c				2712876	2711332		1	N	
547		-			2706494	2718808	Rv2415c				2713784	2712891		1	N	
547		-			2706494	2718808	Rv2416c				2715332	2714124		1	N	
547		-			2706494	2718808	Rv2417c				2716314	2715472		1	N	
547		-			2706494	2718808	Rv2418c				2717138	2716395		1	N	
547		-			2706494	2718808	Rv2419c				2717799	2717128		1	N	
547		-			2706494	2718808	Rv2420c				2718176	2717796		1	N	
547		-			2706494	2718808	Rv2421c				2718832	2718173		1	Y	
549		+			2719083	2720643	Rv2422				2719083	2719355		1	N	
549		+			2719083	2720643	Rv2423				2719597	2720643		1	Y	
550		-			2720776	2725477	Rv2424c				2721777	2720776		1	N	
550		-			2720776	2725477	Rv2425c				2723308	2721866		1	N	
550		-			2720776	2725477	Rv2426c				2724183	2723308		1	N	
550		-			2720776	2725477	Rv2427c				2725477	2724230		1	N	
551		+			2726193	2727339	Rv2428				2726193	2726780		1	N	
551		+			2726193	2727339	Rv2429				2726806	2727339		1	N	
552		-			2727336	2732749	Rv2430c				2727920	2727336		1	N	
552		-			2727336	2732749	Rv2431c				2728266	2727967		1	N	
552		-			2727336	2732749	Rv2432c				2728847	2728437		1	N	
552		-			2727336	2732749	Rv2433c				2729134	2728844		1	N	
552		-			2727336	2732749	Rv2434c				2730560	2729115		1	N	
552		-			2727336	2732749	Rv2435c				2732749	2730557		1	N	
553		+			2733230	2734795	Rv2436				2733230	2734144		1	N	
553		+			2733230	2734795	Rv2437				2734376	2734795		1	N	
554		-			2734792	2740361	Rv2438c				2736831	2734792		1	N	
554		-			2734792	2740361	Rv2439c				2738247	2737117		1	N	
554		-			2734792	2740361	Rv2440c				2739686	2738247		1	N	
554		-			2734792	2740361	Rv2441c				2740032	2739772		1	N	
554		-			2734792	2740361	Rv2442c				2740361	2740047		1	N	
556		-			2742123	2752994	Rv2444c				2744984	2742123		1	N	
556		-			2742123	2752994	Rv2445c				2745724	2745314		1	Y	
556		-			2742123	2752994	Rv2446c				2746138	2745767		1	N	
556		-			2742123	2752994	Rv2447c				2747598	2746135		1	N	
556		-			2742123	2752994	Rv2448c				2750255	2747595		1	Y	
556		-			2742123	2752994	Rv2449c				2751572	2750313		1	Y	
556		-			2742123	2752994	Rv2450c				2752180	2751662		1	N	
557		-			2752848	2759488	Rv2452c				2752994	2752848		1	N	
557		-			2752848	2759488	Rv2453c				2753623	2753018		1	N	
557		-			2752848	2759488	Rv2454c				2754746	2753625		1	N	
557		-			2752848	2759488	Rv2455c				2756704	2754743		1	N	
557		-			2752848	2759488	Rv2456c				2758192	2756936		1	N	
557		-			2752848	2759488	Rv2457c				2759488	2758208		1	N	
558		+			2759779	2762380	Rv2458				2759779	2760687		1	N	
558		+			2759779	2762380	Rv2459				2760854	2762380		1	N	
559		-			2762531	2765291	Rv2460c				2763175	2762531		1	N	
559		-			2762531	2765291	Rv2461c				2763774	2763172		1	N	
559		-			2762531	2765291	Rv2462c				2765291	2763891		1	N	
560		-			2766859	2768884	Rv2464c				2767665	2766859		1	N	
560		-			2766859	2768884	Rv2465c				2768150	2767671		1	Y	
560		-			2766859	2768884	Rv2466c				2768884	2768261		1	N	
561		-			2771644	2773035	Rv2468c				2772147	2771644		1	N	
561		-			2771644	2773035	Rv2469c				2773035	2772367		1	N	
562		+			2773178	2776284	Rv2470				2773178	2773564		1	N	
562		+			2773178	2776284	Rv2471				2773564	2775204		1	N	
562		+			2773178	2776284	Rv2472				2775272	2775565		1	N	
562		+			2773178	2776284	Rv2473				2775688	2776284		1	Y	
563		-			2776316	2793988	Rv2474c				2776969	2776316		1	N	
563		-			2776316	2793988	Rv2475c				2777391	2776975		1	N	
563		-			2776316	2793988	Rv2476c				2782262	2777388		1	N	
563		-			2776316	2793988	Rv2477c				2784042	2782366		1	N	
563		-			2776316	2793988	Rv2478c				2784608	2784123		1	N	
563		-			2776316	2793988	Rv2479c				2785697	2784657		1	N	
563		-			2776316	2793988	Rv2480c				2785918	2785592		1	N	
563		-			2776316	2793988	Rv2481c				2786898	2786575		1	N	
563		-			2776316	2793988	Rv2482c				2789283	2786914		1	N	
563		-			2776316	2793988	Rv2483c				2791022	2789280		1	N	
563		-			2776316	2793988	Rv2484c				2792494	2791019		1	N	
563		-			2776316	2793988	Rv2485c				2793988	2792723		1	N	
564		-			2795301	2806236	Rv2487c				2797385	2795301		1	N	
564		-			2795301	2806236	Rv2488c				2800880	2797467		1	N	
564		-			2795301	2806236	Rv2489c				2801145	2800846		1	N	
564		-			2795301	2806236	Rv2490c				2806236	2801254		1	N	
565		+			2806665	2808735	Rv2491				2806665	2807288		1	N	
565		+			2806665	2808735	Rv2492				2807278	2808030		1	N	
565		+			2806665	2808735	Rv2493				2808083	2808304		1	Y	
565		+			2806665	2808735	Rv2494				2808310	2808735		1	N	
566		-			2808758	2821596	Rv2495c				2809939	2808758		1	N	
566		-			2808758	2821596	Rv2496c				2810982	2809936		1	N	
566		-			2808758	2821596	Rv2497c				2812096	2810993		1	N	
566		-			2808758	2821596	Rv2498c				2813176	2812355		1	N	
566		-			2808758	2821596	Rv2499c				2813730	2813173		1	N	
566		-			2808758	2821596	Rv2500c				2814911	2813727		1	N	
566		-			2808758	2821596	Rv2501c				2816880	2814916		1	N	
566		-			2808758	2821596	Rv2502c				2818474	2816885		1	N	
566		-			2808758	2821596	Rv2503c				2819127	2818471		1	N	
566		-			2808758	2821596	Rv2504c				2819870	2819124		1	N	
566		-			2808758	2821596	Rv2505c				2821596	2819953		1	N	
567		+			2821712	2823259	Rv2506				2821712	2822359		1	N	
567		+			2821712	2823259	Rv2507				2822438	2823259		1	N	
568		-			2823256	2827089	Rv2508c				2824593	2823256		1	N	
568		-			2823256	2827089	Rv2510c				2827089	2825488		1	Y	
569		-			2830877	2835335	Rv2514c				2831338	2830877		1	N	
569		-			2830877	2835335	Rv2515c				2832591	2831344		1	N	
569		-			2830877	2835335	Rv2516c				2833513	2832710		1	N	
569		-			2830877	2835335	Rv2517c				2833761	2833510		1	N	
569		-			2830877	2835335	Rv2518c				2835335	2834109		1	N	
570		+			2835785	2838157	Rv2519				2835785	2837263		1	N	
570		+			2835785	2838157	Rv2521				2837684	2838157		1	Y	
571		-			2837388	2850574	Rv2520c				2837615	2837388		1	N	
571		-			2837388	2850574	Rv2522c				2839541	2838129		1	N	
571		-			2837388	2850574	Rv2523c				2839930	2839538		1	N	
571		-			2837388	2850574	Rv2524c				2849332	2840123		1	N	
571		-			2837388	2850574	Rv2525c				2850574	2849852		1	Y	
573		+			2851091	2851716	Rv2526				2851091	2851318		1	Y	
573		+			2851091	2851716	Rv2527				2851315	2851716		1	N	
574		-			2854267	2864412	Rv2530c				2854686	2854267		1	N	
574		-			2854267	2864412	Rv2530A				2854907	2854683		1	Y	
574		-			2854267	2864412	Rv2531c				2857781	2854938		1	N	
574		-			2854267	2864412	Rv2532c				2858254	2857853		1	N	
574		-			2854267	2864412	Rv2533c				2858724	2858254		1	N	
574		-			2854267	2864412	Rv2534c				2859290	2858727		1	N	
574		-			2854267	2864412	Rv2535c				2860418	2859300		1	Y	
574		-			2854267	2864412	Rv2537c				2861591	2861148		1	N	
574		-			2854267	2864412	Rv2538c				2862676	2861588		1	N	
574		-			2854267	2864412	Rv2539c				2863203	2862673		1	N	
574		-			2854267	2864412	Rv2540c				2864412	2863207		1	Y	
576		+			2864427	2869237	Rv2542				2865130	2866341		1	N	
576		+			2864427	2869237	Rv2543				2866468	2867127		1	N	
576		+			2864427	2869237	Rv2544				2867124	2867786		1	N	
576		+			2864427	2869237	Rv2545				2867783	2868061		1	N	
576		+			2864427	2869237	Rv2546				2868154	2868567		1	N	
576		+			2864427	2869237	Rv2547				2868606	2868863		1	Y	
576		+			2864427	2869237	Rv2548				2868860	2869237		1	N	
577		-			2869727	2876965	Rv2549c				2870122	2869727		1	N	
577		-			2869727	2876965	Rv2550c				2870340	2870119		1	Y	
577		-			2869727	2876965	Rv2551c				2871194	2870775		1	N	
577		-			2869727	2876965	Rv2552c				2872015	2871206		1	N	
577		-			2869727	2876965	Rv2553c				2873265	2872012		1	N	
577		-			2869727	2876965	Rv2554c				2873770	2873258		1	N	
577		-			2869727	2876965	Rv2555c				2876485	2873771		1	N	
577		-			2869727	2876965	Rv2556c				2876977	2876576		1	Y	
578		+			2877072	2878541	Rv2557				2877072	2877746		1	N	
578		+			2877072	2878541	Rv2558				2877831	2878541		1	N	
579		+			2880075	2892449	Rv2562				2881758	2882147		1	N	
579		+			2880075	2892449	Rv2563				2882290	2883339		1	Y	
579		+			2880075	2892449	Rv2564				2883342	2884334		1	N	
579		+			2880075	2892449	Rv2565				2884611	2886362		1	N	
579		+			2880075	2892449	Rv2566				2886373	2889795		1	N	
579		+			2880075	2892449	Rv2567				2889795	2892449		1	Y (1 nt leader)	
580		-			2892446	2897803	Rv2568c				2893471	2892446		1	N	
580		-			2892446	2897803	Rv2569c				2894408	2893464		1	N	
580		-			2892446	2897803	Rv2571c				2895960	2894893		1	N	
580		-			2892446	2897803	Rv2572c				2897803	2896013		1	N	
582		+			2898043	2902507	Rv2573				2897956	2898783		1	N	
582		+			2898043	2902507	Rv2574				2898806	2899309		1	Y	
582		+			2898043	2902507	Rv2575				2899339	2900220		1	N	
583		-			2904821	2906763	Rv2580c				2906092	2904821		1	N	
583		-			2904821	2906763	Rv2581c				2906763	2906089		1	Y	
584		-			2907826	2916193	Rv2583c				2910198	2907826		1	N	
584		-			2907826	2916193	Rv2584c				2910900	2910229		1	N	
584		-			2907826	2916193	Rv2585c				2912677	2911004		1	N	
584		-			2907826	2916193	Rv2586c				2914011	2912683		1	N	
584		-			2907826	2916193	Rv2587c				2915736	2914015		1	N	
584		-			2907826	2916193	Rv2588c				2916193	2915846		1	N	
585		+			2916360	2923182	Rv2589				2916360	2917709		1	N	
585		+			2916360	2923182	Rv2590				2917871	2921377		1	N	
585		+			2916360	2923182	Rv2591				2921551	2923182		1	N	
586		-			2923199	2925383	Rv2592c				2924233	2923199		1	N	
586		-			2923199	2925383	Rv2593c				2924820	2924230		1	N	
586		-			2923199	2925383	Rv2594c				2925383	2924817		1	N	
587		+			2925492	2930784	Rv2595				2925492	2925737		1	Y	
587		+			2925492	2930784	Rv2596				2925734	2926138		1	N	
587		+			2925492	2930784	Rv2597				2926355	2926975		1	N	
587		+			2925492	2930784	Rv2598				2926986	2927480		1	N	
587		+			2925492	2930784	Rv2599				2927477	2927908		1	N	
587		+			2925492	2930784	Rv2600				2927990	2928391		1	N	
587		+			2925492	2930784	Rv2601				2928388	2929959		1	N	
587		+			2925492	2930784	Rv2601A				2930070	2930357		1	Y	
587		+			2925492	2930784	Rv2602				2930344	2930784		1	N	
588		-			2930805	2934070	Rv2603c				2931560	2930805		1	N	
588		-			2930805	2934070	Rv2604c				2932289	2931693		1	N	
588		-			2930805	2934070	Rv2605c				2933142	2932297		1	N	
588		-			2930805	2934070	Rv2606c				2934070	2933171		1	N	
589		+			2934198	2936788	Rv2607				2934198	2934872		1	N	
589		+			2934198	2936788	Rv2608				2935046	2936788		1	N	
590		-			2936810	2948558	Rv2609c				2937865	2936810		1	N	
590		-			2936810	2948558	Rv2610c				2939001	2937865		1	N	
590		-			2936810	2948558	Rv2611c				2939962	2939012		1	N	
590		-			2936810	2948558	Rv2612c				2940612	2939959		1	N	
590		-			2936810	2948558	Rv2613c				2941196	2940609		1	N	
590		-			2936810	2948558	Rv2614c				2943267	2941189		1	N	
590		-			2936810	2948558	Rv2615c				2944985	2943600		1	N	
590		-			2936810	2948558	Rv2617c				2946287	2945847		1	N	
590		-			2936810	2948558	Rv2619c				2947449	2947096		1	N	
590		-			2936810	2948558	Rv2620c				2947887	2947462		1	N	
590		-			2936810	2948558	Rv2621c				2948558	2947884		1	N	
595		+			2948636	2950486	Rv2622				2948636	2949457		1	N	
595		+			2948636	2950486	Rv2623				2949593	2950486		1	N	
596		-			2950489	2954748	Rv2624c				2951307	2950489		1	N	
596		-			2950489	2954748	Rv2625c				2952503	2951322		1	N	
596		-			2950489	2954748	Rv2626c				2952993	2952562		1	N	
596		-			2950489	2954748	Rv2627c				2954748	2953507		1	N	
597		+			2955058	2958870	Rv2628				2955058	2955420		1	N	
597		+			2955058	2958870	Rv2629				2955767	2956891		1	N	
597		+			2955058	2958870	Rv2630				2956893	2957432		1	N	
597		+			2955058	2958870	Rv2631				2957572	2958870		1	N	
598		-			2958909	2962441	Rv2632c				2959190	2958909		1	N	
598		-			2958909	2962441	Rv2633c				2959820	2959335		1	N	
598		-			2958909	2962441	Rv2634c				2962441	2960105		1	N	
599		+			2962470	2964851	Rv2635				2962470	2962712		1	N	
599		+			2962470	2964851	Rv2636				2962761	2963390		1	Y	
599		+			2962470	2964851	Rv2637				2963586	2964242		1	N	
599		+			2962470	2964851	Rv2638				2964405	2964851		1	N	
600		-			2965026	2965837	Rv2639c				2965358	2965026		1	Y	
600		-			2965026	2965837	Rv2640c				2965837	2965478		1	Y	
601		+			2965939	2968406	Rv2641				2965939	2966397		1	N	
601		+			2965939	2968406	Rv2642				2966533	2966913		1	N	
601		+			2965939	2968406	Rv2643				2966910	2968406		1	N	
602		+			2970123	2973421	Rv2645				2970123	2970554		1	N	
602		+			2970123	2973421	Rv2646				2970551	2971549		1	N	
602		+			2970123	2973421	Rv2647				2971659	2972027		1	N	
602		+			2970123	2973421	Rv2648				2972160	2972486		1	N	
602		+			2970123	2973421	Rv2649				2972435	2973421		1	N	
603		-			2973795	2981576	Rv2650c				2975234	2973795		1	N	
603		-			2973795	2981576	Rv2651c				2975775	2975242		1	N	
603		-			2973795	2981576	Rv2652c				2976554	2975928		1	N	
603		-			2973795	2981576	Rv2653c				2976909	2976586		1	N	
603		-			2973795	2981576	Rv2654c				2977234	2976989		1	N	
603		-			2973795	2981576	Rv2655c				2978658	2977231		1	N	
603		-			2973795	2981576	Rv2656c				2979052	2978660		1	N	
603		-			2973795	2981576	Rv2657c				2979309	2979049		1	N	
603		-			2973795	2981576	Rv2658c				2979688	2979326		1	N	
603		-			2973795	2981576	Rv2659c				2980818	2979691		1	N	
603		-			2973795	2981576	Rv2660c				2981190	2980963		1	N	
603		-			2973795	2981576	Rv2661c				2981576	2981187		1	N	
604		+			2981482	2985753	Rv2662				2981482	2981754		1	N	
604		+			2981482	2985753	Rv2663				2981853	2982086		1	N	
604		+			2981482	2985753	Rv2664				2982097	2982351		1	N	
604		+			2981482	2985753	Rv2665				2982699	2982980		1	N	
604		+			2981482	2985753	Rv2666				2983071	2983874		1	N	
604		+			2981482	2985753	Rv2667				2983896	2984654		1	N	
604		+			2981482	2985753	Rv2668				2984733	2985254		1	N	
604		+			2981482	2985753	Rv2669				2985283	2985753		1	N	
605		+			2986839	2991116	Rv2671				2986839	2987615		1	Y	
605		+			2986839	2991116	Rv2672				2987700	2989268		1	Y	
605		+			2986839	2991116	Rv2673				2989306	2990592		1	Y	
605		+			2986839	2991116	Rv2674				2990706	2991116		1	Y	
606		-			2991184	2995062	Rv2675c				2991936	2991184		1	N	
606		-			2991184	2995062	Rv2676c				2992628	2991933		1	Y	
606		-			2991184	2995062	Rv2677c				2993992	2992634		1	N	
606		-			2991184	2995062	Rv2678c				2995062	2993989		1	Y (1 nt leader)	
607		+			2995115	2998055	Rv2679				2995115	2995945		1	Y	
607		+			2995115	2998055	Rv2680				2996003	2996737		1	Y	
607		+			2995115	2998055	Rv2681				2996739	2998055		1	N	
608		+			3000112	3003269	Rv2683				3000112	3000609		1	N	
608		+			3000112	3003269	Rv2684				3000614	3001903		1	N	
608		+			3000112	3003269	Rv2685				3001983	3003269		1	N	
609		-			3003280	3009209	Rv2686c				3004038	3003280		1	N	
609		-			3003280	3009209	Rv2687c				3004748	3004035		1	N	
609		-			3003280	3009209	Rv2688c				3005650	3004745		1	N	
609		-			3003280	3009209	Rv2689c				3007062	3005845		1	N	
609		-			3003280	3009209	Rv2690c				3009209	3007236		1	Y	
610		+			3009344	3010686	Rv2691				3009344	3010027		1	N	
610		+			3009344	3010686	Rv2692				3010024	3010686		1	N	
611		-			3010697	3011767	Rv2693c				3011368	3010697		1	N	
611		-			3010697	3011767	Rv2694c				3011767	3011399		1	N	
612		-			3012829	3016735	Rv2696c				3013608	3012829		1	N	
612		-			3012829	3016735	Rv2697c				3014147	3013683		1	Y	
612		-			3012829	3016735	Rv2699c				3014965	3014663		1	N	
612		-			3012829	3016735	Rv2701c				3016735	3015863		1	N	
613		+			3014173	3015853	Rv2698				3014173	3014658		1	Y	
613		+			3014173	3015853	Rv2700				3015203	3015853		1	Y	
615		+			3016858	3019886	Rv2702				3016858	3017655		1	N	
615		+			3016858	3019886	Rv2703				3017835	3019421		1	N	
615		+			3016858	3019886	Rv2704				3019458	3019886		1	N	
616		-			3019814	3020457	Rv2705c				3020197	3019814		1	Y	
616		-			3019814	3020457	Rv2706c				3020457	3020200		1	N	
617		+			3020573	3024257	Rv2707				3020573	3021547		1	N	
617		+			3020573	3024257	Rv2709				3021857	3022285		1	Y	
617		+			3020573	3024257	Rv2710				3022461	3023432		1	N	
617		+			3020573	3024257	Rv2711				3023565	3024257		1	N	
619		+			3025441	3029858	Rv2713				3025432	3026847		1	Y	
619		+			3025441	3029858	Rv2714				3027065	3028039		1	N	
619		+			3025441	3029858	Rv2715				3028098	3029123		1	N	
619		+			3025441	3029858	Rv2716				3029172	3029858		1	Y	
620		-			3029867	3034619	Rv2717c				3030385	3029867		1	Y	
620		-			3029867	3034619	Rv2718c				3030877	3030413		1	N	
620		-			3029867	3034619	Rv2719c				3031537	3031040		1	N	
620		-			3029867	3034619	Rv2721c				3034619	3032520		1	N	
621		+			3034635	3036102	Rv2722				3034635	3034883		1	N	
621		+			3034635	3036102	Rv2723				3034909	3036102		1	N	
622		-			3036131	3042475	Rv2724c				3037291	3036131		1	N	
622		-			3036131	3042475	Rv2725c				3038914	3037427		1	N	
622		-			3036131	3042475	Rv2726c				3039800	3038931		1	N	
622		-			3036131	3042475	Rv2727c				3040769	3039825		1	N	
622		-			3036131	3042475	Rv2728c				3041461	3040766		1	N	
622		-			3036131	3042475	Rv2729c				3042475	3041570		1	N	
623		+			3042542	3044378	Rv2730				3042542	3043018		1	N	
623		+			3042542	3044378	Rv2731				3043026	3044378		1	N	
624		-			3044375	3046524	Rv2732c				3044989	3044375		1	N	
624		-			3044375	3046524	Rv2733c				3046533	3044986		1	Y	
625		-			3047560	3053189	Rv2735c				3048552	3047560		1	N	
625		-			3047560	3053189	Rv2736c				3049086	3048562		1	N	
625		-			3047560	3053189	Rv2737c				3051424	3049052		1	N	
625		-			3047560	3053189	Rv2738c				3052000	3051806		1	Y	
625		-			3047560	3053189	Rv2739c				3053189	3052023		1	Y (1 nt leader)	
628		-			3055515	3062506	Rv2742c				3056348	3055515		1	N	
628		-			3055515	3062506	Rv2743c				3057232	3056420		1	N	
628		-			3055515	3062506	Rv2744c				3058063	3057251		1	N	
628		-			3055515	3062506	Rv2745c				3058531	3058193		1	N	
628		-			3055515	3062506	Rv2746c				3059201	3058602		1	Y	
628		-			3055515	3062506	Rv2748c				3062350	3059855		1	Y	
629		+			3062505	3064528	Rv2749				3062505	3062819		1	N	
629		+			3062505	3064528	Rv2750				3062816	3063634		1	N	
629		+			3062505	3064528	Rv2751				3063638	3064528		1	N	
630		-			3064515	3074471	Rv2752c				3066191	3064515		1	N	
630		-			3064515	3074471	Rv2753c				3067124	3066222		1	Y	
630		-			3064515	3074471	Rv2754c				3067945	3067193		1	Y	
630		-			3064515	3074471	Rv2755c				3068464	3068189		1	N	
630		-			3064515	3074471	Rv2756c				3070083	3068461		1	N	
