operon no.	locus tag	start	end	sense		in operon	strand	in_operon	P1	P2	P3	P4	TSS_type	number_of_TSS	internal 	flag	non-coding	RNA	distance_between_start_and_first_tss
603	CCNA_01041	2906226	2906360	-	CDS	n	-	n	2906023				POTENTIAL	1	n	simple	0	0	203
604	CCNA_01042	2903168	2905663	-	CDS	y	-	y	2902944				TRUE	1	n	simple	0	0	224
604	CCNA_01043	2902986	2903171	-	CDS	y	-	y	2902944				TRUE	1	n	simple	0	0	42
606	CCNA_01045	2901837	2902181	-	CDS	y	-	y	2901155				POTENTIAL	1	n	simple	0	0	682
606	CCNA_01046	2901184	2901837	-	CDS	y	-	y	2901155				POTENTIAL	1	n	simple	0	0	29
615	CCNA_01055	2886782	2888086	-	CDS	y	-	y	2883819				TRUE	1	n	simple	0	0	2963
615	CCNA_01056	2885464	2886771	-	CDS	y	-	y	2883819				TRUE	1	n	simple	0	0	1645
615	CCNA_01057	2883883	2885379	-	CDS	y	-	y	2883819				TRUE	1	n	simple	0	0	64
616	CCNA_01058	2883501	2883800	-	CDS	n	-	n	2883432				TRUE	1	n	simple	0	0	69
621	CCNA_01068	2868800	2870089	-	CDS	n	-	n	2868774				POTENTIAL	1	n	simple	0	0	26
623	CCNA_01070	2865673	2866422	-	CDS	y	-	y					NO	0	n	simple	0	0	
623	CCNA_01071	2864198	2865631	-	CDS	y	-	y					NO	0	n	simple	0	0	
624	CCNA_01072	2863869	2864024	-	CDS	n	-	n					NO	0	n	simple	0	0	
625	CCNA_01073	2863373	2863765	-	CDS	y	-	y	2863148				POTENTIAL	1	n	simple	0	0	225
625	CCNA_01074	2863176	2863313	-	CDS	y	-	y	2863148				POTENTIAL	1	n	simple	0	0	28
627	CCNA_01075	2862665	2863081	-	CDS	y	-	y	2862014				POTENTIAL	1	n	simple	0	0	651
627	CCNA_01076	2862043	2862654	-	CDS	y	-	y	2862014				POTENTIAL	1	n	simple	0	0	29
628	CCNA_01077	2859855	2861957	-	CDS	n	-	n					NO	0	n	simple	0	0	
630	CCNA_01079	2858740	2858916	-	CDS	n	-	n	2858740				POTENTIAL	1	n	simple	0	0	0
632	CCNA_01082	2856232	2857266	-	CDS	n	-	n					NO	0	n	simple	0	0	
634	CCNA_01085	2851818	2852825	-	CDS	n	-	n	2851801				TRUE	1	n	simple	0	0	17
635	CCNA_01086	2849817	2851625	-	CDS	n	-	n	2849817				POTENTIAL	1	y	complex	0	0	0
637	CCNA_01088	2848375	2848902	-	CDS	y	-	y	2845249				TRUE	1	y	complex	0	0	3126
637	CCNA_01089	2846635	2848326	-	CDS	y	-	y	2845249				TRUE	1	y	complex	0	0	1386
637	CCNA_01090	2845271	2846641	-	CDS	y	-	y	2845249				TRUE	1	y	complex	0	0	22
638	CCNA_01091	2844605	2845195	-	CDS	y	-	y					NO	0	n	simple	0	0	
638	CCNA_01092	2844249	2844551	-	CDS	y	-	y					NO	0	n	simple	0	0	
638	CCNA_01093	2843968	2844264	-	CDS	y	-	y					NO	0	n	simple	0	0	
639	CCNA_01094	2843692	2843841	-	CDS	n	-	n	2843666				TRUE	1	n	simple	0	0	26
640	CCNA_01095	2840998	2843397	-	CDS	y	-	y					NO	0	n	simple	0	0	
640	CCNA_01096	2839767	2840840	-	CDS	y	-	y					NO	0	n	simple	0	0	
641	CCNA_01097	2839162	2839518	-	CDS	y	-	y	2838864				TRUE	1	n	simple	0	0	298
641	CCNA_01098	2838946	2839146	-	CDS	y	-	y	2838864				TRUE	1	n	simple	0	0	82
642	CCNA_01099	2837634	2838824	-	CDS	y	-	y	2835620				TRUE	1	n	simple	0	0	2014
642	CCNA_01100	2835639	2837567	-	CDS	y	-	y	2835620				TRUE	1	n	simple	0	0	19
643	CCNA_01101	2834985	2835506	-	CDS	n	-	n	2834886	2834947			TRUE	multiple	n	complex	0	0	99
645	CCNA_01103	2832987	2833958	-	CDS	y	-	y	2831797				POTENTIAL	1	y	complex	0	0	1190
645	CCNA_01104	2831818	2832990	-	CDS	y	-	y	2831797				POTENTIAL	1	y	complex	0	0	21
647	CCNA_01108	2829419	2830279	-	CDS	n	-	n	2829370				TRUE	1	n	simple	0	0	49
650	CCNA_01113	2823844	2824791	-	CDS	y	-	y	2822557				POTENTIAL	1	y	complex	0	0	1287
650	CCNA_01114	2823426	2823851	-	CDS	y	-	y	2822557				POTENTIAL	1	y	complex	0	0	869
650	CCNA_01115	2822592	2823383	-	CDS	y	-	y	2822557				POTENTIAL	1	y	complex	0	0	35
652	CCNA_01117	2819735	2820625	-	CDS	n	-	n	2819714				TRUE	1	n	simple	0	0	21
655	CCNA_01120	2818609	2818740	-	CDS	n	-	n	2818559				TRUE	1	n	simple	0	0	50
659	CCNA_01124	2812547	2813590	-	CDS	n	-	n					NO	0	n	simple	0	0	
660	CCNA_01125	2811703	2812182	-	CDS	y	-	n	2811678				TRUE	1	n	simple	0	0	25
663	CCNA_01133	2804532	2805062	-	CDS	n	-	n	2804449				TRUE	1	n	simple	0	0	83
664	CCNA_01134	2803997	2804410	-	CDS	y	-	y	2802035				POTENTIAL	1	n	simple	0	0	1962
664	CCNA_01135	2803641	2803958	-	CDS	y	-	y	2802035				POTENTIAL	1	n	simple	0	0	1606
664	CCNA_01136	2802640	2803530	-	CDS	y	-	y	2802035				POTENTIAL	1	n	simple	0	0	605
664	CCNA_01137	2802062	2802583	-	CDS	y	-	y	2802035				POTENTIAL	1	n	simple	0	0	27
667	CCNA_01140	2798031	2799638	-	CDS	n	-	n	2798010				TRUE	1	n	simple	0	0	21
670	CCNA_01143	2794691	2795173	-	CDS	y	-	y					NO	0	y	complex	0	0	
670	CCNA_01144	2794269	2794661	-	CDS	y	-	y					NO	0	y	complex	0	0	
670	CCNA_01145	2792642	2794246	-	CDS	y	-	y					NO	0	y	complex	0	0	
673	CCNA_01149	2788923	2791559	-	CDS	n	-	n					NO	0	n	simple	0	0	
685	CCNA_01166	2757509	2758306	-	CDS	y	-	y					NO	0	n	simple	0	0	
685	CCNA_01167	2756346	2757509	-	CDS	y	-	y					NO	0	n	simple	0	0	
685	CCNA_01168	2755147	2756346	-	CDS	y	-	y					NO	0	n	simple	0	0	
686	CCNA_01169	2754239	2755051	-	CDS	y	-	y					NO	0	n	simple	0	0	
686	CCNA_01170	2751575	2754220	-	CDS	y	-	y					NO	0	n	simple	0	0	
689	CCNA_01173	2749420	2749749	-	CDS	y	-	y	2748295	2748378			TRUE	multiple	y	complex	0	0	1125
689	CCNA_01174	2748404	2749360	-	CDS	y	-	y	2748295	2748378			TRUE	multiple	y	complex	0	0	109
693	CCNA_01180	2741745	2743922	-	CDS	n	-	n					NO	0	n	simple	0	0	
694	CCNA_01181	2741128	2741652	-	CDS	n	-	n	2741095				POTENTIAL	1	n	simple	0	0	33
696	CCNA_01185	2738487	2738837	-	CDS	n	-	n	2738224	2738447			POTENTIAL	multiple	n	simple	0	0	263
701	CCNA_01191	2730372	2731607	-	CDS	y	-	y					NO	0	n	simple	0	0	
701	CCNA_01192	2729452	2730375	-	CDS	y	-	y					NO	0	n	simple	0	0	
701	CCNA_01193	2727641	2729470	-	CDS	y	-	y					NO	0	n	simple	0	0	
702	CCNA_01194	2724977	2727430	-	CDS	n	-	n	2724901				POTENTIAL	1	y	complex	0	0	76
703	CCNA_01195	2723801	2724826	-	CDS	n	-	n	2723801				POTENTIAL	1	n	simple	0	0	0
705	CCNA_01197	2721460	2721630	-	CDS	n	-	n					NO	0	n	simple	0	0	
707	CCNA_01200	2717196	2719451	-	CDS	n	-	n					NO	0	n	simple	0	0	
708	CCNA_01201	2716604	2717128	-	CDS	y	-	y	2714151				TRUE	1	n	simple	0	0	2453
708	CCNA_01202	2714184	2716607	-	CDS	y	-	y	2714151				TRUE	1	n	simple	0	0	33
709	CCNA_01203	2712114	2714096	-	CDS	n	-	n	2712114				TRUE	1	n	simple	0	0	0
710	CCNA_01204	2711092	2712039	-	CDS	n	-	n					NO	0	n	simple	0	0	
713	CCNA_01211	2704268	2705143	-	CDS	y	-	y	2700466				TRUE	1	n	simple	0	0	3802
713	CCNA_01212	2703210	2704364	-	CDS	y	-	y	2700466				TRUE	1	n	simple	0	0	2744
713	CCNA_01213	2702149	2703210	-	CDS	y	-	y	2700466				TRUE	1	n	simple	0	0	1683
713	CCNA_01214	2700932	2702152	-	CDS	y	-	y	2700466				TRUE	1	n	simple	0	0	466
713	CCNA_01215	2700498	2700935	-	CDS	y	-	y	2700466				TRUE	1	n	simple	0	0	32
714	CCNA_01216	2699475	2700392	-	CDS	n	-	n					NO	0	n	simple	0	0	
717	CCNA_01222	2693914	2694867	-	CDS	y	-	y	2689110				POTENTIAL	1	y	complex	0	0	4804
717	CCNA_01223	2692206	2693924	-	CDS	y	-	y	2689110				POTENTIAL	1	y	complex	0	0	3096
717	CCNA_01224	2690870	2692201	-	CDS	y	-	y	2689110				POTENTIAL	1	y	complex	0	0	1760
717	CCNA_01225	2689746	2690873	-	CDS	y	-	y	2689110				POTENTIAL	1	y	complex	0	0	636
717	CCNA_01226	2689112	2689744	-	CDS	y	-	y	2689110				POTENTIAL	1	y	complex	0	0	2
717.1	CCNA_01220	2695199	2696413	-	CDS	y	-	y	2694762	2694788			TRUE	multiple	n	complex	0	0	437
717.1	CCNA_01221	2694935	2695195	-	CDS	y	-	y	2694762	2694788			TRUE	multiple	n	complex	0	0	173
719	CCNA_01229	2685907	2687259	-	CDS	n	-	n	2685907				POTENTIAL	1	n	simple	0	0	0
721	CCNA_01232	2682692	2683171	-	CDS	y	-	y	2681747				TRUE	1	y	complex	0	0	945
721	CCNA_01233	2681769	2682677	-	CDS	y	-	y	2681747				TRUE	1	y	complex	0	0	22
724	CCNA_01236	2679598	2679831	-	CDS	y	-	y					NO	0	n	simple	0	0	
724	CCNA_01237	2679449	2679601	-	CDS	y	-	y					NO	0	n	simple	0	0	
726	CCNA_01238	2678566	2679294	-	CDS	y	-	y	2673680				TRUE	1	y	complex	0	0	4886
726	CCNA_01239	2677026	2678453	-	CDS	y	-	y	2673680				TRUE	1	y	complex	0	0	3346
726	CCNA_01240	2676265	2677029	-	CDS	y	-	y	2673680				TRUE	1	y	complex	0	0	2585
726	CCNA_01241	2675458	2676174	-	CDS	y	-	y	2673680				TRUE	1	y	complex	0	0	1778
726	CCNA_01242	2673728	2675323	-	CDS	y	-	y	2673680				TRUE	1	y	complex	0	0	48
728	CCNA_01244	2670610	2671017	-	CDS	n	-	n	2670592				TRUE	1	n	simple	0	0	18
729	CCNA_01245	2669509	2670300	-	CDS	y	-	y	2667107				TRUE	1	n	simple	0	0	2402
729	CCNA_01246	2668592	2669503	-	CDS	y	-	y	2667107				TRUE	1	n	simple	0	0	1485
729	CCNA_01247	2667138	2668574	-	CDS	y	-	y	2667107				TRUE	1	n	simple	0	0	31
731	CCNA_01252	2661650	2663749	-	CDS	n	-	n	2661416	2661469	2661595		TRUE	multiple	y	complex	0	0	234
733	CCNA_01255	2659804	2659953	-	CDS	n	-	n					NO	0	n	simple	0	0	
734	CCNA_01256	2658371	2659366	-	CDS	y	-	y	2656735				TRUE	1	n	simple	0	0	1636
734	CCNA_01257	2657418	2658374	-	CDS	y	-	y	2656735				TRUE	1	n	simple	0	0	683
734	CCNA_01258	2656759	2657421	-	CDS	y	-	y	2656735				TRUE	1	n	simple	0	0	24
738	CCNA_01264	2647669	2648163	-	CDS	n	-	n					NO	0	n	simple	0	0	
739	CCNA_01265	2647432	2647554	-	CDS	n	-	n	2647170				TRUE	1	n	simple	0	0	262
741	CCNA_01266	2646977	2647333	-	CDS	y	-	y					NO	0	y	complex	0	0	
741	CCNA_01267	2646243	2646980	-	CDS	y	-	y					NO	0	y	complex	0	0	
742	CCNA_01268	2645659	2646165	-	CDS	n	-	n	2645523	2645606			TRUE	multiple	n	complex	0	0	136
745	CCNA_01274	2641322	2642845	-	CDS	n	-	n	2641322				POTENTIAL	1	n	simple	0	0	0
747	CCNA_01278	2638049	2638537	-	CDS	y	-	y	2635973				TRUE	1	y	complex	0	0	2076
747	CCNA_01279	2637149	2637931	-	CDS	y	-	y	2635973				TRUE	1	y	complex	0	0	1176
747	CCNA_01280	2636032	2637117	-	CDS	y	-	y	2635973				TRUE	1	y	complex	0	0	59
750	CCNA_01285	2630340	2631329	-	CDS	n	-	n	2630340				TRUE	1	n	simple	0	0	0
752	CCNA_01287	2628997	2629989	-	CDS	n	-	n	2628964				TRUE	1	n	simple	0	0	33
754	CCNA_01289	2627295	2627672	-	CDS	n	-	n	2627263				TRUE	1	n	simple	0	0	32
756	CCNA_01293	2624158	2624589	-	CDS	n	-	n					NO	0	n	simple	0	0	
758	CCNA_01295	2622936	2623676	-	CDS	n	-	n	2622936				TRUE	1	n	simple	0	0	0
759	CCNA_01296	2620884	2622812	-	CDS	n	-	n	2620804	2620829			TRUE	multiple	n	complex	0	0	80
760	CCNA_01297	2619940	2620776	-	CDS	n	-	n	2619893				TRUE	1	n	simple	0	0	47
768	CCNA_01333	2596206	2596598	-	CDS	n	-	n					NO	0	n	simple	0	0	
769	CCNA_01334	2595209	2596039	-	CDS	y	-	y	2594256				POTENTIAL	1	n	simple	0	0	953
769	CCNA_01335	2594292	2595209	-	CDS	y	-	y	2594256				POTENTIAL	1	n	simple	0	0	36
779	CCNA_01351	2578974	2579702	-	CDS	y	-	y	2575014				POTENTIAL	1	y	complex	0	0	3960
779	CCNA_01352	2577342	2578973	-	CDS	y	-	y	2575014				POTENTIAL	1	y	complex	0	0	2328
779	CCNA_01353	2575050	2577077	-	CDS	y	-	y	2575014				POTENTIAL	1	y	complex	0	0	36
781	CCNA_01354	2573732	2574718	-	CDS	n	-	n					NO	0	n	simple	0	0	
786	CCNA_01365	2561216	2561734	-	CDS	n	-	n	2561178				TRUE	1	n	simple	0	0	38
787	CCNA_01366	2560686	2560910	-	CDS	n	-	n	2560686				POTENTIAL	1	n	simple	0	0	0
790	CCNA_01371	2556201	2556509	-	CDS	n	-	n	2555917	2556127			TRUE	multiple	n	complex	0	0	284
791	CCNA_01372	2555491	2556099	-	CDS	n	-	n	2555425				TRUE	1	y	complex	0	0	66
793	CCNA_01377	2550691	2550837	-	CDS	n	-	n	2550630				TRUE	1	n	simple	0	0	61
798	CCNA_01384	2540744	2542231	-	CDS	n	-	n					NO	0	n	simple	0	0	
800	CCNA_01386	2539183	2539824	-	CDS	n	-	n	2539120				TRUE	1	y	complex	0	0	63
805	CCNA_01393	2530517	2532127	-	CDS	y	-	y	2529644				TRUE	1	y	complex	0	0	873
805	CCNA_01394	2529644	2530465	-	CDS	y	-	y	2529644				TRUE	1	y	complex	0	0	0
807	CCNA_01399	2522842	2524374	-	CDS	y	-	y	2522357				TRUE	1	n	simple	0	0	485
807	CCNA_01400	2522477	2522815	-	CDS	y	-	y	2522357				TRUE	1	n	simple	0	0	120
810	CCNA_01405	2518527	2518853	-	CDS	n	-	n	2518527				TRUE	1	n	simple	0	0	0
811	CCNA_01406	2517452	2518309	-	CDS	n	-	n	2517405				TRUE	1	n	simple	0	0	47
813	CCNA_01408	2516371	2516766	-	CDS	y	-	y					NO	0	n	simple	0	0	
813	CCNA_01409	2515370	2516374	-	CDS	y	-	y					NO	0	n	simple	0	0	
813	CCNA_01410	2513812	2515311	-	CDS	y	-	y					NO	0	n	simple	0	0	
817	CCNA_01418	2506372	2506818	-	CDS	n	-	n	2506315				TRUE	1	n	simple	0	0	57
821	CCNA_01426	2498738	2499292	-	CDS	n	-	n	2498688	2498699			TRUE	multiple	n	complex	0	0	50
822	CCNA_01427	2497990	2498472	-	CDS	n	-	n	2497913	2497971			TRUE	multiple	n	complex	0	0	77
827	CCNA_01435	2493170	2493421	-	CDS	y	-	y	2492897				TRUE	1	n	simple	0	0	273
827	CCNA_01437	2492922	2493173	-	CDS	y	-	y	2492897				TRUE	1	n	simple	0	0	25
831	CCNA_01439	2490299	2491699	-	CDS	n	-	n	2490275				POTENTIAL	1	n	simple	0	0	24
833	CCNA_01443	2487429	2488061	-	CDS	y	-	y	2485257				TRUE	1	n	simple	0	0	2172
833	CCNA_01444	2485323	2487341	-	CDS	y	-	y	2485257				TRUE	1	n	simple	0	0	66
844	CCNA_01462	2472461	2473636	-	CDS	n	-	n					NO	0	n	simple	0	0	
845	CCNA_01463	2471154	2472263	-	CDS	n	-	n	2470974				TRUE	1	n	simple	0	0	180
846	CCNA_01464	2470547	2470864	-	CDS	n	-	n	2470526				TRUE	1	n	simple	0	0	21
848	CCNA_01466	2468341	2468607	-	CDS	n	-	n					NO	0	n	simple	0	0	
852	CCNA_01478	2456586	2457332	-	CDS	n	-	n	2456529				TRUE	1	n	simple	0	0	57
856	CCNA_01485	2450258	2451394	-	CDS	y	-	y	2449181				TRUE	1	n	simple	0	0	1077
856	CCNA_01486	2449207	2450217	-	CDS	y	-	y	2449181				TRUE	1	n	simple	0	0	26
861	CCNA_01491	2441771	2442931	-	CDS	y	-	y					NO	0	y	complex	0	0	
861	CCNA_01492	2440889	2441746	-	CDS	y	-	y					NO	0	y	complex	0	0	
861	CCNA_01493	2439817	2440815	-	CDS	y	-	y					NO	0	y	complex	0	0	
862	CCNA_01494	2438399	2439640	-	CDS	y	-	y					NO	0	n	simple	0	0	
862	CCNA_01495	2436904	2438355	-	CDS	y	-	y					NO	0	n	simple	0	0	
867	CCNA_01501	2430663	2431043	-	CDS	y	-	y					NO	0	n	simple	0	0	
867	CCNA_01503	2429584	2430666	-	CDS	y	-	y					NO	0	n	simple	0	0	
868	CCNA_01504	2426536	2428632	-	CDS	y	-	y	2426052				POTENTIAL	1	n	simple	0	0	484
868	CCNA_01505	2426191	2426493	-	CDS	y	-	y	2426052				POTENTIAL	1	n	simple	0	0	139
869	CCNA_01506	2425385	2426125	-	CDS	y	-	y					NO	0	n	simple	0	0	
869	CCNA_01507	2424729	2425388	-	CDS	y	-	y					NO	0	n	simple	0	0	
869	CCNA_01508	2423939	2424724	-	CDS	y	-	y					NO	0	n	simple	0	0	
870	CCNA_01509	2422716	2423831	-	CDS	n	-	n	2422655				TRUE	1	n	simple	0	0	61
876	CCNA_01521	2412472	2413287	-	CDS	n	-	n	2412447				TRUE	1	n	simple	0	0	25
877	CCNA_01522	2411504	2412373	-	CDS	n	-	n	2411454				TRUE	1	n	simple	0	0	50
878	CCNA_01523	2410814	2411395	-	CDS	y	-	y	2408838				TRUE	1	n	simple	0	0	1976
878	CCNA_01524	2408863	2410653	-	CDS	y	-	y	2408838				TRUE	1	n	simple	0	0	25
886	CCNA_01537	2397040	2397576	-	CDS	n	-	n					NO	0	n	simple	0	0	
888	CCNA_01539	2392774	2393472	-	CDS	n	-	n	2392727				TRUE	1	n	simple	0	0	47
891	CCNA_01542	2389475	2391745	-	CDS	n	-	n					NO	0	n	simple	0	0	
892	CCNA_01543	2388045	2389385	-	CDS	n	-	n	2388013				TRUE	1	n	simple	0	0	32
894	CCNA_01546	2384353	2386578	-	CDS	n	-	n					NO	0	n	simple	0	0	
896	CCNA_01549	2378649	2380556	-	CDS	y	-	y	2377610				TRUE	1	y	complex	0	0	1039
896	CCNA_01550	2377669	2378649	-	CDS	y	-	y	2377610				TRUE	1	y	complex	0	0	59
900	CCNA_01554	2372391	2373839	-	CDS	y	-	y	2370682				TRUE	1	n	simple	0	0	1709
900	CCNA_01555	2370796	2372304	-	CDS	y	-	y	2370682				TRUE	1	n	simple	0	0	114
905	CCNA_01566	2359623	2359934	-	CDS	n	-	n	2359601				POTENTIAL	1	n	simple	0	0	22
910	CCNA_01571	2353833	2354246	-	CDS	y	-	y	2352812				POTENTIAL	1	n	simple	0	0	1021
910	CCNA_01572	2353162	2353836	-	CDS	y	-	y	2352812				POTENTIAL	1	n	simple	0	0	350
910	CCNA_01573	2352812	2353165	-	CDS	y	-	y	2352812				POTENTIAL	1	n	simple	0	0	0
912	CCNA_01575	2350736	2351962	-	CDS	n	-	n	2350505				TRUE	1	n	simple	0	0	231
913	CCNA_01576	2349326	2350621	-	CDS	y	-	y					NO	0	y	complex	0	0	
913	CCNA_01577	2348480	2349298	-	CDS	y	-	y					NO	0	y	complex	0	0	
919	CCNA_01583	2343369	2344409	-	CDS	n	-	n	2343319				TRUE	1	n	simple	0	0	50
920	CCNA_01584	2340860	2343244	-	CDS	n	-	n					NO	0	n	simple	0	0	
921	CCNA_01585	2338493	2340574	-	CDS	n	-	n	2338420				TRUE	1	n	simple	0	0	73
923	CCNA_01589	2333682	2334818	-	CDS	n	-	n	2333669				POTENTIAL	1	n	simple	0	0	13
926	CCNA_01593	2328099	2329910	-	CDS	n	-	n	2328099				TRUE	1	n	simple	0	0	0
927	CCNA_01594	2327029	2327895	-	CDS	y	-	y	2324035				POTENTIAL	1	n	simple	0	0	2994
927	CCNA_01595	2326495	2326989	-	CDS	y	-	y	2324035				POTENTIAL	1	n	simple	0	0	2460
927	CCNA_01596	2324035	2326452	-	CDS	y	-	y	2324035				POTENTIAL	1	n	simple	0	0	0
928	CCNA_01597	2323702	2323947	-	CDS	n	-	n	2323688				TRUE	1	n	simple	0	0	14
930	CCNA_01599	2321827	2322003	-	CDS	y	-	y					NO	0	n	simple	0	0	
930	CCNA_01600	2320913	2321821	-	CDS	y	-	y					NO	0	n	simple	0	0	
933	CCNA_01603	2318434	2319636	-	CDS	n	-	n	2318379				TRUE	1	n	simple	0	0	55
933.5	CCNA_03956	2197503	2197688	-	CDS	n	-	n	2197433				TRUE	1	n	simple	0	0	70
936	CCNA_01605	2317041	2317580	-	CDS	y	-	y					NO	0	n	simple	0	0	
936	CCNA_01606	2316368	2317030	-	CDS	y	-	y					NO	0	n	simple	0	0	
938	CCNA_01608	2314793	2315467	-	CDS	n	-	n	2314793				POTENTIAL	1	n	simple	0	0	0
945	CCNA_01618	2302515	2303192	-	CDS	y	-	y	2301841				TRUE	1	n	simple	0	0	674
945	CCNA_01619	2301916	2302512	-	CDS	y	-	y	2301841				TRUE	1	n	simple	0	0	75
947	CCNA_01623	2297997	2298416	-	CDS	n	-	n	2297997				TRUE	1	n	simple	0	0	0
949	CCNA_01625	2295541	2297160	-	CDS	n	-	n	2295515				TRUE	1	n	simple	0	0	26
952	CCNA_01632	2291444	2291905	-	CDS	y	-	n	2291342				TRUE	1	n	simple	0	0	102
955	CCNA_01643	2278375	2279214	-	CDS	n	-	n	2278184				TRUE	1	n	simple	0	0	191
956	CCNA_01644	2277378	2278274	-	CDS	n	-	n	2277355				TRUE	1	y	complex	0	0	23
958	CCNA_01646	2275747	2276406	-	CDS	y	-	y	2274574				TRUE	1	n	simple	0	0	1173
958	CCNA_01647	2274596	2275750	-	CDS	y	-	y	2274574				TRUE	1	n	simple	0	0	22
960	CCNA_01650	2271751	2272275	-	CDS	n	-	n	2271686				POTENTIAL	1	n	simple	0	0	65
964	CCNA_01656	2264810	2265787	-	CDS	y	-	y					NO	0	n	simple	0	0	
964	CCNA_01657	2264124	2264768	-	CDS	y	-	y					NO	0	n	simple	0	0	
966	CCNA_01660	2261019	2261711	-	CDS	n	-	n	2260995				TRUE	1	n	simple	0	0	24
972	CCNA_01672	2247924	2248901	-	CDS	y	-	y	2245327	2245398			TRUE	multiple	n	complex	0	0	2597
972	CCNA_01673	2246965	2247912	-	CDS	y	-	y	2245327	2245398			TRUE	multiple	n	complex	0	0	1638
972	CCNA_01674	2245448	2246968	-	CDS	y	-	y	2245327	2245398			TRUE	multiple	n	complex	0	0	121
975	CCNA_01682	2232638	2233576	-	CDS	n	-	n	2232556	2232572			TRUE	multiple	n	complex	0	0	82
977	CCNA_01684	2230580	2231464	-	CDS	n	-	n	2230580				TRUE	1	n	simple	0	0	0
978	CCNA_01685	2230086	2230415	-	CDS	n	-	n	2230057				TRUE	1	n	simple	0	0	29
982	CCNA_01693	2221220	2222116	-	CDS	y	-	y					NO	0	n	simple	0	0	
982	CCNA_01694	2219272	2221206	-	CDS	y	-	y					NO	0	n	simple	0	0	
982	CCNA_01695	2216341	2219253	-	CDS	y	-	y					NO	0	n	simple	0	0	
983	CCNA_01696	2214460	2216136	-	CDS	n	-	n					NO	0	n	simple	0	0	
986	CCNA_01699	2211410	2212417	-	CDS	n	-	n					NO	0	n	simple	0	0	
988	CCNA_01705	2205364	2206209	-	CDS	n	-	n	2205334				TRUE	1	n	simple	0	0	30
991	CCNA_01709	2201856	2202185	-	CDS	y	-	y					NO	0	n	simple	0	0	
991	CCNA_01710	2200324	2201853	-	CDS	y	-	y					NO	0	n	simple	0	0	
992	CCNA_01711	2198675	2200150	-	CDS	y	-	y	2198302				TRUE	1	n	simple	0	0	373
992	CCNA_01712	2198302	2198685	-	CDS	y	-	y	2198302				TRUE	1	n	simple	0	0	0
997	CCNA_01727	2186696	2188201	-	CDS	n	-	n	2186666				TRUE	1	n	simple	0	0	30
998	CCNA_01728	2185755	2186510	-	CDS	y	-	y					NO	0	y	complex	0	0	
998	CCNA_01729	2184693	2185706	-	CDS	y	-	y					NO	0	y	complex	0	0	
998	CCNA_01730	2183171	2184673	-	CDS	y	-	y					NO	0	y	complex	0	0	
998	CCNA_01731	2182557	2183174	-	CDS	y	-	y					NO	0	y	complex	0	0	
998	CCNA_01732	2181178	2182560	-	CDS	y	-	y					NO	0	y	complex	0	0	
998	CCNA_01733	2180010	2181104	-	CDS	y	-	y					NO	0	y	complex	0	0	
998	CCNA_01734	2179284	2179970	-	CDS	y	-	y					NO	0	y	complex	0	0	
998	CCNA_01735	2178741	2179226	-	CDS	y	-	y					NO	0	y	complex	0	0	
1000	CCNA_01737	2176506	2178029	-	CDS	n	-	n					NO	0	y	complex	0	0	
1001	CCNA_01738	2173867	2176296	-	CDS	n	-	n	2173786				TRUE	1	n	simple	0	0	81
1002	CCNA_01739	2173078	2173662	-	CDS	y	-	y	2172261				TRUE	1	n	simple	0	0	817
1002	CCNA_01740	2172786	2173064	-	CDS	y	-	y	2172261				TRUE	1	n	simple	0	0	525
1002	CCNA_01741	2172391	2172771	-	CDS	y	-	y	2172261				TRUE	1	n	simple	0	0	130
1004	CCNA_01743	2170679	2171488	-	CDS	n	-	n					NO	0	n	simple	0	0	
1005	CCNA_01744	2169493	2170605	-	CDS	n	-	n					NO	0	n	simple	0	0	
1006	CCNA_01745	2168888	2169421	-	CDS	n	-	n	2168849				POTENTIAL	1	n	simple	0	0	39
1010	CCNA_01754	2161258	2161563	-	CDS	n	-	n					NO	0	y	complex	0	0	
1011	CCNA_01755	2159493	2161145	-	CDS	n	-	n	2159257				POTENTIAL	1	n	simple	0	0	236
1012	CCNA_01756	2159276	2159395	-	CDS	n	-	n	2159257				POTENTIAL	1	n	simple	0	0	19
1013	CCNA_01757	2158382	2159212	-	CDS	y	-	y	2155815				TRUE	1	n	simple	0	0	2567
1013	CCNA_01758	2157336	2158337	-	CDS	y	-	y	2155815				TRUE	1	n	simple	0	0	1521
1013	CCNA_01759	2155990	2157339	-	CDS	y	-	y	2155815				TRUE	1	n	simple	0	0	175
1014	CCNA_01760	2153394	2155823	-	CDS	y	-	y					NO	0	y	complex	0	0	
1014	CCNA_01761	2152295	2153401	-	CDS	y	-	y					NO	0	y	complex	0	0	
1014	CCNA_01762	2151159	2152298	-	CDS	y	-	y					NO	0	y	complex	0	0	
1017	CCNA_01766	2147702	2148487	-	CDS	n	-	n	2147668				TRUE	1	n	simple	0	0	34
1019	CCNA_01768	2146698	2147096	-	CDS	y	-	y	2144715				POTENTIAL	1	y	complex	0	0	1983
1019	CCNA_01769	2144755	2146620	-	CDS	y	-	y	2144715				POTENTIAL	1	y	complex	0	0	40
1021	CCNA_01771	2144000	2144242	-	CDS	n	-	n					NO	0	n	simple	0	0	
1023	CCNA_01773	2142904	2143521	-	CDS	n	-	n	2142904				TRUE	1	n	simple	0	0	0
1024	CCNA_01774	2142244	2142825	-	CDS	y	-	y	2140952				TRUE	1	n	simple	0	0	1292
