operon_no.	start_gene	last_gene	start_position	last_position	strand	in_operon	changed
1838	CCNA_03131	CCNA_03133	3280062	3281524	-	y	0
1842	CCNA_03139	CCNA_03139	3288469	3290322	-	n	0
1844	CCNA_03142	CCNA_03142	3292250	3294208	-	n	0
1845	CCNA_03143	CCNA_03143	3294602	3296371	-	n	0
1846	CCNA_03144	CCNA_03144	3296493	3298424	-	n	0
1851	CCNA_03150	CCNA_03150	3306126	3306284	-	n	0
1857	CCNA_03160	CCNA_03160	3316096	3316611	-	n	0
1859	CCNA_03162	CCNA_03163	3317963	3320395	-	y	0
1861	CCNA_03165	CCNA_03165	3323565	3324974	-	n	0
1863	CCNA_03167	CCNA_03167	3325776	3326630	-	n	0
1864	CCNA_03168	CCNA_03168	3326871	3327722	-	n	0
1866	CCNA_03170	CCNA_03172	3328757	3332722	-	y	0
1868	CCNA_03175	CCNA_03178	3334806	3338066	-	y	0
1871	CCNA_03180	CCNA_03180	3339416	3340147	-	n	0
1873	CCNA_03184	CCNA_03184	3344054	3345748	-	n	0
1873.1	CCNA_03182	CCNA_03183	3341862	3343900	-	y	0
1875	CCNA_03186	CCNA_03186	3346487	3347602	-	n	0
1878	CCNA_03191	CCNA_03191	3351427	3353673	-	n	0
1879	CCNA_03192	CCNA_03194	3353828	3355417	-	y	0
1881	CCNA_03196	CCNA_03196	3356661	3356855	-	n	0
1883	CCNA_03198	CCNA_03198	3357782	3358591	-	n	0
1884	CCNA_03199	CCNA_03199	3358667	3359806	-	n	0
1885	CCNA_03200	CCNA_03200	3359910	3361634	-	n	0
1886	CCNA_03201	CCNA_03201	3361732	3363018	-	n	0
1887	CCNA_03202	CCNA_03202	3363139	3363765	-	n	0
1892	CCNA_03208	CCNA_03209	3370723	3372908	-	y	0
1894	CCNA_03211	CCNA_03212	3374076	3375323	-	y	0
1896	CCNA_03214	CCNA_03214	3375756	3376166	-	n	0
1898	CCNA_03216	CCNA_03216	3377577	3377777	-	n	0
1899	CCNA_03217	CCNA_03217	3377955	3378587	-	n	0
1902	CCNA_03224	CCNA_03224	3386717	3386956	-	n	0
1903	CCNA_03225	CCNA_03227	3387075	3392125	-	y	0
1905	CCNA_03228	CCNA_03988	3392256	3397646	-	y	0
1906	CCNA_03233	CCNA_03241	3397643	3407138	-	y	0
1907	CCNA_03242	CCNA_03244	3407266	3410946	-	y	0
1909	CCNA_03246	CCNA_03246	3412371	3413435	-	n	0
1916	CCNA_03255	CCNA_03255	3426607	3427053	-	n	0
1919	CCNA_03259	CCNA_03262	3429300	3431492	-	y	0
1923	CCNA_03266	CCNA_03266	3436670	3436996	-	n	0
1925	CCNA_03268	CCNA_03268	3437828	3438181	-	n	0
1928	CCNA_03271	CCNA_03271	3439382	3440587	-	n	0
1929	CCNA_03274	CCNA_03275	3442639	3442846	-	y	0
1931	CCNA_03277	CCNA_03277	3443992	3445041	-	n	0
1932	CCNA_03278	CCNA_03278	3445147	3446265	-	n	0
1933	CCNA_03279	CCNA_03279	3446411	3447247	-	n	0
1934	CCNA_03280	CCNA_03280	3447503	3450943	-	n	0
1937	CCNA_03283	CCNA_03283	3452702	3453721	-	n	0
1940	CCNA_03286	CCNA_03287	3455888	3456741	-	y	0
1942	CCNA_03290	CCNA_03291	3457415	3458947	-	y	0
1943	CCNA_03292	CCNA_03293	3459075	3462811	-	y	0
1944	CCNA_03294	CCNA_03294	3463221	3464447	-	n	0
1947	CCNA_03298	CCNA_03298	3469206	3472583	-	n	0
1949	CCNA_03302	CCNA_03302	3478474	3479457	-	n	0
1950	CCNA_03303	CCNA_03306	3479680	3484041	-	y	0
1952	CCNA_03310	CCNA_03311	3486449	3487334	-	y	0
1954	CCNA_03313	CCNA_03313	3487939	3488355	-	n	0
1958	CCNA_03317	CCNA_03317	3492997	3496248	-	n	0
1959	CCNA_03318	CCNA_03318	3496374	3497750	-	n	0
1960	CCNA_03319	CCNA_03319	3497932	3498732	-	n	0
1962	CCNA_03321	CCNA_03325	3502114	3506512	-	y	0
1970	CCNA_03342	CCNA_03346	3522887	3526355	-	y	0
1970.1	CCNA_03338	CCNA_03341	3519403	3522772	-	y	0
1970.2	CCNA_03335	CCNA_03337	3516491	3519206	-	y	0
1970.3	CCNA_03328	CCNA_03334	3509078	3516394	-	y	0
1973	CCNA_03349	CCNA_03349	3528978	3529166	-	n	0
1975	CCNA_03351	CCNA_03351	3529418	3530380	-	n	0
1976	CCNA_03352	CCNA_03352	3530448	3531203	-	n	0
1977	CCNA_03353	CCNA_03354	3531298	3532797	-	y	0
1978	CCNA_03355	CCNA_03355	3533132	3535117	-	n	0
1979	CCNA_03356	CCNA_03357	3535187	3535900	-	y	0
1981	CCNA_03273	CCNA_03362	3540642	3541812	-	y	0
1986	CCNA_03369	CCNA_03369	3545467	3546042	-	n	0
1988	CCNA_03372	CCNA_03372	3547357	3547542	-	n	0
1988.1	CCNA_03371	CCNA_03371	3546725	3547204	-	n	0
1991	CCNA_03375	CCNA_03377	3548806	3550669	-	y	0
1993	CCNA_03379	CCNA_03380	3551638	3552536	-	y	0
1995	CCNA_03383	CCNA_03383	3555235	3557088	-	n	0
1997	CCNA_03385	CCNA_03385	3557646	3558134	-	n	0
1999	CCNA_03387	CCNA_03389	3560500	3562923	-	y	0
2001	CCNA_03392	CCNA_03393	3563760	3565342	-	y	0
2005	CCNA_03397	CCNA_03399	3568610	3569994	-	y	0
2007	CCNA_03401	CCNA_03401	3570378	3571091	-	n	0
2008	CCNA_03402	CCNA_03402	3571232	3572206	-	n	0
2011	CCNA_03405	CCNA_03405	3573190	3573867	-	n	0
2013	CCNA_03407	CCNA_03410	3574358	3578569	-	y	0
2014	CCNA_03412	CCNA_03414	3579405	3582355	-	y	0
2015	CCNA_03415	CCNA_03415	3582474	3582704	-	n	0
2016	CCNA_03416	CCNA_03416	3582768	3583769	-	n	0
2017	CCNA_03417	CCNA_03418	3583841	3585241	-	y	0
2019	CCNA_03421	CCNA_03423	3586537	3590120	-	y	0
2021	CCNA_03426	CCNA_03426	3591851	3592315	-	n	0
2023	CCNA_03907	CCNA_03428	3592612	3593264	-	y	0
2024	CCNA_03429	CCNA_03430	3593366	3594108	-	y	0
2026	CCNA_03432	CCNA_03432	3595609	3596454	-	n	0
2029	CCNA_03437	CCNA_03438	3602289	3603162	-	y	0
2030	CCNA_03439	CCNA_03439	3603264	3603389	-	n	0
2031	CCNA_03440	CCNA_03443	3603496	3605787	-	y	0
2034	CCNA_03446	CCNA_03446	3611128	3612993	-	n	0
2035	CCNA_03447	CCNA_03449	3613084	3615472	-	y	0
2038	CCNA_03452	CCNA_03453	3616454	3617341	-	y	0
2042	CCNA_03457	CCNA_03992	3620488	3621718	-	y	0
2044	CCNA_03460	CCNA_03461	3623648	3624564	-	y	0
2045	CCNA_03462	CCNA_03465	3624696	3629250	-	y	0
2047	CCNA_03467	CCNA_03467	3630434	3632938	-	n	0
2052	CCNA_03473	CCNA_03474	3639149	3639765	-	y	0
2054	CCNA_03477	CCNA_03477	3641243	3641656	-	n	0
2056	CCNA_03479	CCNA_03479	3642812	3643258	-	n	0
2058	CCNA_03482	CCNA_03483	3644815	3646517	-	y	0
2059	CCNA_03484	CCNA_03486	3646621	3648524	-	y	0
2061	CCNA_03488	CCNA_03488	3648911	3649450	-	n	0
2062	CCNA_03489	CCNA_03489	3649563	3650528	-	n	0
2063	CCNA_03490	CCNA_03491	3650597	3651653	-	y	0
2064	CCNA_03492	CCNA_03492	3651718	3652485	-	n	0
2065	CCNA_03493	CCNA_03495	3652689	3655060	-	y	0
2066	CCNA_03496	CCNA_03496	3655158	3655925	-	n	0
2068	CCNA_03500	CCNA_03503	3657155	3661454	-	y	0
2070	CCNA_03505	CCNA_03505	3663479	3663961	-	n	0
2072	CCNA_03507	CCNA_03512	3664746	3670800	-	y	0
2073	CCNA_03514	CCNA_03518	3671916	3676443	-	y	0
2073.1	CCNA_03513	CCNA_03513	3670974	3671846	-	n	0
2076	CCNA_03523	CCNA_03523	3680336	3680833	-	n	0
2077	CCNA_03524	CCNA_03525	3681121	3683352	-	y	0
2079	CCNA_03527	CCNA_03527	3683461	3684822	-	n	0
2080	CCNA_03528	CCNA_03528	3684965	3685681	-	n	0
2082	CCNA_03530	CCNA_03530	3686586	3686966	-	n	0
2083	CCNA_03531	CCNA_03531	3687031	3688545	-	n	0
2085	CCNA_03533	CCNA_03533	3690375	3692168	-	n	0
2088	CCNA_03538	CCNA_03538	3696150	3697019	-	n	0
2091	CCNA_03549	CCNA_03549	3705742	3708144	-	n	0
2094	CCNA_03556	CCNA_03556	3712655	3712975	-	n	0
2095	CCNA_03557	CCNA_03557	3713085	3713810	-	n	0
2096	CCNA_03558	CCNA_03563	3714018	3719245	-	y	0
2097	CCNA_03564	CCNA_03564	3719438	3719677	-	n	0
2098	CCNA_03565	CCNA_03565	3719831	3720154	-	n	0
2100.5	CCNA_03994	CCNA_03994	3725054	3725227	-	n	0
2101	CCNA_03573	CCNA_03573	3725877	3727622	-	n	0
2102	CCNA_03574	CCNA_03574	3727740	3730142	-	n	0
2104	CCNA_03576	CCNA_03576	3731648	3731929	-	n	0
2105	CCNA_03577	CCNA_03577	3731993	3734884	-	n	0
2107	CCNA_03580	CCNA_03580	3737442	3737900	-	n	0
2109	CCNA_03582	CCNA_03583	3738874	3739859	-	y	0
2111	CCNA_03587	CCNA_03587	3742020	3742163	-	n	0
2112	CCNA_03588	CCNA_03590	3742253	3744746	-	y	0
2114	CCNA_03592	CCNA_03592	3745966	3746511	-	n	0
2115	CCNA_03593	CCNA_03593	3746642	3747769	-	n	0
2117	CCNA_03595	CCNA_03597	3748634	3750126	-	y	0
2123	CCNA_03604	CCNA_03607	3758872	3762239	-	y	0
2124	CCNA_03609	CCNA_03609	3762727	3763932	-	n	0
2126	CCNA_03610	CCNA_03612	3764334	3767276	-	y	0
2130	CCNA_03620	CCNA_03620	3775675	3776478	-	n	0
2131	CCNA_03621	CCNA_03621	3776537	3777382	-	n	0
2133	CCNA_03624	CCNA_03624	3779178	3780188	-	n	0
2135	CCNA_03626	CCNA_03628	3781650	3785231	-	y	0
2136	CCNA_03629	CCNA_03630	3785533	3786790	-	y	0
2139	CCNA_03634	CCNA_03634	3788397	3788990	-	n	0
2140	CCNA_03996	CCNA_03635	3789044	3789477	-	y	0
2141	CCNA_03636	CCNA_03636	3789689	3790714	-	n	0
2144	CCNA_03639	CCNA_03644	3798508	3803645	-	y	0
2145	CCNA_03645	CCNA_03646	3803817	3805532	-	y	0
2147	CCNA_03655	CCNA_03660	3816172	3821492	-	y	0
2148	CCNA_03661	CCNA_03661	3821590	3821715	-	n	0
2149	CCNA_03662	CCNA_03663	3822013	3824760	-	y	0
2152	CCNA_03668	CCNA_03668	3829789	3829977	-	n	0
2153	CCNA_03669	CCNA_03669	3830389	3830733	-	n	0
2155	CCNA_03672	CCNA_03672	3832546	3833166	-	n	0
2156	CCNA_03673	CCNA_03674	3833388	3834130	-	y	0
2158	CCNA_03677	CCNA_03677	3836597	3837808	-	n	0
2160	CCNA_03679	CCNA_03681	3838736	3843646	-	y	0
2162	CCNA_03685	CCNA_03686	3846049	3853318	-	y	0
2163	CCNA_03687	CCNA_03688	3853392	3854765	-	y	0
2165	CCNA_03690	CCNA_03690	3856093	3856797	-	n	0
2165.1	CCNA_03691	CCNA_03691	3856964	3857842	-	n	0
2168	CCNA_03693	CCNA_03693	3859081	3859836	-	n	0
2173	CCNA_03700	CCNA_03700	3868697	3869116	-	n	0
2174	CCNA_03701	CCNA_03701	3869198	3869488	-	n	0
2175	CCNA_03703	CCNA_03704	3871549	3873636	-	y	0
2175.1	CCNA_03702	CCNA_03702	3869691	3871400	-	n	0
2179	CCNA_03708	CCNA_03709	3875483	3876276	-	y	0
2180	CCNA_03710	CCNA_03711	3876441	3877617	-	y	0
2181	CCNA_03714	CCNA_03715	3879977	3881304	-	y	0
2181.1	CCNA_03712	CCNA_03713	3877681	3879838	-	y	0
2181.5	CCNA_03716	CCNA_03717	3881363	3882609	-	y	0
2183	CCNA_03719	CCNA_03719	3884181	3884981	-	n	0
2186	CCNA_03723	CCNA_03723	3891390	3891827	-	n	0
2189	CCNA_03726	CCNA_03726	3894358	3895518	-	n	0
2191	CCNA_03728	CCNA_03728	3896761	3897006	-	n	0
2192	CCNA_03729	CCNA_03729	3897144	3897797	-	n	0
2193	CCNA_03730	CCNA_03731	3897870	3899293	-	y	0
2195	CCNA_03733	CCNA_03733	3900536	3901846	-	n	0
2196	CCNA_03734	CCNA_03734	3901941	3903977	-	n	0
2200	CCNA_03739	CCNA_03740	3909131	3910591	-	y	0
2201	CCNA_03741	CCNA_03741	3910659	3911783	-	n	0
2203	CCNA_03743	CCNA_03744	3912262	3914687	-	y	0
2204	CCNA_03745	CCNA_03745	3914761	3915603	-	n	0
2206	CCNA_03747	CCNA_03747	3917092	3918117	-	n	0
2209	CCNA_03751	CCNA_03751	3921045	3921557	-	n	0
2211	CCNA_03753	CCNA_03754	3922579	3924376	-	y	0
2212	CCNA_03755	CCNA_03757	3924496	3928056	-	y	0
2214	CCNA_03759	CCNA_03759	3929285	3930313	-	n	0
2217	CCNA_03763	CCNA_03763	3931762	3932676	-	n	0
2219	CCNA_03765	CCNA_03768	3933616	3936891	-	y	0
2220	CCNA_03769	CCNA_03770	3937233	3938833	-	y	0
2223	CCNA_03773	CCNA_03774	3940458	3942390	-	y	0
2225	CCNA_03776	CCNA_03777	3942909	3944514	-	y	0
2227	CCNA_03779	CCNA_03779	3945554	3945886	-	n	0
2228	CCNA_03780	CCNA_03780	3946415	3947149	-	n	0
2229	CCNA_03781	CCNA_03781	3947320	3950007	-	n	0
2231	CCNA_03784	CCNA_03784	3951525	3952418	-	n	0
2233	CCNA_03789	CCNA_03789	3954823	3955206	-	n	0
2235	CCNA_03791	CCNA_03791	3955605	3956165	-	n	0
2236	CCNA_03792	CCNA_03793	3956266	3957831	-	y	0
2240	CCNA_03797	CCNA_03800	3960736	3964194	-	y	0
2243	CCNA_03804	CCNA_03805	3969955	3970834	-	y	0
2245	CCNA_03811	CCNA_03811	3974785	3975687	-	n	0
2248	CCNA_03814	CCNA_03814	3978070	3978591	-	n	0
2249	CCNA_03815	CCNA_03815	3978651	3979619	-	n	0
2250	CCNA_03816	CCNA_03816	3979685	3981811	-	n	0
2252	CCNA_03818	CCNA_03818	3982782	3983132	-	n	0
2255	CCNA_03822	CCNA_03822	3988188	3989051	-	n	0
2258	CCNA_03825	CCNA_03826	3991412	3992325	-	y	0
2260	CCNA_03829	CCNA_03829	3994195	3994335	-	n	0
2262	CCNA_03834	CCNA_03836	3998875	4002472	-	y	0
2262.1	CCNA_03833	CCNA_03833	3997994	3998809	-	n	0
2263	CCNA_03837	CCNA_03837	4002543	4003088	-	n	0
2266	CCNA_03840	CCNA_03842	4006251	4009598	-	y	0
2268	CCNA_03845	CCNA_03846	4011623	4013048	-	y	0
2270	CCNA_03848	CCNA_03848	4013963	4014820	-	n	0
2272	CCNA_03855	CCNA_03857	4019207	4021567	-	y	0
2274	CCNA_03859	CCNA_03859	4022266	4022952	-	n	0
2276	CCNA_03861	CCNA_03861	4023532	4024185	-	n	0
2278	CCNA_03863	CCNA_03863	4024825	4025235	-	n	0
2280	CCNA_03872	CCNA_03873	4034962	4036564	-	y	0
2280.1	CCNA_03868	CCNA_03871	4030549	4034791	-	y	0
2282	CCNA_03876	CCNA_03876	4038433	4039866	-	n	0
2283	CCNA_03877	CCNA_03879	4040125	4042684	-	y	0
2288	CCNA_00579	CCNA_00580	604210	609290	-	y	0
2291	CCNA_01516	CCNA_03892	1625780	1628183	-	y	0
2294	CCNA_03469	CCNA_03909	3635003	3637524	-	y	0
2325	CCNA_01272	CCNA_01273	1399011	1399908	-	y	0
2363	CCNA_03912	CCNA_03912	35047	35667	-	n	0
2365	CCNA_03914	CCNA_03914	68179	68196	-	n	0
2367	CCNA_03917	CCNA_03917	256240	256344	-	n	0
2371	CCNA_03923	CCNA_03923	560907	560972	-	n	0
2372	CCNA_03886	CCNA_03886	609287	611065	-	n	0
2374	CCNA_03925	CCNA_03925	667900	668223	-	n	0
2376	CCNA_03927	CCNA_03927	770798	771094	-	n	0
2377	CCNA_03928	CCNA_03928	771136	771327	-	n	0
2378	CCNA_03929	CCNA_03929	771721	771834	-	n	0
2383	CCNA_03891	CCNA_03891	1254289	1254639	-	n	0
2384	CCNA_03894	CCNA_03894	2003815	2005050	-	n	0
2385	CCNA_03895	CCNA_03895	2009954	2010232	-	n	0
2387	CCNA_03899	CCNA_03899	2672953	2673444	-	n	0
2391	CCNA_03905	CCNA_03905	3539800	3540480	-	n	0
2393	CCNA_03910	CCNA_03910	3815979	3816086	-	n	0
2395	CCNA_03938	CCNA_03938	850116	850442	-	n	0
2397	CCNA_03942	CCNA_03942	899356	899490	-	n	0
2401	CCNA_03949	CCNA_03949	1529253	1529711	-	n	0
2403	CCNA_03951	CCNA_03951	1571872	1571955	-	n	0
2405	CCNA_03953	CCNA_03953	1658850	1659263	-	n	0
2411	CCNA_03970	CCNA_03970	2733157	2733348	-	n	0
2412	CCNA_03974	CCNA_03974	2899489	2899896	-	n	0
2415	CCNA_03980	CCNA_03980	2984595	2984720	-	n	0
2420	CCNA_03986	CCNA_03986	3285449	3285835	-	n	0
2421	CCNA_03989	CCNA_03989	3422208	3423167	-	n	0
2422	CCNA_03991	CCNA_03991	3527624	3527956	-	n	0
2423	CCNA_03993	CCNA_03993	3720400	3720816	-	n	0
