operon no.	locus tag	start	end 	sense		in operon	strand	in_operon	P1	P2	P3	P4	TSS_type	number_of_TSS	internal 	flag	non-coding	RNA	distance_between_start_and_first_tss
618	CCNA_01060	1163016	1164752	+	CDS	n	+	n	1162960	0	0	0	TRUE	1	n	simple	0	0	56
619	CCNA_01061	1164820	1166130	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
620	CCNA_01062	1166270	1167247	+	CDS	y	+	y	1166241	0	0	0	TRUE	1	y	complex	0	0	29
620	CCNA_01063	1167247	1167894	+	CDS	y	+	y	1166241	0	0	0	TRUE	1	y	complex	0	0	29
620	CCNA_01064	1167891	1169006	+	CDS	y	+	y	1166241	0	0	0	TRUE	1	y	complex	0	0	29
620	CCNA_01065	1169010	1170047	+	CDS	y	+	y	1166241	0	0	0	TRUE	1	y	complex	0	0	29
620	CCNA_01066	1170058	1171095	+	CDS	y	+	y	1166241	0	0	0	TRUE	1	y	complex	0	0	29
620	CCNA_01067	1171152	1172735	+	CDS	y	+	y	1166241	0	0	0	TRUE	1	y	complex	0	0	29
622	CCNA_01069	1174284	1175819	+	CDS	n	+	n	1174259	0	0	0	TRUE	1	n	simple	0	0	25
629	CCNA_01078	1183239	1183991	+	CDS	n	+	n	1183219	0	0	0	POTENTIAL	1	n	simple	0	0	20
631	CCNA_01080	1184254	1184817	+	CDS	y	+	y	1184254	0	0	0	POTENTIAL	1	y	complex	0	0	0
631	CCNA_01081	1184863	1185642	+	CDS	y	+	y	1184254	0	0	0	POTENTIAL	1	y	complex	0	0	0
633	CCNA_01083	1186885	1188876	+	CDS	y	+	y	1186885	0	0	0	TRUE	1	y	complex	0	0	0
633	CCNA_01084	1188873	1190108	+	CDS	y	+	y	1186885	0	0	0	TRUE	1	y	complex	0	0	0
636	CCNA_01087	1193276	1193992	+	CDS	n	+	n	1193229	0	0	0	TRUE	1	n	simple	0	0	47
644	CCNA_01102	1208217	1208816	+	CDS	n	+	n	1208086	0	0	0	TRUE	1	n	simple	0	0	131
646	CCNA_01105	1211168	1212040	+	CDS	y	+	y	1211041	1211113	0	0	TRUE	multiple	y	complex	0	0	127
646	CCNA_01106	1212099	1212368	+	CDS	y	+	y	1211041	1211113	0	0	TRUE	multiple	y	complex	0	0	127
646	CCNA_01107	1212372	1212590	+	CDS	y	+	y	1211041	1211113	0	0	TRUE	multiple	y	complex	0	0	127
648	CCNA_01109	1213981	1215771	+	CDS	y	+	y	1213981	0	0	0	POTENTIAL	1	y	complex	0	0	0
648	CCNA_01110	1215774	1216700	+	CDS	y	+	y	1213981	0	0	0	POTENTIAL	1	y	complex	0	0	0
649	CCNA_01111	1217028	1217396	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
649	CCNA_01112	1217396	1218130	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
651	CCNA_01116	1220535	1222292	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
653	CCNA_01118	1223264	1223593	+	CDS	n	+	n	1223213	0	0	0	TRUE	1	n	simple	0	0	51
654	CCNA_01119	1223722	1224102	+	CDS	n	+	n	1223686	0	0	0	TRUE	1	n	simple	0	0	36
656	CCNA_01121	1224493	1226007	+	CDS	n	+	n	1224487	0	0	0	TRUE	1	n	simple	0	0	6
657	CCNA_01122	1226141	1227676	+	CDS	y	+	y	1226120	0	0	0	TRUE	1	y	complex	0	0	21
657	CCNA_01123	1227687	1229291	+	CDS	y	+	y	1226120	0	0	0	TRUE	1	y	complex	0	0	21
661	CCNA_01128	1233054	1233356	+	CDS	n	+	n	1232972	0	0	0	TRUE	1	n	simple	0	0	82
662	CCNA_01129	1233504	1233770	+	CDS	y	+	y	1233463	0	0	0	TRUE	1	y	complex	0	0	41
662	CCNA_01130	1233785	1234540	+	CDS	y	+	y	1233463	0	0	0	TRUE	1	y	complex	0	0	41
662	CCNA_01131	1234550	1235635	+	CDS	y	+	y	1233463	0	0	0	TRUE	1	y	complex	0	0	41
662	CCNA_01132	1235738	1237813	+	CDS	y	+	y	1233463	0	0	0	TRUE	1	y	complex	0	0	41
665	CCNA_01138	1240937	1241314	+	CDS	n	+	n	1240918	0	0	0	TRUE	1	n	simple	0	0	19
666	CCNA_01139	1241418	1243241	+	CDS	n	+	n	1241362	0	0	0	TRUE	1	n	simple	0	0	56
668	CCNA_01141	1245163	1246233	+	CDS	n	+	n	1245084	1245156	0	0	TRUE	multiple	y	complex	0	0	79
669	CCNA_01142	1246920	1247396	+	CDS	n	+	n	1246920	0	0	0	TRUE	1	y	complex	0	0	0
671	CCNA_01147	1250554	1251102	+	CDS	y	+	n	0	0	0	0	NO	0	n	simple	0	0	0
672	CCNA_01148	1251192	1251368	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
674	CCNA_01151	1254720	1255703	+	CDS	y	+	y	1254720	0	0	0	TRUE	1	y	complex	0	0	0
674	CCNA_01152	1255714	1256535	+	CDS	y	+	y	1254720	0	0	0	TRUE	1	y	complex	0	0	0
674	CCNA_01153	1256537	1257817	+	CDS	y	+	y	1254720	0	0	0	TRUE	1	y	complex	0	0	0
674	CCNA_01154	1257902	1258591	+	CDS	y	+	y	1254720	0	0	0	TRUE	1	y	complex	0	0	0
675	CCNA_01155	1258877	1261810	+	CDS	n	+	n	1258800	0	0	0	TRUE	1	n	simple	0	0	77
676	CCNA_01156	1261886	1262671	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
677	CCNA_01157	1262857	1264356	+	CDS	y	+	y	1262779	0	0	0	POTENTIAL	1	y	complex	0	0	78
677	CCNA_01158	1264250	1266709	+	CDS	y	+	y	1262779	0	0	0	POTENTIAL	1	y	complex	0	0	78
679	CCNA_03946	1266917	1266961	+	CDS	y	+	y	1266870	0	0	0	TRUE	1	n	simple	0	0	47
679	CCNA_01159	1266958	1268313	+	CDS	y	+	y	1266870	0	0	0	TRUE	1	n	simple	0	0	47
681	CCNA_01161	1268520	1269866	+	CDS	n	+	n	1268498	0	0	0	TRUE	1	n	simple	0	0	22
682	CCNA_01162	1269938	1272241	+	CDS	n	+	n	1269890	1269912	0	0	TRUE	multiple	n	complex	0	0	48
683	CCNA_01163	1272589	1280028	+	CDS	n	+	n	1272526	0	0	0	TRUE	1	y	complex	0	0	63
684	CCNA_01164	1280183	1282201	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
684	CCNA_01165	1282180	1284618	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
687	CCNA_01171	1291753	1292091	+	CDS	n	+	n	1291673	0	0	0	TRUE	1	y	complex	0	0	80
688	CCNA_01172	1292202	1293044	+	CDS	n	+	n	1292195	0	0	0	TRUE	1	n	simple	0	0	7
690	CCNA_01175	1294712	1295635	+	CDS	y	+	y	1294595	0	0	0	TRUE	1	n	simple	0	0	117
690	CCNA_01176	1295632	1295991	+	CDS	y	+	y	1294595	0	0	0	TRUE	1	n	simple	0	0	117
690	CCNA_01177	1295998	1297656	+	CDS	y	+	y	1294595	0	0	0	TRUE	1	n	simple	0	0	117
690	CCNA_01178	1297640	1298146	+	CDS	y	+	y	1294595	0	0	0	TRUE	1	n	simple	0	0	117
690	CCNA_01179	1298146	1298880	+	CDS	y	+	y	1294595	0	0	0	TRUE	1	n	simple	0	0	117
695	CCNA_01182	1301993	1302586	+	CDS	y	+	y	1301925	1301937	0	0	TRUE	multiple	y	complex	0	0	68
695	CCNA_01183	1302605	1303633	+	CDS	y	+	y	1301925	1301937	0	0	TRUE	multiple	y	complex	0	0	68
695	CCNA_01184	1303641	1304087	+	CDS	y	+	y	1301925	1301937	0	0	TRUE	multiple	y	complex	0	0	68
697	CCNA_01186	1304705	1305016	+	CDS	n	+	n	1304672	1304678	0	0	TRUE	multiple	n	complex	0	0	33
698	CCNA_01187	1305189	1305740	+	CDS	y	+	y	1305181	0	0	0	POTENTIAL	1	n	simple	0	0	8
698	CCNA_01188	1305737	1306660	+	CDS	y	+	y	1305181	0	0	0	POTENTIAL	1	n	simple	0	0	8
699	CCNA_01189	1306766	1309666	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
700	CCNA_01190	1309772	1311301	+	CDS	n	+	n	1309772	0	0	0	POTENTIAL	1	n	simple	0	0	0
704	CCNA_01196	1319269	1321248	+	CDS	n	+	n	1319251	0	0	0	TRUE	1	n	simple	0	0	18
706	CCNA_01198	1321668	1322570	+	CDS	y	+	y	1321666	0	0	0	TRUE	1	n	simple	0	0	2
706	CCNA_01199	1322567	1323436	+	CDS	y	+	y	1321666	0	0	0	TRUE	1	n	simple	0	0	2
711	CCNA_01205	1331972	1332958	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
711	CCNA_01206	1332960	1333697	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
711	CCNA_01207	1333694	1334875	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
711	CCNA_01208	1334872	1335477	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
711	CCNA_01209	1335487	1336638	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
712	CCNA_01210	1336864	1337625	+	CDS	n	+	n	1336743	0	0	0	TRUE	1	n	simple	0	0	121
715	CCNA_01217	1343532	1344659	+	CDS	y	+	y	1343509	0	0	0	TRUE	1	n	simple	0	0	23
715	CCNA_01218	1344578	1345570	+	CDS	y	+	y	1343509	0	0	0	TRUE	1	n	simple	0	0	23
715	CCNA_01219	1345567	1346448	+	CDS	y	+	y	1343509	0	0	0	TRUE	1	n	simple	0	0	23
718	CCNA_01227	1353981	1355048	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
718	CCNA_01228	1355045	1355674	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
720	CCNA_01230	1357095	1358750	+	CDS	y	+	y	1357073	0	0	0	TRUE	1	n	complex	1	CCNA_R0136	22
720	CCNA_01231	1358738	1359754	+	CDS	y	+	y	1357073	0	0	0	TRUE	1	n	complex	1	CCNA_R0136	22
722	CCNA_01234	1361248	1362339	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
723	CCNA_01235	1362403	1363035	+	CDS	n	+	n	1362383	0	0	0	POTENTIAL	1	n	simple	0	0	20
727	CCNA_01243	1369302	1371773	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
730	CCNA_01248	1375993	1376628	+	CDS	y	+	y	1375966	0	0	0	TRUE	1	n	simple	0	0	27
730	CCNA_01249	1376633	1377439	+	CDS	y	+	y	1375966	0	0	0	TRUE	1	n	simple	0	0	27
730	CCNA_01250	1377382	1378422	+	CDS	y	+	y	1375966	0	0	0	TRUE	1	n	simple	0	0	27
730	CCNA_01251	1378419	1379177	+	CDS	y	+	y	1375966	0	0	0	TRUE	1	n	simple	0	0	27
732	CCNA_01253	1381534	1382418	+	CDS	y	+	y	1381418	0	0	0	POTENTIAL	1	n	simple	0	0	116
732	CCNA_01254	1382418	1382876	+	CDS	y	+	y	1381418	0	0	0	POTENTIAL	1	n	simple	0	0	116
735	CCNA_01259	1386326	1387099	+	CDS	n	+	n	1386307	0	0	0	TRUE	1	y	complex	0	0	19
735.1	CCNA_01260	1387138	1387887	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
737	CCNA_01261	1388006	1389121	+	CDS	y	+	y	1387952	1387964	0	0	POTENTIAL	multiple	y	complex	0	0	54
737	CCNA_01262	1389121	1392264	+	CDS	y	+	y	1387952	1387964	0	0	POTENTIAL	multiple	y	complex	0	0	54
737	CCNA_01263	1392280	1394634	+	CDS	y	+	y	1387952	1387964	0	0	POTENTIAL	multiple	y	complex	0	0	54
743	CCNA_01269	1397552	1398055	+	CDS	y	+	y	1397427	1397512	0	0	TRUE	multiple	n	complex	0	0	125
743	CCNA_01270	1398112	1398321	+	CDS	y	+	y	1397427	1397512	0	0	TRUE	multiple	n	complex	0	0	125
744	CCNA_01271	1398470	1399003	+	CDS	n	+	n	1398453	0	0	0	TRUE	1	n	simple	0	0	17
746	CCNA_01275	1401717	1402610	+	CDS	y	+	y	1401700	0	0	0	TRUE	1	y	complex	0	0	17
746	CCNA_01276	1402610	1402969	+	CDS	y	+	y	1401700	0	0	0	TRUE	1	y	complex	0	0	17
746	CCNA_01277	1402986	1404392	+	CDS	y	+	y	1401700	0	0	0	TRUE	1	y	complex	0	0	17
748	CCNA_01281	1407064	1408554	+	CDS	y	+	y	1406997	1407004	0	0	TRUE	multiple	n	complex	0	0	67
748	CCNA_01282	1408625	1409668	+	CDS	y	+	y	1406997	1407004	0	0	TRUE	multiple	n	complex	0	0	67
748	CCNA_01283	1409575	1410771	+	CDS	y	+	y	1406997	1407004	0	0	TRUE	multiple	n	complex	0	0	67
748	CCNA_01284	1410657	1411604	+	CDS	y	+	y	1406997	1407004	0	0	TRUE	multiple	n	complex	0	0	67
751	CCNA_01286	1412679	1412939	+	CDS	n	+	n	1412679	0	0	0	POTENTIAL	1	n	simple	0	0	0
753	CCNA_01288	1414050	1415267	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
755	CCNA_01290	1415745	1416851	+	CDS	y	+	y	1415692	0	0	0	TRUE	1	n	simple	0	0	53
755	CCNA_01291	1416848	1417858	+	CDS	y	+	y	1415692	0	0	0	TRUE	1	n	simple	0	0	53
755	CCNA_01292	1417855	1418280	+	CDS	y	+	y	1415692	0	0	0	TRUE	1	n	simple	0	0	53
757	CCNA_01294	1418730	1419224	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
761	CCNA_01299	1424774	1425400	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
762	CCNA_01300	1425640	1426458	+	CDS	y	+	y	1425640	0	0	0	POTENTIAL	1	y	complex	0	0	0
762	CCNA_01301	1426458	1428746	+	CDS	y	+	y	1425640	0	0	0	POTENTIAL	1	y	complex	0	0	0
762	CCNA_01302	1428800	1429948	+	CDS	y	+	y	1425640	0	0	0	POTENTIAL	1	y	complex	0	0	0
763	CCNA_01303	1430061	1430900	+	CDS	n	+	n	1430026	1430055	0	0	POTENTIAL	multiple	n	simple	0	0	35
764	CCNA_01304	1431129	1431329	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01305	1431343	1431651	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01306	1431629	1432432	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01307	1432432	1433070	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01308	1433070	1433366	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01309	1433370	1434209	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01310	1434213	1434491	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01311	1434494	1434874	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01312	1434874	1435626	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01313	1435640	1436071	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01314	1436077	1436268	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01315	1436279	1436518	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01316	1436536	1436904	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01317	1436904	1437218	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01318	1437211	1437768	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01319	1437790	1438095	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01320	1438106	1438504	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01321	1438523	1439056	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01322	1439060	1439410	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01323	1439421	1440026	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01324	1440030	1440215	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01325	1440388	1440873	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764	CCNA_01326	1441093	1442448	+	CDS	y	+	y	1431115	0	0	0	TRUE	1	y	complex	0	0	14
764.1	CCNA_01327	1442583	1443158	+	CDS	n	+	n	1442538	0	0	0	TRUE	1	y	complex	0	0	45
765	CCNA_01328	1443405	1443773	+	CDS	y	+	y	1443306	0	0	0	TRUE	1	n	simple	0	0	99
765	CCNA_01329	1443787	1444176	+	CDS	y	+	y	1443306	0	0	0	TRUE	1	n	simple	0	0	99
765	CCNA_01330	1444254	1445270	+	CDS	y	+	y	1443306	0	0	0	TRUE	1	n	simple	0	0	99
767	CCNA_01332	1445475	1445888	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
770	CCNA_01336	1448810	1450039	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
771	CCNA_01337	1450109	1451731	+	CDS	n	+	n	1450093	0	0	0	TRUE	1	n	simple	0	0	16
772	CCNA_01338	1451802	1452257	+	CDS	y	+	y	1451780	0	0	0	TRUE	1	y	complex	0	0	22
772	CCNA_01339	1452254	1452583	+	CDS	y	+	y	1451780	0	0	0	TRUE	1	y	complex	0	0	22
772	CCNA_03880	1452580	1453074	+	CDS	y	+	y	1451780	0	0	0	TRUE	1	y	complex	0	0	22
772	CCNA_01340	1453071	1454321	+	CDS	y	+	y	1451780	0	0	0	TRUE	1	y	complex	0	0	22
772	CCNA_01341	1454414	1455832	+	CDS	y	+	y	1451780	0	0	0	TRUE	1	y	complex	0	0	22
773	CCNA_01342	1455951	1457252	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
773	CCNA_01343	1457249	1458061	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
773	CCNA_01344	1458048	1458584	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
775	CCNA_01345	1458745	1459527	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
776	CCNA_01346	1459714	1460394	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
776	CCNA_01347	1460358	1461083	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
777	CCNA_01348	1461471	1462034	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
778	CCNA_01349	1462307	1462717	+	CDS	y	+	y	1462249	0	0	0	TRUE	1	n	simple	0	0	58
778	CCNA_01350	1462732	1463100	+	CDS	y	+	y	1462249	0	0	0	TRUE	1	n	simple	0	0	58
782	CCNA_01355	1469366	1470241	+	CDS	n	+	n	1469343	1469349	0	0	TRUE	multiple	n	complex	0	0	23
783	CCNA_01356	1470370	1472298	+	CDS	y	+	y	1470328	0	0	0	TRUE	1	n	simple	0	0	42
783	CCNA_01357	1472300	1474144	+	CDS	y	+	y	1470328	0	0	0	TRUE	1	n	simple	0	0	42
783	CCNA_01358	1474148	1475047	+	CDS	y	+	y	1470328	0	0	0	TRUE	1	n	simple	0	0	42
783	CCNA_01359	1475044	1475853	+	CDS	y	+	y	1470328	0	0	0	TRUE	1	n	simple	0	0	42
783	CCNA_01360	1475884	1477386	+	CDS	y	+	y	1470328	0	0	0	TRUE	1	n	simple	0	0	42
784	CCNA_01361	1477574	1477915	+	CDS	y	+	y	1477574	0	0	0	POTENTIAL	1	n	simple	0	0	0
784	CCNA_01362	1477912	1478580	+	CDS	y	+	y	1477574	0	0	0	POTENTIAL	1	n	simple	0	0	0
784	CCNA_01363	1478577	1479935	+	CDS	y	+	y	1477574	0	0	0	POTENTIAL	1	n	simple	0	0	0
785	CCNA_01364	1480166	1481191	+	CDS	n	+	n	1480063	1480085	0	0	TRUE	multiple	n	complex	0	0	103
788	CCNA_01367	1482331	1483221	+	CDS	n	+	n	1482331	0	0	0	POTENTIAL	1	n	simple	0	0	0
789	CCNA_01368	1483373	1484587	+	CDS	y	+	y	1483322	0	0	0	TRUE	1	y	complex	0	0	51
789	CCNA_01369	1484714	1485853	+	CDS	y	+	y	1483322	0	0	0	TRUE	1	y	complex	0	0	51
792	CCNA_01373	1487512	1488318	+	CDS	y	+	y	1487459	1487512	0	0	TRUE	multiple	y	complex	0	0	53
792	CCNA_01374	1488246	1490177	+	CDS	y	+	y	1487459	1487512	0	0	TRUE	multiple	y	complex	0	0	53
792.1	CCNA_01375	1490238	1490675	+	CDS	y	+	y	1490214	0	0	0	TRUE	1	n	simple	0	0	24
792.1	CCNA_01376	1490853	1491557	+	CDS	y	+	y	1490214	0	0	0	TRUE	1	n	simple	0	0	24
794	CCNA_01378	1492535	1493107	+	CDS	y	+	y	1492509	0	0	0	TRUE	1	y	complex	0	0	26
794	CCNA_01379	1493232	1494683	+	CDS	y	+	y	1492509	0	0	0	TRUE	1	y	complex	0	0	26
795	CCNA_01380	1494812	1495345	+	CDS	n	+	n	1494759	1494784	1494793	0	TRUE	multiple	n	complex	0	0	53
796	CCNA_01381	1495472	1498192	+	CDS	n	+	n	1495469	0	0	0	POTENTIAL	1	n	simple	0	0	3
797	CCNA_01382	1498487	1500238	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
797	CCNA_01383	1500243	1500605	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
799	CCNA_01385	1502307	1503038	+	CDS	n	+	n	1502287	0	0	0	TRUE	1	y	complex	0	0	20
801	CCNA_01387	1503930	1505177	+	CDS	y	+	y	1503930	0	0	0	POTENTIAL	1	y	complex	0	0	0
801	CCNA_01388	1505184	1506251	+	CDS	y	+	y	1503930	0	0	0	POTENTIAL	1	y	complex	0	0	0
802	CCNA_01389	1506300	1507313	+	CDS	n	+	n	1506232	1506288	0	0	TRUE	multiple	n	complex	0	0	68
803	CCNA_01390	1507389	1509002	+	CDS	y	+	y	1507360	0	0	0	TRUE	1	y	complex	0	0	29
803	CCNA_01391	1509067	1510149	+	CDS	y	+	y	1507360	0	0	0	TRUE	1	y	complex	0	0	29
804	CCNA_01392	1510305	1510772	+	CDS	n	+	n	1510305	0	0	0	TRUE	1	n	simple	0	0	0
806	CCNA_01395	1513437	1515113	+	CDS	n	+	n	1513302	0	0	0	TRUE	1	n	simple	0	0	135
806.1	CCNA_01396	1515188	1516918	+	CDS	y	+	y	1515188	0	0	0	TRUE	1	n	simple	0	0	0
806.1	CCNA_01397	1516960	1517832	+	CDS	y	+	y	1515188	0	0	0	TRUE	1	n	simple	0	0	0
806.1	CCNA_01398	1517840	1518478	+	CDS	y	+	y	1515188	0	0	0	TRUE	1	n	simple	0	0	0
809	CCNA_01403	1520934	1521833	+	CDS	y	+	y	1520912	0	0	0	TRUE	1	n	simple	0	0	22
809	CCNA_01404	1521840	1523918	+	CDS	y	+	y	1520912	0	0	0	TRUE	1	n	simple	0	0	22
812	CCNA_01407	1525535	1526167	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
814	CCNA_01412	1529975	1531120	+	CDS	y	+	y	1529706	1529729	1529735	0	TRUE	multiple	y	complex	0	0	269
814	CCNA_01413	1531128	1531727	+	CDS	y	+	y	1529706	1529729	1529735	0	TRUE	multiple	y	complex	0	0	269
814	CCNA_01414	1531736	1532788	+	CDS	y	+	y	1529706	1529729	1529735	0	TRUE	multiple	y	complex	0	0	269
814	CCNA_01415	1532847	1533644	+	CDS	y	+	y	1529706	1529729	1529735	0	TRUE	multiple	y	complex	0	0	269
815	CCNA_01416	1533716	1534612	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
816	CCNA_01417	1534788	1536014	+	CDS	n	+	n	1534631	1534738	0	0	TRUE	multiple	n	complex	0	0	157
818	CCNA_01419	1536723	1538009	+	CDS	y	+	y	1536689	1536698	0	0	TRUE	multiple	y	complex	0	0	34
818	CCNA_01420	1538042	1538515	+	CDS	y	+	y	1536689	1536698	0	0	TRUE	multiple	y	complex	0	0	34
818.1	CCNA_01421	1538581	1539045	+	CDS	y	+	y	1538547	0	0	0	TRUE	1	y	complex	0	0	34
818.1	CCNA_01422	1539042	1539491	+	CDS	y	+	y	1538547	0	0	0	TRUE	1	y	complex	0	0	34
818.1	CCNA_01423	1539451	1540509	+	CDS	y	+	y	1538547	0	0	0	TRUE	1	y	complex	0	0	34
819	CCNA_01424	1540672	1541166	+	CDS	n	+	n	1540672	0	0	0	POTENTIAL	1	n	simple	0	0	0
820	CCNA_01425	1541409	1543547	+	CDS	n	+	n	1541253	0	0	0	TRUE	1	n	simple	0	0	156
824	CCNA_01429	1545062	1545592	+	CDS	y	+	y	1545006	0	0	0	TRUE	1	y	complex	0	0	56
824	CCNA_01430	1545577	1546116	+	CDS	y	+	y	1545006	0	0	0	TRUE	1	y	complex	0	0	56
825	CCNA_01431	1546292	1547374	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
825	CCNA_01432	1547371	1548348	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
826	CCNA_01433	1548563	1548865	+	CDS	y	+	y	1548452	0	0	0	TRUE	1	n	simple	0	0	111
826	CCNA_01434	1548878	1549303	+	CDS	y	+	y	1548452	0	0	0	TRUE	1	n	simple	0	0	111
830	CCNA_01438	1550159	1551190	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
832	CCNA_01440	1552866	1553339	+	CDS	y	+	y	1552638	1552807	0	0	POTENTIAL	multiple	y	complex	0	0	228
832	CCNA_01441	1553343	1553816	+	CDS	y	+	y	1552638	1552807	0	0	POTENTIAL	multiple	y	complex	0	0	228
832	CCNA_01442	1553908	1554861	+	CDS	y	+	y	1552638	1552807	0	0	POTENTIAL	multiple	y	complex	0	0	228
835	CCNA_01445	1557697	1558137	+	CDS	n	+	n	1557694	0	0	0	POTENTIAL	1	n	simple	0	0	3
836	CCNA_01446	1558246	1559466	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
836	CCNA_01447	1559503	1560792	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
836	CCNA_01448	1560867	1561820	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
836	CCNA_01449	1561881	1562858	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
837	CCNA_01450	1562926	1564746	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
838	CCNA_01451	1565243	1565833	+	CDS	y	+	y	1565199	0	0	0	TRUE	1	y	complex	0	0	44
838	CCNA_01452	1565802	1566356	+	CDS	y	+	y	1565199	0	0	0	TRUE	1	y	complex	0	0	44
841	CCNA_01457	1567625	1567876	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
841	CCNA_01458	1567879	1568187	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
841	CCNA_01459	1568188	1568445	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
842	CCNA_01460	1568518	1568736	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
843	CCNA_01461	1568764	1569069	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
