#operonID	geneID	start	end	strand	length	product
CHR265	HVO_1786	1651847	1651978	-	131	conserved hypothetical protein
CHR266	HVO_1793	1659900	1660058	-	158	receiver/sensor box histidine kinase (nonfunctional)
CHR266	HVO_1793_A	1659530	1659901	-	371	receiver/sensor box histidine kinase (nonfunctional)
CHR266	HVO_1793_A	1659530	1659901	-	371	receiver/sensor box histidine kinase (nonfunctional)
CHR266	HVO_1793_A	1659530	1659901	-	371	receiver/sensor box histidine kinase (nonfunctional)
CHR266	HVO_1793_A	1659530	1659901	-	371	receiver/sensor box histidine kinase (nonfunctional)
CHR267	HVO_1799	1662369	1663601	-	1232	geranylgeranyl reductase / dolichol omega-reductase
CHR267	HVO_1800	1663640	1663783	-	143	hypothetical protein
CHR268	HVO_1805	1668011	1668331	-	320	conserved hypothetical protein
CHR268	HVO_1806	1668369	1669796	-	1427	conserved hypothetical protein
CHR269	HVO_1820	1682896	1683264	+	368	UspA domain protein
CHR269	HVO_1821	1683261	1683815	+	554	GNAT family acetyltransferase Pat2
CHR270	HVO_1826	1686807	1687244	-	437	conserved hypothetical protein
CHR270	HVO_1827	1687269	1687670	-	401	30S ribosomal protein S6e
CHR271	HVO_1834	1695924	1696397	-	473	resolvase (nonfunctional)
CHR271	HVO_1834_A	1694289	1694480	-	191	resolvase (nonfunctional)
CHR272	HVO_1837	1697873	1698178	-	305	ISH3-type transposase ISHvo20 (nonfunctional)
CHR272	HVO_1837_A	1697794	1697868	-	74	ISH3-type transposase ISHvo20 (nonfunctional)
CHR272	HVO_1837_A	1697794	1697868	-	74	ISH3-type transposase ISHvo20 (nonfunctional)
CHR273	HVO_1856	1715144	1715734	-	590	conserved hypothetical protein
CHR273	HVO_1857	1715738	1716100	-	362	probable DNA-binding protein
CHR274	HVO_1864	1721045	1721830	-	785	molybdopterin synthase catalytic subunit
CHR274	HVO_1865	1721855	1722199	-	344	conserved hypothetical protein
CHR275	HVO_1866	1722293	1723006	+	713	uridylate kinase
CHR275	HVO_1867	1723008	1724675	+	1667	lysine--tRNA ligase
CHR276	HVO_1873	1730131	1730301	-	170	conserved hypothetical protein
CHR276	HVO_1874	1730301	1731374	-	1073	probable oxidoreductase (aldo-keto reductase family protein)
CHR277	HVO_1886	1740018	1740884	-	866	ABC-type transport system ATP-binding protein (probable substrate sulfate/tungstate)
CHR277	HVO_1887	1740881	1741579	-	698	ABC-type transport system permease protein (probable substrate sulfate/tungstate)
CHR277	HVO_1888	1741604	1742632	-	1028	ABC-type transport system periplasmic substrate-binding protein (probable substrate sulfate/tungstate)
CHR278	HVO_1888_A	1742773	1742871	+	98	conserved hypothetical protein
CHR278	HVO_1889	1742864	1743340	+	476	conserved hypothetical protein
CHR279	HVO_1890	1743400	1743573	-	173	conserved hypothetical protein
CHR279	HVO_1891	1743570	1743746	-	176	conserved hypothetical protein
CHR280	HVO_1895	1745405	1747063	-	1658	KEOPS complex subunit Kae1/Bud32
CHR280	HVO_1896	1747097	1747402	-	305	30S ribosomal protein S24e
CHR281	HVO_1897	1747471	1748010	-	539	UPF0218 family protein
CHR281	HVO_1898	1748024	1748221	-	197	transcription elongation factor Spt4
CHR281	HVO_1899	1748221	1748793	-	572	DNA-directed RNA polymerase subunit E
CHR281	HVO_1900	1748801	1749190	-	389	DUF188 family protein
CHR281	HVO_1901	1749192	1750427	-	1235	translation initiation factor aIF-2 gamma subunit
CHR282	HVO_1904	1752587	1752799	-	212	conserved hypothetical protein
CHR282	HVO_1905	1752796	1753620	-	824	beta-lactamase domain protein
CHR283	HVO_1909	1758755	1759087	+	332	molybdenum cofactor guanylyltransferase (nonfunctional)
CHR283	HVO_1909_A	1759090	1759386	+	296	molybdenum cofactor guanylyltransferase (nonfunctional)
CHR284	HVO_1911	1759649	1760770	+	1121	nitrite reductase (ferredoxin) (nonfunctional)
CHR284	HVO_1911_A	1760773	1761402	+	629	nitrite reductase (ferredoxin) (nonfunctional)
CHR284	HVO_1913	1761405	1761608	+	203	hypothetical protein
CHR285	HVO_1919	1768353	1768697	+	344	conserved hypothetical protein
CHR285	HVO_1920	1768729	1770297	+	1568	transport protein (probable substrate dicarboxylate)
CHR286	HVO_1933	1781067	1781150	-	83	DUF3179 family protein (nonfunctional)
CHR286	HVO_1933_A	1780813	1781067	-	254	DUF3179 family protein (nonfunctional)
CHR287	HVO_1939	1785835	1787526	-	1691	DNA mismatch repair protein MutL
CHR287	HVO_1940	1787523	1790288	-	2765	DNA mismatch repair protein MutS
CHR288	HVO_1941	1790495	1791451	+	956	AAA-type ATPase (MoxR subfamily)
CHR288	HVO_1942	1791457	1792485	+	1028	conserved hypothetical protein
CHR288	HVO_1943	1792482	1794722	+	2240	endoisopeptidase/DUF4129 domain protein
CHR289	HVO_1947	1797762	1798127	-	365	rhodanese domain protein
CHR289	HVO_1948	1798128	1798691	-	563	NUDIX family hydrolase
CHR289	HVO_1949	1798688	1799209	-	521	conserved hypothetical protein
CHR289	HVO_1950	1799234	1799752	-	518	conserved hypothetical protein
CHR290	HVO_1953	1801414	1803762	-	2348	receiver/sensor/bat box HTH-10 family transcription regulator (nonfunctional)
CHR290	HVO_1953_A	1800526	1801413	-	887	receiver/sensor/bat box HTH-10 family transcription regulator (nonfunctional)
CHR291	HVO_1964	1813650	1813895	+	245	PRC domain protein
CHR291	HVO_1965	1813914	1814372	+	458	rRNA maturation endonuclease Nob1
CHR292	HVO_1969	1817248	1817931	-	683	conserved hypothetical protein
CHR292	HVO_1970	1817928	1818632	-	704	PHP domain protein
CHR292	HVO_1971	1818629	1819327	-	698	CDP-alcohol 1-archaetidyltransferase
CHR293	HVO_1975	1821227	1822090	+	863	protein-export membrane protein SecF
CHR293	HVO_1976	1822087	1823661	+	1574	protein-export membrane protein SecD
CHR294	HVO_1982	1828584	1828856	-	272	DUF4112 family protein (nonfunctional)
CHR294	HVO_1982_A	1828262	1828585	-	323	DUF4112 family protein (nonfunctional)
CHR295	HVO_1983	1829072	1830373	-	1301	malate synthase
CHR295	HVO_1984	1830366	1831403	-	1037	isocitrate lyase
CHR296	HVO_1985	1832000	1832953	+	953	ABC-type transport system ATP-binding protein
CHR296	HVO_1986	1832950	1833735	+	785	ABC-type transport system permease protein
CHR297	HVO_1987	1833881	1834780	+	899	signal peptide peptidase SppA
CHR297	HVO_1988	1834767	1835816	+	1049	conserved hypothetical protein
CHR298	HVO_1999	1844851	1846359	-	1508	transducer protein Htr7
CHR298	HVO_2000	1846356	1846637	-	281	conserved hypothetical protein
CHR299	HVO_2030	1872299	1872502	+	203	receiver/sensor box histidine kinase (nonfunctional)
CHR299	HVO_2030_A	1872503	1874422	+	1919	receiver/sensor box histidine kinase (nonfunctional)
CHR299	HVO_2030_A	1872503	1874422	+	1919	receiver/sensor box histidine kinase (nonfunctional)
CHR300	HVO_2032	1876480	1878048	+	1568	ABC-type transport system ATP-binding protein (probable substrate sugar)
CHR300	HVO_2033	1878045	1879175	+	1130	ABC-type transport system permease protein (probable substrate sugar)
CHR300	HVO_2034	1879172	1880227	+	1055	ABC-type transport system permease protein (probable substrate sugar)
CHR301	HVO_2047	1893837	1894727	+	890	conserved hypothetical protein
CHR301	HVO_2048	1894729	1895808	+	1079	low-salt glycan biosynthesis hexosyltransferase Agl9
CHR302	HVO_2059	1908182	1909114	+	932	dTDP-glucose 4%2C6-dehydratase
CHR302	HVO_2060	1909115	1909585	+	470	low-salt glycan biosynthesis protein Agl8
CHR303	HVO_2069	1917415	1919934	-	2519	RND superfamily permease
CHR303	HVO_2070	1919938	1921572	-	1634	conserved hypothetical protein
CHR304	HVO_2076	1929916	1930821	+	905	conserved hypothetical protein (nonfunctional)
CHR304	HVO_2077	1932315	1932884	+	569	conserved hypothetical protein (nonfunctional)
CHR305	HVO_2079	1933890	1936142	-	2252	RND superfamily permease
CHR305	HVO_2080	1936171	1937793	-	1622	conserved hypothetical protein
CHR306	HVO_2082	1941436	1942626	+	1190	conserved hypothetical protein
CHR306	HVO_2083	1942628	1943305	+	677	ABC-type transport system ATP-binding protein (probable substrate macrolides)
CHR306	HVO_2084	1943302	1944444	+	1142	ABC-type transport system permease protein (probable substrate macrolides)
CHR307	HVO_2100	1964595	1964771	-	176	hypothetical protein
CHR307	HVO_2101	1964788	1965069	-	281	phosphocarrier protein HPr
CHR308	HVO_2105	1967896	1968573	-	677	triosephosphate isomerase
CHR308	HVO_2106	1968602	1969378	-	776	DeoC family aldolase
CHR308	HVO_2107	1969381	1969806	-	425	UPF0047 family protein
CHR309	HVO_2111	1974142	1975152	-	1010	4-hydroxythreonine-4-phosphate dehydrogenase
CHR309	HVO_2112	1975149	1976387	-	1238	DUF1537 family protein
CHR310	HVO_2116	1980207	1981151	+	944	ABC-type transport system permease protein (probable substrate sugar)
CHR310	HVO_2117	1981148	1982068	+	920	ABC-type transport system permease protein (probable substrate sugar)
CHR311	HVO_2118	1982189	1983292	+	1103	ABC-type transport system ATP-binding protein (probable substrate sugar)
CHR311	HVO_2119	1983304	1984137	+	833	conserved hypothetical protein
CHR312	HVO_2121	1985891	1986100	-	209	conserved hypothetical protein
CHR312	HVO_2122	1986097	1987203	-	1106	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CHR312	HVO_2123	1987200	1988276	-	1076	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CHR312	HVO_2124	1988273	1989277	-	1004	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CHR312	HVO_2125	1989279	1990238	-	959	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CHR313	HVO_2128	1993640	1994896	+	1256	amidase (hydantoinase/carbamoylase family)
CHR313	HVO_2129	1994893	1995492	+	599	hypothetical protein
CHR313	HVO_2130	1995516	1996334	+	818	IclR family transcription regulator
CHR314	HVO_2163	2033868	2034617	+	749	ABC-type transport system ATP-binding protein
CHR314	HVO_2164	2034610	2035845	+	1235	ABC-type transport system permease protein
CHR314	HVO_2165	2035838	2037127	+	1289	ABC-type transport system permease protein
CHR315	HVO_2166	2037202	2037477	+	275	conserved hypothetical protein
CHR315	HVO_2167	2037478	2038389	+	911	conserved hypothetical protein
CHR316	HVO_2169	2039493	2040533	-	1040	conserved hypothetical protein
CHR316	HVO_2170	2040530	2041024	-	494	conserved hypothetical protein
CHR316	HVO_2171	2041043	2042470	-	1427	DUF58 family protein
CHR317	HVO_2174	2046170	2046817	+	647	conserved hypothetical protein
CHR317	HVO_2175	2046853	2048817	+	1964	Smc-like protein Sph3
CHR318	HVO_2177	2049729	2050007	+	278	ubiquitin-like modifier protein SAMP3
CHR318	HVO_2178	2050009	2050266	+	257	ubiquitin-like protein
CHR318	HVO_2179	2050263	2050733	+	470	conserved hypothetical protein
CHR318	HVO_2180	2050770	2051465	+	695	ABC-type transport system permease protein
CHR318	HVO_2181	2051466	2051804	+	338	ABC-type transport system accessory transmembrane protein
CHR319	HVO_2188	2057607	2058281	-	674	phosphoribosylformylglycinamidine synthase subunit PurQ
CHR319	HVO_2189	2058283	2058534	-	251	phosphoribosylformylglycinamidine synthase subunit PurS
CHR320	HVO_2194	2062859	2063617	+	758	Sir2-type NAD-dependent protein deacetylase
CHR320	HVO_2195	2063627	2065300	+	1673	sensor box histidine kinase (nonfunctional)
CHR320	HVO_2195_A	2065300	2065344	+	44	sensor box histidine kinase (nonfunctional)
CHR320	HVO_2195_A	2065300	2065344	+	44	sensor box histidine kinase (nonfunctional)
CHR321	HVO_2198	2066232	2067599	+	1367	7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2
CHR321	HVO_2199	2067601	2068149	+	548	DUF457 family protein
CHR322	HVO_2202	2070415	2071035	-	620	2-phospho-L-lactate guanylyltransferase
CHR322	HVO_2203	2071042	2071836	-	794	conserved hypothetical protein
CHR322	HVO_2204	2071805	2072992	-	1187	FtsZ family protein CetZ%2C type III
CHR323	HVO_2211	2077064	2077747	+	683	TrkA domain protein
CHR323	HVO_2212	2077750	2077986	+	236	Lrp/AsnC family transcription regulator
CHR324	HVO_2216	2081767	2081925	-	158	tetratricopeptide repeat protein (nonfunctional)
CHR324	HVO_2216_A	2081654	2081767	-	113	tetratricopeptide repeat protein (nonfunctional)
CHR325	HVO_2218	2082166	2082510	-	344	conserved hypothetical protein
CHR325	HVO_2219	2082520	2082735	-	215	hypothetical protein
CHR326	HVO_2230	2094572	2095312	+	740	HAD superfamily hydrolase
CHR326	HVO_2231	2095309	2096085	+	776	probable oxidoreductase (aldo-keto reductase family protein)
CHR327	HVO_2232	2096172	2096876	+	704	KaiC-type circadian clock protein CirD
CHR327	HVO_2233	2096887	2097303	+	416	conserved hypothetical protein
CHR328	HVO_2235	2097818	2098270	-	452	conserved hypothetical protein
CHR328	HVO_2236	2098267	2098575	-	308	ArsR family transcription regulator
CHR329	HVO_2245	2103547	2103786	-	239	conserved hypothetical protein
CHR329	HVO_2246	2103783	2103971	-	188	hypothetical protein
CHR329	HVO_2247	2103968	2104810	-	842	mvp-type potassium channel superfamily protein
CHR330	HVO_2258	2117186	2117695	+	509	conserved hypothetical protein
CHR330	HVO_2259	2117697	2118632	+	935	XerC/D-like integrase
CHR330	HVO_2260	2118646	2118960	+	314	hypothetical protein
CHR331	HVO_2261	2119332	2119541	+	209	hypothetical protein
CHR331	HVO_2262	2119545	2119757	+	212	hypothetical protein
CHR332	HVO_2265	2122933	2123286	+	353	conserved hypothetical protein
CHR332	HVO_2266	2123279	2124760	+	1481	conserved hypothetical protein
CHR332	HVO_2267	2124744	2125901	+	1157	conserved hypothetical protein
CHR333	HVO_2269	2126758	2128980	+	2222	type I site-specific deoxyribonuclease subunit RmeR
CHR333	HVO_2270	2128977	2130371	+	1394	type I restriction-modification system DNA-methyltransferase RmeM
CHR333	HVO_2271	2130371	2131603	+	1232	type I site-specific deoxyribonuclease subunit RmeS
CHR334	HVO_2272	2131833	2132333	+	500	conserved hypothetical protein
CHR334	HVO_2273	2132333	2133265	+	932	XerC/D-like integrase
CHR334	HVO_2274	2133277	2133417	+	140	hypothetical protein
CHR335	HVO_2277	2140967	2141383	-	416	conserved hypothetical protein
CHR335	HVO_2278	2141380	2143299	-	1919	conserved hypothetical protein
CHR335	HVO_2279	2143296	2144267	-	971	conserved hypothetical protein
CHR335	HVO_2280	2144264	2144617	-	353	hypothetical protein
CHR335	HVO_2281	2144614	2146380	-	1766	conserved hypothetical protein
CHR335	HVO_2282	2146377	2146628	-	251	conserved hypothetical protein
CHR335	HVO_2283	2146625	2147704	-	1079	conserved hypothetical protein
CHR335	HVO_2284	2147711	2148052	-	341	conserved hypothetical protein
CHR336	HVO_2299	2168213	2169028	-	815	agmatinase
CHR336	HVO_2300	2169044	2169418	-	374	translation initiation factor aIF-5A
CHR337	HVO_2302	2169999	2171675	-	1676	UbiB family protein
CHR337	HVO_2303	2171684	2172052	-	368	Hsp20-type molecular chaperone
CHR338	HVO_2304	2172194	2173414	+	1220	molybdopterin molybdenumtransferase
CHR338	HVO_2305	2173411	2175315	+	1904	molybdopterin molybdenumtransferase
CHR339	HVO_2308	2176949	2177344	-	395	conserved hypothetical protein
CHR339	HVO_2309	2177341	2177616	-	275	probable pterin-4-alpha-carbinolamine dehydratase
CHR340	HVO_2311	2178257	2179642	-	1385	glutamyl-tRNA reductase
CHR340	HVO_2312	2179639	2180286	-	647	precorrin-2 oxidase / ferrochelatase
CHR340	HVO_2313	2180288	2181349	-	1061	siroheme decarboxylase AhbB
CHR341	HVO_2319	2185692	2187005	+	1313	DUF92 family protein
CHR341	HVO_2320	2187002	2187457	+	455	GNAT family acetyltransferase
CHR342	HVO_2323	2190129	2190344	+	215	DUF3311 family protein
CHR342	HVO_2324	2190344	2191843	+	1499	SSSF family transport protein
CHR343	HVO_2327	2192908	2193705	+	797	YcgG family protein
CHR343	HVO_2328	2193734	2194300	+	566	isochorismatase family protein
CHR344	HVO_2341	2207083	2207742	+	659	TetR family transcription regulator
CHR344	HVO_2342	2207739	2209223	+	1484	MATE efflux family protein
CHR439	HVO_2351s	2218063	2218169	+	106	NA
CHR439	HVO_2351s2	2218202	2218293	+	91	NA
CHR345	HVO_2376	2240557	2241516	+	959	ABC-type transport system permease protein (probable substrate phosphate)
CHR345	HVO_2377	2241518	2243146	+	1628	ABC-type transport system permease protein (probable substrate phosphate)
CHR345	HVO_2378	2243156	2244046	+	890	ABC-type transport system ATP-binding protein (probable substrate phosphate)
CHR346	HVO_2385	2252319	2254595	+	2276	type IV pilus biogenesis complex ATPase subunit
CHR346	HVO_2386	2254585	2256711	+	2126	type IV pilus biogenesis complex membrane subunit
CHR346	HVO_2387	2256716	2258887	+	2171	conserved hypothetical protein
CHR346	HVO_2388	2258891	2260621	+	1730	conserved hypothetical protein
CHR440	HVO_2394s2	2264510	2264538	+	28	NA
CHR440	HVO_2394s3	2264544	2264625	+	81	NA
CHR347	HVO_2395	2264658	2265191	-	533	ATP:cob(I)alamin adenosyltransferase
CHR347	HVO_2396	2265188	2265427	-	239	glutaredoxin
CHR348	HVO_2397	2265616	2266722	+	1106	ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc)
CHR348	HVO_2398	2266719	2267588	+	869	ABC-type transport system ATP-binding protein (probable substrate zinc)
CHR348	HVO_2399	2267585	2268583	+	998	ABC-type transport system permease protein (probable substrate zinc)
CHR349	HVO_2401	2268958	2270379	-	1421	glycine cleavage system protein P beta subunit
CHR349	HVO_2402	2270379	2271722	-	1343	glycine cleavage system protein P alpha subunit
CHR349	HVO_2403	2271724	2272104	-	380	glycine cleavage system protein H
CHR349	HVO_2404	2272107	2273198	-	1091	glycine cleavage system protein T
CHR350	HVO_2405	2273429	2274229	-	800	ABC-type transport system ATP-binding protein (probable substrate nickel)
CHR350	HVO_2406	2274217	2275029	-	812	ABC-type transport system permease protein (probable substrate nickel)
CHR350	HVO_2407	2275026	2275325	-	299	ABC-type transport system protein NikN (probable substrate nickel)
CHR350	HVO_2408	2275322	2275978	-	656	ABC-type transport system permease protein (probable substrate nickel)
CHR351	HVO_2410	2276649	2279081	-	2432	UPF0753 family protein
CHR351	HVO_2411	2279071	2280555	-	1484	Mrp-type sodium/proton antiporter system subunit D2
CHR352	HVO_2430	2297996	2298724	-	728	ABC-type transport system ATP-binding protein (probable substrate glutamine/glutamate/polar amino acids)
CHR352	HVO_2431	2298721	2299551	-	830	ABC-type transport system permease protein (probable substrate glutamine/glutamate/polar amino acids)
CHR353	HVO_2440	2308617	2308910	+	293	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR353	HVO_2440_B	2309012	2309977	+	965	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR354	HVO_2441	2310076	2310135	+	59	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR354	HVO_2441_A	2310132	2311073	+	941	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR354	HVO_2442	2311080	2311571	+	491	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR354	HVO_2442_A	2311570	2312142	+	572	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR354	HVO_2443	2312144	2313334	+	1190	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CHR354	HVO_2444	2313327	2314193	+	866	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR354	HVO_2444_A	2314196	2314654	+	458	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)
CHR355	HVO_2450	2318839	2319306	-	467	pilin PilA
CHR355	HVO_2451	2319307	2319735	-	428	pilin PilA
CHR356	HVO_2453	2324131	2324745	-	614	anthranilate synthase component 2
CHR356	HVO_2454	2324742	2326316	-	1574	anthranilate synthase component 1
CHR356	HVO_2455	2326313	2326978	-	665	N-(5'-phosphoribosyl)anthranilate isomerase
CHR356	HVO_2456	2326980	2327975	-	995	anthranilate phosphoribosyltransferase
CHR357	HVO_2461	2329410	2329847	-	437	CBS domain protein
CHR357	HVO_2462	2329849	2332152	-	2303	transducer protein Htr37
CHR358	HVO_2464	2332664	2333533	-	869	succinate--CoA ligase (ADP-forming) alpha subunit
CHR358	HVO_2465	2333530	2334675	-	1145	succinate--CoA ligase (ADP-forming) beta subunit
CHR359	HVO_2471	2341670	2343220	+	1550	propionyl-CoA carboxylase carboxyltransferase component
CHR359	HVO_2472	2343217	2343486	+	269	conserved hypothetical protein
CHR360	HVO_2475	2344719	2344907	-	188	30S ribosomal protein S17e
CHR360	HVO_2476	2344932	2345621	-	689	DUF447 family protein
CHR360	HVO_2477	2345618	2346478	-	860	triphosphoribosyl-dephospho-CoA synthase
CHR360	HVO_2478	2346478	2347269	-	791	putative dihydropyrimidine dehydrogenase
CHR360	HVO_2479	2347269	2348261	-	992	2-phospho-L-lactate transferase
CHR361	HVO_2488	2357212	2357532	+	320	HPP domain protein (nonfunctional)
CHR361	HVO_2488_A	2357537	2357734	+	197	HPP domain protein (nonfunctional)
CHR362	HVO_2493	2359296	2360165	-	869	tRNA/rRNA pseudouridine synthase Cbf5
CHR362	HVO_2494	2360168	2360746	-	578	cytidylate kinase
CHR363	HVO_2499	2364709	2365179	+	470	UspA domain protein
CHR363	HVO_2500	2365176	2367422	+	2246	transport protein (probable substrate cationic amino acids)
CHR364	HVO_2505	2372097	2372516	-	419	metalloprotease JAMM1%2C desampylating
CHR364	HVO_2506	2372503	2373072	-	569	isopentenyl-diphosphate delta-isomerase%2C type I
CHR365	HVO_2510	2376033	2376947	-	914	GNAT family acetyltransferase
CHR365	HVO_2511	2376952	2378199	-	1247	glutamyl-tRNA(Gln) amidotransferase subunit D
CHR366	HVO_2526	2392420	2393301	-	881	probable carotenoid biosynthesis protein
CHR366	HVO_2527	2393326	2394231	-	905	lycopene elongase
CHR366	HVO_2528	2394228	2395730	-	1502	phytoene dehydrogenase (phytoene desaturase)
CHR367	HVO_2532	2398798	2399151	-	353	conserved hypothetical protein
CHR367	HVO_2533	2399148	2400158	-	1010	conserved hypothetical protein
CHR368	HVO_2538	2403719	2404660	-	941	alpha/beta hydrolase fold protein
CHR368	HVO_2539	2404657	2405013	-	356	conserved hypothetical protein
CHR369	HVO_2541	2406014	2407483	-	1469	protein translocase subunit SecY
CHR369	HVO_2542	2407487	2407984	-	497	50S ribosomal protein L15
CHR369	HVO_2543	2407981	2408445	-	464	50S ribosomal protein L30
CHR369	HVO_2544	2408445	2409089	-	644	30S ribosomal protein S5
CHR369	HVO_2545	2409086	2409640	-	554	50S ribosomal protein L18
CHR369	HVO_2546	2409640	2410095	-	455	50S ribosomal protein L19e
CHR369	HVO_2547	2410095	2410802	-	707	50S ribosomal protein L32e
CHR369	HVO_2548	2410802	2411338	-	536	50S ribosomal protein L6
CHR369	HVO_2549	2411343	2411735	-	392	30S ribosomal protein S8
CHR369	HVO_2550	2411739	2411915	-	176	30S ribosomal protein S14
CHR369	HVO_2551	2411912	2412430	-	518	50S ribosomal protein L5
CHR369	HVO_2552	2412427	2413170	-	743	30S ribosomal protein S4e
CHR369	HVO_2553	2413167	2413523	-	356	50S ribosomal protein L24
CHR369	HVO_2554	2413525	2413923	-	398	50S ribosomal protein L14
CHR369	HVO_2555	2413923	2414267	-	344	30S ribosomal protein S17
CHR369	HVO_2556	2414258	2414689	-	431	ribonuclease P protein component 1
CHR369	HVO_2557	2414689	2414901	-	212	50S ribosomal protein L29
CHR369	HVO_2558	2414902	2415816	-	914	30S ribosomal protein S3
CHR369	HVO_2559	2415816	2416277	-	461	50S ribosomal protein L22
CHR369	HVO_2560	2416281	2416703	-	422	30S ribosomal protein S19
CHR369	HVO_2561	2416706	2417431	-	725	50S ribosomal protein L2
CHR369	HVO_2562	2417434	2417685	-	251	50S ribosomal protein L23
CHR369	HVO_2563	2417682	2418428	-	746	50S ribosomal protein L4
CHR369	HVO_2564	2418432	2419448	-	1016	50S ribosomal protein L3
CHR369	HVO_2565	2419453	2420295	-	842	DUF171 family protein
CHR438	HVO_2566	2420585	2420655	+	70	NA
CHR438	HVO_2567	2420668	2420738	+	70	NA
CHR370	HVO_2570	2422082	2422366	-	284	small CPxCG-related zinc finger protein
CHR370	HVO_2571	2422406	2423464	-	1058	UPF0761 family protein
CHR371	HVO_2573	2424275	2425207	+	932	probable methenyltetrahydrofolate cyclohydrolase
CHR371	HVO_2574	2425204	2425695	+	491	conserved hypothetical protein
CHR372	HVO_2579	2430345	2431151	-	806	nicotinate-nucleotide pyrophosphorylase (carboxylating)
CHR372	HVO_2580	2431138	2432751	-	1613	L-aspartate oxidase
CHR372	HVO_2581	2432748	2433905	-	1157	quinolinate synthase A
CHR373	HVO_2595	2444152	2445213	+	1061	2-oxoacid dehydrogenase E1 component alpha subunit
CHR373	HVO_2596	2445213	2446253	+	1040	2-oxoacid dehydrogenase E1 component beta subunit
CHR373	HVO_2597	2446285	2446545	+	260	lipoyl-binding domain protein
CHR374	HVO_2606	2455085	2456398	+	1313	PQQ repeat protein
CHR374	HVO_2607	2456395	2457615	+	1220	PQQ repeat protein
CHR375	HVO_2609	2457993	2458664	-	671	homolog to sodium/calcium antiporter (nonfunctional)
CHR375	HVO_2609_A	2457666	2457992	-	326	homolog to sodium/calcium antiporter (nonfunctional)
CHR376	HVO_2614	2462016	2462744	+	728	uridine phosphorylase
CHR376	HVO_2615	2462754	2464178	+	1424	conserved hypothetical protein
CHR377	HVO_2617	2465565	2466776	+	1211	TrkA-C domain protein
CHR377	HVO_2618	2466776	2468281	+	1505	TrkA-C domain protein
CHR377	HVO_2619	2468305	2468568	+	263	ubiquitin-like modifier protein SAMP1
CHR378	HVO_2624	2474617	2476266	+	1649	CTP synthase
CHR378	HVO_2625	2476266	2477183	+	917	GMP synthase (glutamine-hydrolyzing) subunit B
CHR378	HVO_2626	2477180	2477500	+	320	conserved hypothetical protein
CHR379	HVO_2630	2480448	2481356	+	908	conserved hypothetical protein
CHR379	HVO_2631	2481372	2481917	+	545	conserved hypothetical protein
CHR380	HVO_2638	2487257	2488294	-	1037	homolog to dipeptide epimerase
CHR380	HVO_2639	2488295	2489320	-	1025	DUF1611 family protein
CHR381	HVO_2642	2491040	2491360	-	320	conserved hypothetical protein
CHR381	HVO_2643	2491350	2492390	-	1040	NADPH:quinone reductase
CHR382	HVO_2653	2501833	2502309	-	476	conserved hypothetical protein
CHR382	HVO_2654	2502347	2503771	-	1424	homolog to respiratory nitrate reductase b-type cytochrome subunit
CHR382	HVO_2655	2503773	2504426	-	653	Rieske-type [2Fe-2S] iron-sulfur protein
CHR382	HVO_2656	2504441	2505040	-	599	conserved hypothetical protein
CHR383	HVO_2666	2514799	2515638	-	839	phosphomethylpyrimidine kinase / phosphomethylpyrimidine phosphate kinase
CHR383	HVO_2667	2515639	2516535	-	896	hydroxyethylthiazole kinase
CHR383	HVO_2668	2516532	2517176	-	644	thiamine-phosphate synthase
CHR384	HVO_2676	2526511	2526876	+	365	HesB/IscA family iron-sulfur cluster assembly accessory protein
CHR384	HVO_2677	2526916	2527164	+	248	conserved hypothetical protein
CHR385	HVO_2679	2527654	2528397	+	743	conserved hypothetical protein
CHR385	HVO_2680	2528394	2529053	+	659	conserved hypothetical protein
CHR386	HVO_2686	2533589	2533798	+	209	PAC2 family protein (nonfunctional)
CHR386	HVO_2686_A	2533799	2534329	+	530	PAC2 family protein (nonfunctional)
CHR387	HVO_2692	2537992	2539179	-	1187	ABC-type transport system ATP-binding protein (probable substrate sugar)
CHR387	HVO_2693	2539182	2540141	-	959	ABC-type transport system permease protein (probable substrate sugar)
CHR387	HVO_2694	2540143	2541168	-	1025	ABC-type transport system permease protein (probable substrate sugar)
