Type	Start	Stop	Gene	Strand	Size (aa)
Annotated	2281831	2283093	HVO_RS16320	+	421
Annotated	2283214	2283465	HVO_RS16325	-	84
Annotated	2283887	2284363	HVO_RS16330	+	159
Annotated	2285471	2286058	HVO_RS16340	+	196
Annotated	2288857	2290194	HVO_RS16350	+	446
Annotated	2290689	2291396	HVO_RS16360	-	236
Annotated	2292877	2293458	HVO_RS16375	-	194
Annotated	2293643	2294293	HVO_RS16380	-	217
Annotated	2295031	2296497	HVO_RS16390	+	489
Annotated	2296586	2297647	HVO_RS16395	+	354
Annotated	2297695	2297925	HVO_RS16400	-	77
Annotated	2299595	2300488	HVO_RS16415	-	298
Annotated	2301770	2303038	HVO_RS16425	+	423
Annotated	2303258	2304364	HVO_RS16430	+	369
Annotated	2304496	2306751	HVO_RS16435	+	752
Annotated	2315713	2316012	HVO_RS16485	-	100
Annotated	2316359	2316625	HVO_RS16490	+	89
Annotated	2316814	2317797	HVO_RS16495	+	328
Annotated	2317858	2318418	HVO_RS16500	+	187
Annotated	2318472	2318660	HVO_RS16505	+	63
Annotated	2318839	2319306	HVO_RS16510	-	156
Annotated	2319307	2319735	HVO_RS16515	-	143
Annotated	2320189	2323290	HVO_RS16520	-	1034
Annotated	2323826	2324038	HVO_RS16525	+	71
Annotated	2326980	2327975	HVO_RS16545	-	332
Annotated	2328788	2329297	HVO_RS16560	-	170
Annotated	2332664	2333533	HVO_RS16580	-	290
Annotated	2333530	2334675	HVO_RS16585	-	382
Annotated	2336471	2337436	HVO_RS16595	+	322
Annotated	2341676	2343220	HVO_RS16615	+	515
Annotated	2344719	2344907	HVO_RS16635	-	63
Annotated	2348691	2349863	HVO_RS16665	+	391
Annotated	2349947	2351167	HVO_RS16670	+	407
Annotated	2352996	2354000	HVO_RS16685	-	335
Annotated	2354069	2355868	HVO_RS16690	-	600
Annotated	2359296	2360165	HVO_RS16725	-	290
Annotated	2360168	2360746	HVO_RS16730	-	193
Annotated	2360965	2361882	HVO_RS16735	-	306
Annotated	2362033	2362659	HVO_RS16740	-	209
Annotated	2364122	2364517	HVO_RS16750	+	132
Annotated	2364709	2365179	HVO_RS16755	+	157
Annotated	2367604	2368554	HVO_RS16765	+	317
Annotated	2368893	2369933	HVO_RS16770	+	347
Annotated	2372097	2372516	HVO_RS16785	-	140
Annotated	2372503	2373072	HVO_RS16790	-	190
Annotated	2373145	2373558	HVO_RS16795	-	138
Annotated	2373656	2374738	HVO_RS16800	+	361
Annotated	2378431	2378640	HVO_RS16820	+	70
Annotated	2378737	2379234	HVO_RS16825	+	166
Annotated	2379238	2379891	HVO_RS16830	-	218
Annotated	2380794	2382374	HVO_RS16840	+	527
Annotated	2383562	2384710	HVO_RS16855	-	383
Annotated	2386874	2387923	HVO_RS16865	-	350
Annotated	2389504	2390523	HVO_RS16875	+	340
Annotated	2390581	2391234	HVO_RS16880	+	218
Annotated	2393326	2394231	HVO_RS16895	-	302
Annotated	2394228	2395730	HVO_RS16900	-	501
Annotated	2395826	2396518	HVO_RS16905	+	231
Annotated	2398798	2399100	HVO_RS16920	-	101
Annotated	2399148	2400158	HVO_RS16925	-	337
Annotated	2400548	2400949	HVO_RS16930	+	134
Annotated	2403158	2403649	HVO_RS16945	-	164
Annotated	2403719	2404660	HVO_RS16950	-	314
Annotated	2404657	2405013	HVO_RS16955	-	119
Annotated	2406014	2407483	HVO_RS16965	-	490
Annotated	2407487	2407984	HVO_RS16970	-	166
Annotated	2407981	2408445	HVO_RS16975	-	155
Annotated	2408445	2409089	HVO_RS16980	-	215
Annotated	2409086	2409640	HVO_RS16985	-	185
Annotated	2409640	2410095	HVO_RS16990	-	152
Annotated	2410095	2410802	HVO_RS16995	-	236
Annotated	2410802	2411338	HVO_RS17000	-	179
Annotated	2411343	2411735	HVO_RS17005	-	131
Annotated	2411739	2411915	HVO_RS17010	-	59
Annotated	2411912	2412430	HVO_RS17015	-	173
Annotated	2412427	2413170	HVO_RS17020	-	248
Annotated	2413167	2413523	HVO_RS17025	-	119
Annotated	2413525	2413923	HVO_RS17030	-	133
Annotated	2413923	2414267	HVO_RS17035	-	115
Annotated	2414258	2414689	HVO_RS17040	-	144
Annotated	2414689	2414901	HVO_RS17045	-	71
Annotated	2414902	2415816	HVO_RS17050	-	305
Annotated	2415816	2416277	HVO_RS17055	-	154
Annotated	2416706	2417431	HVO_RS17065	-	242
Annotated	2417434	2417685	HVO_RS17070	-	84
Annotated	2417682	2418428	HVO_RS17075	-	249
Annotated	2418432	2419448	HVO_RS17080	-	339
Annotated	2419453	2420295	HVO_RS17085	-	281
Annotated	2421751	2422005	HVO_RS17105	-	85
Annotated	2423828	2424142	HVO_RS17120	+	105
Annotated	2424275	2425207	HVO_RS17125	+	311
Annotated	2425740	2427344	HVO_RS17135	-	535
Annotated	2434116	2434697	HVO_RS17170	-	194
Annotated	2436468	2437007	HVO_RS17180	-	180
Annotated	2437722	2438225	HVO_RS17190	+	168
Annotated	2438409	2438864	HVO_RS17195	+	152
Annotated	2438979	2440238	HVO_RS17200	-	420
Annotated	2442972	2443604	HVO_RS17220	-	211
Annotated	2449767	2450657	HVO_RS17255	+	297
Annotated	2450738	2451307	HVO_RS17260	+	190
Annotated	2452379	2452969	HVO_RS17270	-	197
Annotated	2453568	2454857	HVO_RS17280	-	430
Annotated	2458770	2459408	HVO_RS17300	-	213
Annotated	2462016	2462744	HVO_RS17320	+	243
Annotated	2468305	2468568	HVO_RS17345	+	88
Annotated	2468823	2469668	HVO_RS17350	-	282
Annotated	2472992	2473792	HVO_RS17360	-	267
Annotated	2474617	2476266	HVO_RS17370	+	550
Annotated	2476266	2477183	HVO_RS17375	+	306
Annotated	2482002	2482331	HVO_RS17410	+	110
Annotated	2485152	2485982	HVO_RS17425	+	277
Annotated	2488295	2489320	HVO_RS17440	-	342
Annotated	2489447	2490376	HVO_RS17445	-	310
Annotated	2491040	2491360	HVO_RS17455	-	107
Annotated	2491350	2492390	HVO_RS17460	-	347
Annotated	2494210	2495964	HVO_RS17475	+	585
Annotated	2497966	2499351	HVO_RS17495	+	462
Annotated	2505310	2505996	HVO_RS17530	+	229
Annotated	2509356	2509727	HVO_RS17545	-	124
Annotated	2511079	2512068	HVO_RS17555	-	330
Annotated	2512213	2513097	HVO_RS17560	+	295
Annotated	2513896	2514693	HVO_RS17570	-	266
Annotated	2516532	2517176	HVO_RS17585	-	215
Annotated	2523769	2525001	HVO_RS17615	+	411
Annotated	2525128	2526414	HVO_RS17620	+	429
Annotated	2526511	2526876	HVO_RS17625	+	122
Annotated	2526916	2527164	HVO_RS17630	+	83
Annotated	2527253	2527597	HVO_RS17635	+	115
Annotated	2527654	2528397	HVO_RS17640	+	248
Annotated	2530045	2530257	HVO_RS17655	+	71
Annotated	2530375	2531754	HVO_RS17660	+	460
Annotated	2533589	2534329	HVO_RS17675	+	247
Annotated	2534459	2535520	HVO_RS17680	+	354
Annotated	2536418	2537518	HVO_RS17690	-	367
Annotated	2537673	2537876	HVO_RS17695	-	68
Annotated	2540143	2541168	HVO_RS17710	-	342
Annotated	2541219	2542700	HVO_RS17715	-	494
Annotated	2544015	2545172	HVO_RS17725	+	386
Annotated	2546201	2546659	HVO_RS17735	+	153
Annotated	2546945	2549209	HVO_RS17740	-	755
Annotated	2549210	2549455	HVO_RS17745	-	82
Annotated	2549713	2550495	HVO_RS17750	+	261
Annotated	2551488	2551994	HVO_RS17760	+	169
Annotated	2552130	2552366	HVO_RS17765	+	79
Annotated	2552461	2553309	HVO_RS17770	+	283
Annotated	2554483	2555451	HVO_RS17780	-	323
Annotated	2555561	2556037	HVO_RS17785	-	159
Annotated	2556216	2556626	HVO_RS17790	+	137
Annotated	2557868	2559328	HVO_RS17800	+	487
Annotated	2559356	2559703	HVO_RS17805	-	116
Annotated	2560459	2561013	HVO_RS17815	-	185
Annotated	2564017	2564538	HVO_RS17835	-	174
Annotated	2565002	2565562	HVO_RS17845	+	187
Annotated	2565918	2567399	HVO_RS17850	-	494
Annotated	2567950	2568180	HVO_RS17855	-	77
Annotated	2568561	2569913	HVO_RS17860	+	451
Annotated	2569913	2570959	HVO_RS17865	+	349
Annotated	2571149	2572906	HVO_RS17870	+	586
Annotated	2574310	2574639	HVO_RS17885	+	110
Annotated	2580707	2582971	HVO_RS17920	-	755
Annotated	2583344	2583706	HVO_RS17925	+	121
Annotated	2583713	2583937	HVO_RS17930	+	75
Annotated	2583940	2584140	HVO_RS17935	+	67
Annotated	2584141	2584605	HVO_RS17940	+	155
Annotated	2588905	2589768	HVO_RS17970	-	288
Annotated	2589811	2590404	HVO_RS17975	-	198
Annotated	2590458	2590814	HVO_RS17980	-	119
Annotated	2590818	2591108	HVO_RS17985	-	97
Annotated	2591232	2592392	HVO_RS17990	+	387
Annotated	2592523	2592780	HVO_RS17995	+	86
Annotated	2592836	2593102	HVO_RS18000	-	89
Annotated	2593105	2593284	HVO_RS18005	-	60
Annotated	2593368	2594651	HVO_RS18010	-	428
Annotated	2594860	2595201	HVO_RS18015	-	114
Annotated	2595223	2596269	HVO_RS18020	-	349
Annotated	2596266	2596904	HVO_RS18025	-	213
Annotated	2597210	2597689	HVO_RS18030	-	160
Annotated	2597806	2598870	HVO_RS18035	-	355
Annotated	2599033	2599398	HVO_RS18040	+	122
Annotated	2599558	2600661	HVO_RS18045	+	368
Annotated	2601441	2602187	HVO_RS18055	-	249
Annotated	2610067	2610644	HVO_RS18080	+	192
Annotated	2610985	2611947	HVO_RS18090	-	321
Annotated	2612931	2614091	HVO_RS18100	-	387
Annotated	2614266	2615048	HVO_RS18105	-	261
Annotated	2615045	2616244	HVO_RS18110	-	400
Annotated	2616249	2616425	HVO_RS18115	-	59
Annotated	2616422	2616616	HVO_RS18120	-	65
Annotated	2616629	2617027	HVO_RS18125	-	133
Annotated	2617021	2617458	HVO_RS18130	-	146
Annotated	2617455	2617805	HVO_RS18135	-	117
Annotated	2618061	2618840	HVO_RS18145	-	260
Annotated	2618847	2619239	HVO_RS18150	-	131
Annotated	2619236	2619763	HVO_RS18155	-	176
Annotated	2619760	2620263	HVO_RS18160	-	168
Annotated	2621003	2621473	HVO_RS18175	-	157
Annotated	2622229	2623191	HVO_RS18185	-	321
Annotated	2623372	2624412	HVO_RS18190	+	347
Annotated	2625729	2626487	HVO_RS18205	+	253
Annotated	2627685	2628005	HVO_RS18220	+	107
Annotated	2635563	2636099	HVO_RS18260	+	179
Annotated	2636221	2636640	HVO_RS18270	-	140
Annotated	2637088	2637306	HVO_RS18275	-	73
Annotated	2637773	2639620	HVO_RS18280	-	616
Annotated	2639676	2640557	HVO_RS18285	-	294
Annotated	2640557	2640928	HVO_RS18290	-	124
Annotated	2640928	2641323	HVO_RS18295	-	132
Annotated	2641433	2642458	HVO_RS18300	-	342
Annotated	2642590	2643951	HVO_RS18305	+	454
Annotated	2644788	2646773	HVO_RS18315	+	662
Annotated	2662444	2663394	HVO_RS18375	+	317
Annotated	2663716	2664333	HVO_RS18380	-	206
Annotated	2690938	2691318	HVO_RS18485	+	127
Annotated	2691343	2691792	HVO_RS18490	+	150
Annotated	2694772	2695569	HVO_RS18515	+	266
Annotated	2697667	2699355	HVO_RS18530	-	563
Annotated	2699406	2700233	HVO_RS18535	-	276
Annotated	2700600	2701847	HVO_RS18540	+	416
Annotated	2701945	2702244	HVO_RS18545	+	100
Annotated	2702913	2703806	HVO_RS18555	+	298
Annotated	2704175	2704885	HVO_RS18565	-	237
Annotated	2705814	2706101	HVO_RS18570	+	96
Annotated	2707606	2708958	HVO_RS18580	+	451
Annotated	2712698	2713114	HVO_RS18605	+	139
Annotated	2714826	2715074	HVO_RS18615	+	83
Annotated	2715148	2716146	HVO_RS18620	+	333
Annotated	2717559	2718281	HVO_RS18635	-	241
Annotated	2718404	2719126	HVO_RS18640	-	241
Annotated	2719310	2721418	HVO_RS18645	-	703
Annotated	2726318	2727976	HVO_RS18670	-	553
Annotated	2728105	2730294	HVO_RS18675	-	730
Annotated	2731032	2731619	HVO_RS18685	-	196
Annotated	2731738	2732316	HVO_RS18690	-	193
Annotated	2736510	2736773	HVO_RS18725	+	88
Annotated	2736921	2738330	HVO_RS18730	+	470
Annotated	2738778	2740652	HVO_RS18735	+	625
Annotated	2740705	2741232	HVO_RS18740	-	176
Annotated	2742331	2742792	HVO_RS18750	+	154
Annotated	2742803	2743630	HVO_RS18755	-	276
Annotated	2747584	2749038	HVO_RS18780	+	485
Annotated	2749123	2749728	HVO_RS18785	+	202
Annotated	2749866	2750465	HVO_RS18790	+	200
Annotated	2751153	2751443	HVO_RS18800	+	97
Annotated	2751545	2752303	HVO_RS18805	+	253
Annotated	2753026	2754024	HVO_RS18815	+	333
Annotated	2754918	2755838	HVO_RS18830	+	307
Annotated	2755914	2756096	HVO_RS18835	+	61
Annotated	2756256	2757005	HVO_RS18840	+	250
Annotated	2772381	2772695	HVO_RS18925	-	105
Annotated	2772933	2773130	HVO_RS18930	+	66
Annotated	2775763	2778375	HVO_RS18945	-	871
Annotated	2778467	2779672	HVO_RS18950	-	402
Annotated	2781632	2783131	HVO_RS18960	-	500
Annotated	2789200	2789850	HVO_RS18990	+	217
Annotated	2792868	2793803	HVO_RS19000	+	312
Annotated	2794100	2795206	HVO_RS19005	+	369
Annotated	2799423	2799839	HVO_RS19030	-	139
Annotated	2800044	2800235	HVO_RS19035	-	64
Annotated	2800287	2800934	HVO_RS19040	-	216
Annotated	2801078	2801515	HVO_RS19045	+	146
Annotated	2802350	2803927	HVO_RS19055	+	526
Annotated	2806048	2806419	HVO_RS19070	-	124
Annotated	2806502	2806738	HVO_RS19075	-	79
Annotated	2806835	2807527	HVO_RS19080	-	231
Annotated	2807898	2808278	HVO_RS19090	+	127
Annotated	2813950	2814630	HVO_RS19125	+	227
Annotated	2814791	2814994	HVO_RS19130	+	68
Annotated	2815279	2815911	HVO_RS19135	-	211
Annotated	2816245	2816748	HVO_RS19140	-	168
Annotated	2816899	2817594	HVO_RS19145	+	232
Annotated	2822983	2824035	HVO_RS19185	-	351
Annotated	2825137	2825526	HVO_RS19195	-	130
Annotated	2825667	2826827	HVO_RS19200	-	387
Annotated	2834238	2835218	HVO_RS19230	-	327
Annotated	2835333	2835608	HVO_RS19235	-	92
Annotated	2839432	2840346	HVO_RS19255	-	305
Annotated	2840553	2841158	HVO_RS19260	+	202
Annotated	2841239	2841628	HVO_RS19265	+	130
Annotated	2841653	2844229	HVO_RS19270	-	859
Annotated	2844575	2845567	HVO_RS19275	-	331
Annotated	2845616	2846008	HVO_RS19280	-	131
Annotated	2846015	2846656	HVO_RS19285	-	214
Annotated	234157	234963	HVO_RS20100	+	269
Annotated	361088	361420	HVO_RS20115	+	111
Annotated	1183305	1183826	HVO_RS20130	+	174
Annotated	1297044	1298123	HVO_RS20140	+	360
Annotated	1385553	1386272	HVO_RS20145	-	240
Annotated	1386375	1387490	HVO_RS20150	-	372
Annotated	1387487	1388401	HVO_RS20155	-	305
Annotated	1388454	1389884	HVO_RS20160	-	477
Annotated	1391458	1392831	HVO_RS20165	+	458
Annotated	1657661	1657936	HVO_RS20175	+	92
Annotated	1696544	1696873	HVO_RS20190	+	110
Annotated	1697021	1698178	HVO_RS20195	-	386
Annotated	1899299	1901059	HVO_RS20230	+	587
Annotated	1901202	1902320	HVO_RS20235	+	373
Annotated	1903778	1905196	HVO_RS20240	-	473
Annotated	2081627	2081925	HVO_RS20255	-	99
Annotated	2210939	2211193	HVO_RS20275	+	85
Annotated	2443720	2444001	HVO_RS20300	-	94
Annotated	2567777	2567953	HVO_RS20305	-	59
Annotated	2824109	2825018	HVO_RS20325	-	303
