id	source	region	left	right	feature	strand	new_locus	old_locus	exon
NC_013967.1	RefSeq	gene	1435178	1435537	CDS	+	HVO_RS12220	HVO_1566	
NC_013967.1	RefSeq	gene	1435666	1436373	CDS	+	HVO_RS12225	HVO_1567	
NC_013967.1	RefSeq	gene	1436475	1437308	CDS	+	HVO_RS12230	HVO_1568	
NC_013967.1	RefSeq	gene	1437398	1437616	CDS	+	HVO_RS12235	HVO_1569	
NC_013967.1	RefSeq	gene	1437643	1438743	CDS	-	HVO_RS12240	HVO_1570	
NC_013967.1	RefSeq	gene	1438743	1441139	CDS	-	HVO_RS12245	HVO_1571	
NC_013967.1	RefSeq	gene	1441393	1443312	CDS	+	HVO_RS12250	HVO_1572	
NC_013967.1	RefSeq	gene	1443314	1445902	CDS	+	HVO_RS12255	HVO_1573	
NC_013967.1	RefSeq	gene	1446425	1446895	CDS	-	HVO_RS12265	HVO_1574	
NC_013967.1	RefSeq	gene	1446895	1447794	CDS	-	HVO_RS12270	HVO_1575	
NC_013967.1	RefSeq	gene	1447899	1448819	CDS	-	HVO_RS12275	HVO_1576	
NC_013967.1	RefSeq	gene	1448985	1449518	CDS	+	HVO_RS12280	HVO_1577	
NC_013967.1	RefSeq	gene	1449766	1450959	CDS	-	HVO_RS12285	HVO_1578	
NC_013967.1	RefSeq	gene	1451074	1451892	CDS	-	HVO_RS12290	HVO_1579	
NC_013967.1	RefSeq	gene	1451897	1453096	CDS	-	HVO_RS12295	HVO_1580	
NC_013967.1	RefSeq	gene	1453098	1453520	CDS	-	HVO_RS12300	HVO_1581	
NC_013967.1	RefSeq	gene	1453668	1453922	CDS	+	HVO_RS12305	HVO_1582	
NC_013967.1	RefSeq	gene	1454019	1454288	CDS	+	HVO_RS12310	HVO_1583	
NC_013967.1	RefSeq	gene	1454301	1454882	CDS	-	HVO_RS12315	HVO_1584	
NC_013967.1	RefSeq	gene	1455006	1457012	CDS	+	HVO_RS12320	HVO_1585	
NC_013967.1	RefSeq	gene	1457033	1458340	CDS	-	HVO_RS12325	HVO_1586	
NC_013967.1	RefSeq	gene	1458484	1459191	CDS	-	HVO_RS12330	HVO_1587	
NC_013967.1	RefSeq	gene	1459300	1459620	CDS	-	HVO_RS12335	HVO_1588	
NC_013967.1	RefSeq	gene	1459673	1460830	CDS	-	HVO_RS12340	HVO_1589	
NC_013967.1	RefSeq	gene	1460975	1462852	CDS	-	HVO_RS12345	HVO_1590	
NC_013967.1	RefSeq	gene	1463074	1463868	CDS	-	HVO_RS12350	HVO_1591	
NC_013967.1	RefSeq	gene	1463962	1464657	CDS	-	HVO_RS12355	HVO_1592	
NC_013967.1	RefSeq	gene	1464784	1465530	CDS	-	HVO_RS12360	HVO_1593	
NC_013967.1	RefSeq	gene	1465704	1466645	CDS	+	HVO_RS12365	HVO_1594	
NC_013967.1	RefSeq	gene	1466642	1467178	CDS	+	HVO_RS12370	HVO_1595	
NC_013967.1	RefSeq	gene	1467212	1468714	CDS	-	HVO_RS12375	HVO_1596	
NC_013967.1	RefSeq	gene	1468841	1469233	CDS	+	HVO_RS12380	HVO_1597	
NC_013967.1	RefSeq	gene	1469248	1470627	CDS	-	HVO_RS12385	HVO_1598	
NC_013967.1	RefSeq	gene	1470778	1470927	CDS	+		HVO_1599	
NC_013967.1	RefSeq	gene	1470929	1471363	CDS	-	HVO_RS12390	HVO_1600	
NC_013967.1	RefSeq	gene	1471413	1472237	CDS	-	HVO_RS12395	HVO_1601	
NC_013967.1	RefSeq	gene	1472225	1473094	CDS	-	HVO_RS12400	HVO_1602	
NC_013967.1	RefSeq	gene	1473091	1474137	CDS	-	HVO_RS12405	HVO_1603	
NC_013967.1	RefSeq	gene	1474393	1475514	CDS	+	HVO_RS12410	HVO_1604	
NC_013967.1	RefSeq	gene	1475645	1477207	CDS	+	HVO_RS12415	HVO_1605	
NC_013967.1	RefSeq	gene	1477228	1477647	CDS	-	HVO_RS12420	HVO_1606	
NC_013967.1	RefSeq	gene	1477729	1477974	CDS	+	HVO_RS12425	HVO_1607	
NC_013967.1	RefSeq	gene	1478199	1479374	CDS	-	HVO_RS12430	HVO_1608	
NC_013967.1	RefSeq	gene	1479457	1480329	CDS	-	HVO_RS12435	HVO_1609	
NC_013967.1	RefSeq	gene	1480452	1481303	CDS	-	HVO_RS12440	HVO_1610	
NC_013967.1	RefSeq	gene	1481424	1481627	CDS	+	HVO_RS12445	HVO_1611	
NC_013967.1	RefSeq	gene	1481749	1482207	CDS	-	HVO_RS12450	HVO_1612	
NC_013967.1	RefSeq	gene	1482327	1483013	CDS	-	HVO_RS12455	HVO_1613	
NC_013967.1	RefSeq	gene	1483089	1483442	CDS	-	HVO_RS12460	HVO_1614	
NC_013967.1	RefSeq	gene	1483545	1484300	CDS	-	HVO_RS12465	HVO_1615	
NC_013967.1	RefSeq	gene	1484423	1485127	CDS	+	HVO_RS12470	HVO_1616	
NC_013967.1	RefSeq	gene	1485134	1485328	CDS	+		HVO_1617	
NC_013967.1	RefSeq	gene	1485471	1485671	CDS	+		HVO_1618	
NC_013967.1	RefSeq	gene	1486496	1486942	CDS	+	HVO_RS12475	HVO_1619	
NC_013967.1	RefSeq	gene	1486932	1487981	CDS	+	HVO_RS12480	HVO_1620	
NC_013967.1	RefSeq	gene	1488053	1488436	CDS	-	HVO_RS12485	HVO_1621	
NC_013967.1	RefSeq	gene	1488625	1489245	CDS	+	HVO_RS12490	HVO_1622	
NC_013967.1	RefSeq	gene	1490257	1491153	CDS	-	HVO_RS12500	HVO_1623	
NC_013967.1	RefSeq	gene	1489288	1490280	CDS	+	HVO_RS12495	HVO_1624	
NC_013967.1	RefSeq	gene	1491229	1493193	CDS	-	HVO_RS12505	HVO_1625	
NC_013967.1	RefSeq	gene	1493347	1494180	CDS	-	HVO_RS12510	HVO_1626	
NC_013967.1	RefSeq	gene	1494392	1494514	CDS	+		HVO_1627	
NC_013967.1	RefSeq	gene	1494668	1495117	CDS	+	HVO_RS12515	HVO_1628	
NC_013967.1	RefSeq	gene	1495136	1496731	CDS	-	HVO_RS12520	HVO_1629	
NC_013967.1	RefSeq	gene	1496811	1497290	CDS	-	HVO_RS12525	HVO_1630	
NC_013967.1	RefSeq	gene	1497454	1498488	CDS	-	HVO_RS12530	HVO_1631	
NC_013967.1	RefSeq	gene	1498654	1499307	CDS	+	HVO_RS12535	HVO_1632	
NC_013967.1	RefSeq	gene	1499389	1499763	CDS	+	HVO_RS12540	HVO_1633	
NC_013967.1	RefSeq	gene	1499837	1500454	CDS	+	HVO_RS12545	HVO_1634	
NC_013967.1	RefSeq	gene	1500481	1501104	CDS	+	HVO_RS12550	HVO_1635	
NC_013967.1	RefSeq	gene	1501169	1501435	CDS	-	HVO_RS12555	HVO_1636	
NC_013967.1	RefSeq	gene	1501509	1502429	CDS	-	HVO_RS12560	HVO_1637	
NC_013967.1	RefSeq	gene	1502585	1503061	CDS	+	HVO_RS12565	HVO_1638	
NC_013967.1	RefSeq	pseudogene	1503063	1503400	CDS	+	HVO_RS12570	HVO_1639	
NC_013967.1	RefSeq	gene	1505137	1505352	CDS	-	HVO_RS12585	HVO_1641	
NC_013967.1	RefSeq	gene	1505544	1505945	CDS	-	HVO_RS12590	HVO_1642	
NC_013967.1	RefSeq	gene	1506162	1506395	CDS	-	HVO_RS12595	HVO_1643	
NC_013967.1	RefSeq	gene	1506392	1506652	CDS	-	HVO_RS12600	HVO_1644	
NC_013967.1	RefSeq	gene	1506663	1509224	CDS	-	HVO_RS12605	HVO_1645	
NC_013967.1	RefSeq	gene	1509221	1510012	CDS	-	HVO_RS12610	HVO_1646	
NC_013967.1	RefSeq	gene	1510223	1510738	CDS	-	HVO_RS12615	HVO_1647	
NC_013967.1	RefSeq	gene	1510853	1511410	CDS	+	HVO_RS12620	HVO_1648	
NC_013967.1	RefSeq	gene	1511538	1512746	CDS	+	HVO_RS12625	HVO_1649	
NC_013967.1	RefSeq	gene	1512818	1515316	CDS	-	HVO_RS12630	HVO_1650	
NC_013967.1	RefSeq	gene	1515581	1516756	CDS	+	HVO_RS12635	HVO_1651	
NC_013967.1	RefSeq	gene	1516953	1517207	CDS	+	HVO_RS12640	HVO_1652	
NC_013967.1	RefSeq	gene	1517250	1517702	CDS	+	HVO_RS12645	HVO_1653	
NC_013967.1	RefSeq	gene	1517723	1518643	CDS	-	HVO_RS12650	HVO_1654	
NC_013967.1	RefSeq	gene	1518788	1519168	CDS	+	HVO_RS12655	HVO_1655	
NC_013967.1	RefSeq	gene	1519205	1521316	CDS	-	HVO_RS12660	HVO_1656	
NC_013967.1	RefSeq	gene	1521506	1522792	CDS	+	HVO_RS12665	HVO_1657	
NC_013967.1	RefSeq	gene	1522883	1523425	CDS	+	HVO_RS12670	HVO_1658	
NC_013967.1	RefSeq	gene	1523528	1524424	CDS	-	HVO_RS12675	HVO_1659	
NC_013967.1	RefSeq	gene	1524426	1525235	CDS	-	HVO_RS12680	HVO_1660	
NC_013967.1	RefSeq	gene	1525352	1525714	CDS	-	HVO_RS12685	HVO_1661	
NC_013967.1	RefSeq	gene	1525931	1526119	CDS	+	HVO_RS12690	HVO_1662	
NC_013967.1	RefSeq	gene	1526457	1526765	CDS	+	HVO_RS12700	HVO_1664	
NC_013967.1	RefSeq	pseudogene	1526777	1526979	CDS	-	HVO_RS12705	HVO_1665	
NC_013967.1	RefSeq	gene	1527009	1527509	CDS	-	HVO_RS12710	HVO_1666	
NC_013967.1	RefSeq	gene	1527627	1528091	CDS	-	HVO_RS12715	HVO_1667	
NC_013967.1	RefSeq	gene	1528159	1529235	CDS	-	HVO_RS12720	HVO_1668	
NC_013967.1	RefSeq	gene	1529404	1530063	CDS	-	HVO_RS12725	HVO_1669	
NC_013967.1	RefSeq	gene	1530060	1530902	CDS	-	HVO_RS12730	HVO_1670	
NC_013967.1	RefSeq	gene	1531145	1531567	CDS	+	HVO_RS12735	HVO_1671	
NC_013967.1	RefSeq	gene	1531606	1531977	CDS	+	HVO_RS12740	HVO_1672	
NC_013967.1	RefSeq	gene	1532081	1532731	CDS	+	HVO_RS12745	HVO_1673	
NC_013967.1	RefSeq	gene	1532944	1533927	CDS	+	HVO_RS12750	HVO_1675	
NC_013967.1	RefSeq	gene	1534149	1535147	CDS	+	HVO_RS12755	HVO_1676	
NC_013967.1	RefSeq	gene	1535246	1535425	CDS	+	HVO_RS12760	HVO_1677	
NC_013967.1	RefSeq	gene	1535482	1535889	CDS	-	HVO_RS12765	HVO_1678	
NC_013967.1	RefSeq	gene	1536158	1536394	CDS	+	HVO_RS12770	HVO_1679	
NC_013967.1	RefSeq	gene	1536560	1537000	CDS	-	HVO_RS12775	HVO_1680	
NC_013967.1	RefSeq	gene	1537062	1537976	CDS	-	HVO_RS12780	HVO_1681	
NC_013967.1	RefSeq	gene	1538090	1538830	CDS	-	HVO_RS12785	HVO_1682	
NC_013967.1	RefSeq	gene	1538897	1540387	CDS	-	HVO_RS12790	HVO_1683	
NC_013967.1	RefSeq	gene	1540595	1542526	CDS	+	HVO_RS12795	HVO_1684	
NC_013967.1	RefSeq	gene	1542542	1543999	CDS	-	HVO_RS12800	HVO_1685	
NC_013967.1	RefSeq	gene	1544123	1545430	CDS	-	HVO_RS12805	HVO_1686	
NC_013967.1	RefSeq	gene	1545551	1545802	CDS	+	HVO_RS12810	HVO_1687	
NC_013967.1	RefSeq	gene	1545803	1546033	CDS	-	HVO_RS12815	HVO_1688	
NC_013967.1	RefSeq	gene	1546356	1547813	CDS	+	HVO_RS12825	HVO_1690	
NC_013967.1	RefSeq	gene	1547818	1548111	CDS	-	HVO_RS12830	HVO_1691	
NC_013967.1	RefSeq	gene	1548294	1550495	CDS	-	HVO_RS12835	HVO_1692	
NC_013967.1	RefSeq	gene	1550488	1550991	CDS	-	HVO_RS12840	HVO_1693	
NC_013967.1	RefSeq	gene	1551070	1552914	CDS	-	HVO_RS12845	HVO_1694	
NC_013967.1	RefSeq	gene	1553037	1553684	CDS	-	HVO_RS12850	HVO_1695	
NC_013967.1	RefSeq	gene	1554057	1555769	CDS	+	HVO_RS12855	HVO_1696	
NC_013967.1	RefSeq	gene	1555993	1559073	CDS	+	HVO_RS12860	HVO_1697	
NC_013967.1	RefSeq	gene	1559222	1560010	CDS	+	HVO_RS12865	HVO_1698	
NC_013967.1	RefSeq	gene	1560022	1561158	CDS	-	HVO_RS12870	HVO_1699	
NC_013967.1	RefSeq	gene	1561229	1562032	CDS	-	HVO_RS12875	HVO_1700	
NC_013967.1	RefSeq	gene	1562255	1562776	CDS	-	HVO_RS12880	HVO_1701	
NC_013967.1	RefSeq	gene	1562799	1563230	CDS	-	HVO_RS12885	HVO_1702	
NC_013967.1	RefSeq	gene	1563336	1565687	CDS	+	HVO_RS12890	HVO_1703	
NC_013967.1	RefSeq	gene	1565815	1566972	CDS	+	HVO_RS12895	HVO_1704	
NC_013967.1	RefSeq	gene	1567095	1568261	CDS	+	HVO_RS12900	HVO_1705	
NC_013967.1	RefSeq	gene	1568274	1569869	CDS	+	HVO_RS12905	HVO_1706	
NC_013967.1	RefSeq	gene	1569859	1571028	CDS	+	HVO_RS12910	HVO_1707	
NC_013967.1	RefSeq	gene	1571031	1573376	CDS	+	HVO_RS12915	HVO_1708	
NC_013967.1	RefSeq	gene	1573455	1574471	CDS	-	HVO_RS12920	HVO_1709	
NC_013967.1	RefSeq	gene	1575108	1577114	CDS	-	HVO_RS12925	HVO_1710	
NC_013967.1	RefSeq	gene	1577316	1581851	CDS	+	HVO_RS12930	HVO_1711	
NC_013967.1	RefSeq	gene	1581981	1582466	CDS	+	HVO_RS12935	HVO_1712	
NC_013967.1	RefSeq	gene	1582513	1584591	CDS	-	HVO_RS12940	HVO_1713	
NC_013967.1	RefSeq	gene	1584730	1585611	CDS	-	HVO_RS12945	HVO_1714	
NC_013967.1	RefSeq	gene	1585690	1586442	CDS	-	HVO_RS12950	HVO_1715	
NC_013967.1	RefSeq	gene	1586571	1587305	CDS	-	HVO_RS12955	HVO_1716	
NC_013967.1	RefSeq	gene	1587408	1588181	CDS	-	HVO_RS12960	HVO_1717	
NC_013967.1	RefSeq	gene	1588181	1588657	CDS	-	HVO_RS12965	HVO_1718	
NC_013967.1	RefSeq	gene	1588773	1589156	CDS	-	HVO_RS12970	HVO_1719	
NC_013967.1	RefSeq	gene	1589274	1589552	CDS	-	HVO_RS12975	HVO_1720	
NC_013967.1	RefSeq	gene	1589725	1590096	CDS	+	HVO_RS12980	HVO_1721	
NC_013967.1	RefSeq	gene	1590526	1592613	CDS	-	HVO_RS12990	HVO_1723	
NC_013967.1	RefSeq	gene	1592843	1593325	CDS	-	HVO_RS12995	HVO_1724	
NC_013967.1	RefSeq	gene	1594707	1595912	CDS	+	HVO_RS13000	HVO_1725	
NC_013967.1	RefSeq	gene	1596084	1596653	CDS	-	HVO_RS13005	HVO_1726	
NC_013967.1	RefSeq	gene	1596955	1597515	CDS	-	HVO_RS13010	HVO_1727	
NC_013967.1	RefSeq	gene	1603637	1604212	CDS	+	HVO_RS13040	HVO_1733	
NC_013967.1	RefSeq	gene	1604209	1604640	CDS	+	HVO_RS13045	HVO_1734	
NC_013967.1	RefSeq	gene	1604648	1605157	CDS	-	HVO_RS20170	HVO_1734A	
NC_013967.1	RefSeq	gene	1605225	1607207	CDS	-	HVO_RS13050	HVO_1735	
NC_013967.1	RefSeq	gene	1607341	1608753	CDS	+	HVO_RS13055	HVO_1736	
NC_013967.1	RefSeq	gene	1608740	1610092	CDS	+	HVO_RS13060	HVO_1737	
NC_013967.1	RefSeq	gene	1610100	1610468	CDS	-	HVO_RS13065	HVO_1738	
NC_013967.1	RefSeq	gene	1610465	1611235	CDS	-	HVO_RS13070	HVO_1739	
NC_013967.1	RefSeq	gene	1611242	1611874	CDS	-	HVO_RS13075	HVO_1740	
NC_013967.1	RefSeq	gene	1611934	1612920	CDS	-	HVO_RS13080	HVO_1741	
NC_013967.1	RefSeq	gene	1612996	1613553	CDS	-	HVO_RS13085	HVO_1742	
NC_013967.1	RefSeq	gene	1613635	1614432	CDS	-	HVO_RS13090	HVO_1743	
NC_013967.1	RefSeq	gene	1614465	1616816	CDS	-	HVO_RS13095	HVO_1744	
NC_013967.1	RefSeq	gene	1616925	1617608	CDS	+	HVO_RS13100	HVO_1745	
NC_013967.1	RefSeq	gene	1617657	1618628	CDS	+	HVO_RS13105	HVO_1746	
NC_013967.1	RefSeq	gene	1618808	1618993	CDS	+	HVO_RS13110	HVO_1747	
NC_013967.1	RefSeq	gene	1619596	1620450	CDS	+	HVO_RS13115	HVO_1749	
NC_013967.1	RefSeq	gene	1620463	1620693	CDS	-	HVO_RS13120	HVO_1750	
NC_013967.1	RefSeq	gene	1620826	1623411	CDS	-	HVO_RS13125	HVO_1751	
NC_013967.1	RefSeq	gene	1623553	1624152	CDS	-	HVO_RS13130	HVO_1752	
NC_013967.1	RefSeq	gene	1624284	1624481	CDS	+	HVO_RS13135	HVO_1753	
NC_013967.1	RefSeq	gene	1624604	1624786	CDS	+	HVO_RS13140	HVO_1754	
NC_013967.1	RefSeq	gene	1624895	1625254	CDS	+	HVO_RS13145	HVO_1755	
NC_013967.1	RefSeq	gene	1625273	1625896	CDS	-	HVO_RS13150	HVO_1756	
NC_013967.1	RefSeq	gene	1626020	1626556	CDS	+	HVO_RS13155	HVO_1757	
NC_013967.1	RefSeq	gene	1626783	1627772	CDS	+	HVO_RS13160	HVO_1758	
NC_013967.1	RefSeq	gene	1627769	1628884	CDS	+	HVO_RS13165	HVO_1759	
NC_013967.1	RefSeq	gene	1628917	1629765	CDS	+	HVO_RS13170	HVO_1760	
NC_013967.1	RefSeq	gene	1629850	1630323	CDS	-	HVO_RS13175	HVO_1761	
NC_013967.1	RefSeq	gene	1630387	1631157	CDS	-	HVO_RS13180	HVO_1762	
NC_013967.1	RefSeq	gene	1631305	1632306	CDS	+	HVO_RS13185	HVO_1763	
NC_013967.1	RefSeq	gene	1632381	1633343	CDS	-	HVO_RS13190	HVO_1764	
NC_013967.1	RefSeq	gene	1633761	1634144	CDS	+	HVO_RS13195	HVO_1766	
NC_013967.1	RefSeq	gene	1634178	1635029	CDS	+	HVO_RS13200	HVO_1767	
NC_013967.1	RefSeq	gene	1635032	1636105	CDS	+	HVO_RS13205	HVO_1768	
NC_013967.1	RefSeq	gene	1636102	1637166	CDS	+	HVO_RS13210	HVO_1769	
NC_013967.1	RefSeq	gene	1637163	1637525	CDS	+	HVO_RS13215	HVO_1770	
NC_013967.1	RefSeq	gene	1637522	1638643	CDS	+	HVO_RS13220	HVO_1771	
NC_013967.1	RefSeq	gene	1638652	1639236	CDS	+	HVO_RS13225	HVO_1772	
NC_013967.1	RefSeq	gene	1639238	1639897	CDS	+	HVO_RS13230	HVO_1773	
NC_013967.1	RefSeq	gene	1639898	1640845	CDS	+	HVO_RS13235	HVO_1774	
NC_013967.1	RefSeq	gene	1640842	1641810	CDS	+	HVO_RS13240	HVO_1775	
NC_013967.1	RefSeq	gene	1641810	1642469	CDS	+	HVO_RS13245	HVO_1776	
NC_013967.1	RefSeq	gene	1642780	1644936	CDS	+	HVO_RS13250	HVO_1778	
NC_013967.1	RefSeq	gene	1645089	1646825	CDS	-	HVO_RS13255	HVO_1779	
NC_013967.1	RefSeq	gene	1647441	1647956	CDS	+	HVO_RS13260	HVO_1780	
NC_013967.1	RefSeq	gene	1647961	1648317	CDS	+	HVO_RS13265	HVO_1781	
NC_013967.1	RefSeq	gene	1648457	1649626	CDS	-	HVO_RS13270	HVO_1782	
NC_013967.1	RefSeq	gene	1650909	1651583	CDS	-	HVO_RS13280	HVO_1783	
NC_013967.1	RefSeq	gene	1649677	1650921	CDS	+	HVO_RS13275	HVO_1784	
NC_013967.1	RefSeq	gene	1651680	1651850	CDS	-		HVO_1785	
NC_013967.1	RefSeq	gene	1651847	1651978	CDS	-		HVO_1786	
NC_013967.1	RefSeq	gene	1652155	1652478	CDS	+	HVO_RS13285	HVO_1787	
NC_013967.1	RefSeq	gene	1652567	1654345	CDS	+	HVO_RS13290	HVO_1788	
NC_013967.1	RefSeq	gene	1654412	1654696	CDS	+	HVO_RS13295	HVO_1789	
NC_013967.1	RefSeq	gene	1655015	1655935	CDS	+	HVO_RS13300	HVO_1790	
NC_013967.1	RefSeq	gene	1655978	1656925	CDS	-	HVO_RS13305	HVO_1791	
NC_013967.1	RefSeq	gene	1657128	1657616	CDS	+	HVO_RS13310	HVO_1792	
NC_013967.1	RefSeq	gene	1657661	1657936	CDS	+	HVO_RS20175	HVO_1792A	
NC_013967.1	RefSeq	pseudogene	1657952	1660073	CDS	-	HVO_RS20180	HVO_1793	
NC_013967.1	RefSeq	gene	1659530	1659937	CDS	-		HVO_1794	
NC_013967.1	RefSeq	gene	1659966	1660205	CDS	+	HVO_RS13325	HVO_1795	
NC_013967.1	RefSeq	gene	1660355	1660495	CDS	+		HVO_1796	
NC_013967.1	RefSeq	gene	1660545	1661777	CDS	-	HVO_RS13330	HVO_1797	
NC_013967.1	RefSeq	gene	1661805	1662266	CDS	+	HVO_RS20185	HVO_1798	
NC_013967.1	RefSeq	gene	1662369	1663601	CDS	-	HVO_RS13340	HVO_1799	
NC_013967.1	RefSeq	gene	1663640	1663783	CDS	-		HVO_1800	
NC_013967.1	RefSeq	gene	1663843	1664154	CDS	-	HVO_RS13345	HVO_1801	
NC_013967.1	RefSeq	gene	1664260	1665405	CDS	-	HVO_RS13350	HVO_1802	
NC_013967.1	RefSeq	gene	1666075	1666677	CDS	+	HVO_RS13355	HVO_1803	
NC_013967.1	RefSeq	gene	1666767	1667933	CDS	-	HVO_RS13360	HVO_1804	
NC_013967.1	RefSeq	gene	1668011	1668331	CDS	-	HVO_RS13365	HVO_1805	
NC_013967.1	RefSeq	gene	1668369	1669796	CDS	-	HVO_RS13370	HVO_1806	
NC_013967.1	RefSeq	gene	1669841	1670281	CDS	-	HVO_RS13375	HVO_1807	
NC_013967.1	RefSeq	gene	1670378	1671808	CDS	-	HVO_RS13380	HVO_1808	
NC_013967.1	RefSeq	gene	1671908	1672480	CDS	+	HVO_RS13385	HVO_1809	
NC_013967.1	RefSeq	gene	1672559	1673044	CDS	-	HVO_RS13390	HVO_1810	
NC_013967.1	RefSeq	gene	1673282	1675861	CDS	+	HVO_RS13395	HVO_1811	
NC_013967.1	RefSeq	gene	1675922	1677049	CDS	+	HVO_RS13400	HVO_1812	
NC_013967.1	RefSeq	gene	1677249	1677677	CDS	-	HVO_RS13405	HVO_1813	
NC_013967.1	RefSeq	gene	1677900	1678811	CDS	-	HVO_RS13410	HVO_1814	
NC_013967.1	RefSeq	gene	1678866	1679552	CDS	+	HVO_RS13415	HVO_1815	
NC_013967.1	RefSeq	gene	1679617	1680906	CDS	+	HVO_RS13420	HVO_1816	
NC_013967.1	RefSeq	gene	1680926	1681369	CDS	-	HVO_RS13425	HVO_1817	
NC_013967.1	RefSeq	gene	1681496	1682023	CDS	+	HVO_RS13430	HVO_1818	
NC_013967.1	RefSeq	gene	1682086	1682775	CDS	-	HVO_RS13435	HVO_1819	
NC_013967.1	RefSeq	gene	1682896	1683264	CDS	+	HVO_RS13440	HVO_1820	
NC_013967.1	RefSeq	gene	1683261	1683815	CDS	+	HVO_RS13445	HVO_1821	
NC_013967.1	RefSeq	gene	1683867	1684322	CDS	-	HVO_RS13450	HVO_1822	
NC_013967.1	RefSeq	gene	1684397	1684885	CDS	+	HVO_RS13455	HVO_1823	
NC_013967.1	RefSeq	gene	1684989	1686278	CDS	+	HVO_RS13460	HVO_1824	
NC_013967.1	RefSeq	gene	1686324	1686752	CDS	-	HVO_RS13465	HVO_1825	
NC_013967.1	RefSeq	gene	1686807	1687244	CDS	-	HVO_RS13470	HVO_1826	
NC_013967.1	RefSeq	gene	1687269	1687670	CDS	-	HVO_RS13475	HVO_1827	
NC_013967.1	RefSeq	gene	1687825	1688127	CDS	+	HVO_RS13480	HVO_1828	
NC_013967.1	RefSeq	gene	1688224	1689318	CDS	-	HVO_RS13485	HVO_1829	
NC_013967.1	RefSeq	gene	1689487	1690386	CDS	+	HVO_RS13490	HVO_1830	
NC_013967.1	RefSeq	gene	1690567	1691148	CDS	+	HVO_RS13495	HVO_1831	
NC_013967.1	RefSeq	gene	1691389	1692804	CDS	+	HVO_RS13500	HVO_1832	
NC_013967.1	RefSeq	gene	1695909	1696397	CDS	-	HVO_RS13515	HVO_1834	
NC_013967.1	RefSeq	gene	1694560	1695912	CDS	+	HVO_RS13510	HVO_1835	
NC_013967.1	RefSeq	pseudogene	1697021	1698178	CDS	-	HVO_RS20195	HVO_1837	
NC_013967.1	RefSeq	gene	1698524	1699651	CDS	+	HVO_RS13530	HVO_1838	
NC_013967.1	RefSeq	gene	1699699	1700727	CDS	-	HVO_RS20205	HVO_1839	
NC_013967.1	RefSeq	gene	1701014	1701250	CDS	+	HVO_RS13535	HVO_1840	
NC_013967.1	RefSeq	gene	1701339	1702970	CDS	+	HVO_RS13540	HVO_1841	
NC_013967.1	RefSeq	gene	1703721	1703846	CDS	-		HVO_1842	
NC_013967.1	RefSeq	gene	1704184	1704411	CDS	+	HVO_RS13550	HVO_1843	
NC_013967.1	RefSeq	gene	1704453	1704632	CDS	-	HVO_RS13555	HVO_1844	
NC_013967.1	RefSeq	gene	1704683	1705852	CDS	+	HVO_RS13560	HVO_1845	
NC_013967.1	RefSeq	gene	1706585	1708384	CDS	-	HVO_RS13570	HVO_1847	
NC_013967.1	RefSeq	gene	1708467	1708622	CDS	-		HVO_1848A	
NC_013967.1	RefSeq	gene	1708769	1710103	CDS	+	HVO_RS13575	HVO_1849	
NC_013967.1	RefSeq	gene	1710113	1710439	CDS	-	HVO_RS13580	HVO_1850	
NC_013967.1	RefSeq	gene	1710559	1711206	CDS	-	HVO_RS13585	HVO_1851	
NC_013967.1	RefSeq	gene	1711294	1712145	CDS	-	HVO_RS13590	HVO_1852	
NC_013967.1	RefSeq	gene	1712217	1712663	CDS	-	HVO_RS13595	HVO_1853	
NC_013967.1	RefSeq	gene	1712786	1714081	CDS	-	HVO_RS13600	HVO_1854	
NC_013967.1	RefSeq	gene	1714136	1715041	CDS	-	HVO_RS13605	HVO_1855	
NC_013967.1	RefSeq	gene	1715144	1715734	CDS	-	HVO_RS13610	HVO_1856	
NC_013967.1	RefSeq	gene	1715738	1716100	CDS	-	HVO_RS13615	HVO_1857	
NC_013967.1	RefSeq	gene	1716206	1716661	CDS	-	HVO_RS13620	HVO_1858	
NC_013967.1	RefSeq	gene	1716776	1717804	CDS	-	HVO_RS13625	HVO_1859	
NC_013967.1	RefSeq	gene	1717971	1718864	CDS	+	HVO_RS13630	HVO_1861	
NC_013967.1	RefSeq	gene	1718904	1720043	CDS	-	HVO_RS13635	HVO_1862	
NC_013967.1	RefSeq	gene	1720493	1720738	CDS	-	HVO_RS13640	HVO_1863	
NC_013967.1	RefSeq	gene	1721045	1721830	CDS	-	HVO_RS13645	HVO_1864	
NC_013967.1	RefSeq	gene	1721855	1722199	CDS	-	HVO_RS13650	HVO_1865	
NC_013967.1	RefSeq	gene	1722293	1723006	CDS	+	HVO_RS13655	HVO_1866	
NC_013967.1	RefSeq	gene	1723008	1724675	CDS	+	HVO_RS13660	HVO_1867	
NC_013967.1	RefSeq	gene	1724727	1725266	CDS	-	HVO_RS13665	HVO_1868	
NC_013967.1	RefSeq	gene	1725397	1725873	CDS	+	HVO_RS13670	HVO_1869	
NC_013967.1	RefSeq	gene	1726022	1727809	CDS	+	HVO_RS13675	HVO_1870	
NC_013967.1	RefSeq	gene	1727916	1729421	CDS	+	HVO_RS13680	HVO_1871	
NC_013967.1	RefSeq	gene	1729602	1729850	CDS	-	HVO_RS13685	HVO_1872	
NC_013967.1	RefSeq	gene	1730131	1730301	CDS	-		HVO_1873	
