id	source	region	left	right	feature	strand	new_locus	old_locus
NC_013967.1	RefSeq	gene	2806048	2806419		-	HVO_RS19070	HVO_2970
NC_013967.1	RefSeq	gene	2806502	2806738		-	HVO_RS19075	HVO_2971
NC_013967.1	RefSeq	gene	2806835	2807527		-	HVO_RS19080	HVO_2972
NC_013967.1	RefSeq	gene	2807600	2807809		-	HVO_RS19085	HVO_2973
NC_013967.1	RefSeq	gene	2807898	2808278		+	HVO_RS19090	HVO_2974
NC_013967.1	RefSeq	gene	2808275	2808928		+	HVO_RS19095	HVO_2975
NC_013967.1	RefSeq	gene	2808963	2810786		-	HVO_RS19100	HVO_2976
NC_013967.1	RefSeq	gene	2810921	2811886		-	HVO_RS19105	HVO_2977
NC_013967.1	RefSeq	gene	2811888	2812184		-	HVO_RS19110	HVO_2978
NC_013967.1	RefSeq	gene	2812286	2813611		+	HVO_RS19115	HVO_2979
NC_013967.1	RefSeq	gene	2813608	2813841		+	HVO_RS19120	HVO_2980
NC_013967.1	RefSeq	gene	2813950	2814630		+	HVO_RS19125	HVO_2981
NC_013967.1	RefSeq	gene	2814791	2814994		+	HVO_RS19130	HVO_2982
NC_013967.1	RefSeq	gene	2815279	2815911		-	HVO_RS19135	HVO_2983
NC_013967.1	RefSeq	gene	2816245	2816748		-	HVO_RS19140	HVO_2984
NC_013967.1	RefSeq	gene	2816899	2817594		+	HVO_RS19145	HVO_2985
NC_013967.1	RefSeq	gene	2817631	2818224		-	HVO_RS19150	HVO_2986
NC_013967.1	RefSeq	gene	2818545	2818733		+	HVO_RS19155	HVO_2987
NC_013967.1	RefSeq	gene	2818790	2819506		-	HVO_RS19160	HVO_2988
NC_013967.1	RefSeq	gene	2819632	2820996		+	HVO_RS19165	HVO_2989
NC_013967.1	RefSeq	gene	2821253	2821948		-	HVO_RS19170	HVO_2990
NC_013967.1	RefSeq	gene	2822191	2822442		-	HVO_RS19175	HVO_2991
NC_013967.1	RefSeq	gene	2822533	2822901		-	HVO_RS19180	HVO_2992
NC_013967.1	RefSeq	gene	2822983	2824035		-	HVO_RS19185	HVO_2993
NC_013967.1	RefSeq	gene	2825137	2825526		-	HVO_RS19195	HVO_2995
NC_013967.1	RefSeq	gene	2825667	2826827		-	HVO_RS19200	HVO_2996
NC_013967.1	RefSeq	gene	2826932	2828227		-	HVO_RS19205	HVO_2997
NC_013967.1	RefSeq	gene	2828360	2829607		-	HVO_RS19210	HVO_2998
NC_013967.1	RefSeq	gene	2829604	2830923		-	HVO_RS19215	HVO_2999
NC_013967.1	RefSeq	gene	2831155	2833254		+	HVO_RS19220	HVO_3000
NC_013967.1	RefSeq	gene	2833318	2834241		-	HVO_RS19225	HVO_3001
NC_013967.1	RefSeq	gene	2834238	2835218		-	HVO_RS19230	HVO_3002
NC_013967.1	RefSeq	gene	2835333	2835608		-	HVO_RS19235	HVO_3003
NC_013967.1	RefSeq	gene	2835721	2835948		+	HVO_RS19240	HVO_3004
NC_013967.1	RefSeq	gene	2835972	2837495		-	HVO_RS19245	HVO_3005
NC_013967.1	RefSeq	gene	2837628	2839367		+	HVO_RS19250	HVO_3006
NC_013967.1	RefSeq	gene	2839432	2840346		-	HVO_RS19255	HVO_3007
NC_013967.1	RefSeq	gene	2840553	2841158		+	HVO_RS19260	HVO_3008
NC_013967.1	RefSeq	gene	2841239	2841628		+	HVO_RS19265	HVO_3009
NC_013967.1	RefSeq	gene	2841653	2844229		-	HVO_RS19270	HVO_3010
NC_013967.1	RefSeq	gene	2844315	2844428		-		HVO_3011
NC_013967.1	RefSeq	gene	2844575	2845567		-	HVO_RS19275	HVO_3012
NC_013967.1	RefSeq	gene	2845616	2846008		-	HVO_RS19280	HVO_3013
NC_013967.1	RefSeq	gene	2846015	2846656		-	HVO_RS19285	HVO_3014
NC_013967.1	RefSeq	gene	121223	121296		+	HVO_RS05325	HVO_3016
NC_013967.1	RefSeq	gene	252026	252098		-	HVO_RS06060	HVO_3017
NC_013967.1	RefSeq	gene	311653	311725		-	HVO_RS06360	HVO_3018
NC_013967.1	RefSeq	gene	311755	311827		-	HVO_RS06365	HVO_3019
NC_013967.1	RefSeq	gene	329507	329578		+	HVO_RS06445	HVO_3020
NC_013967.1	RefSeq	gene	408343	408423		-	HVO_RS06905	HVO_3021
NC_013967.1	RefSeq	gene	439239	439312		-	HVO_RS07095	HVO_3022
NC_013967.1	RefSeq	gene	441236	441309		-	HVO_RS07115	HVO_3023
NC_013967.1	RefSeq	gene	443018	443091		-	HVO_RS07135	HVO_3024
NC_013967.1	RefSeq	gene	457852	457924		+	HVO_RS07235	HVO_3025
NC_013967.1	RefSeq	gene	458021	458095		+	HVO_RS07240	HVO_3026
NC_013967.1	RefSeq	gene	518441	518514		+	HVO_RS07510	HVO_3027
NC_013967.1	RefSeq	gene	575668	575752		+	HVO_RS07785	HVO_3028
NC_013967.1	RefSeq	gene	633681	633755		+	HVO_RS08095	HVO_3029
NC_013967.1	RefSeq	gene	840913	840985		-	HVO_RS09140	HVO_3030
NC_013967.1	RefSeq	gene	937864	937934		-	HVO_RS09640	HVO_3031
NC_013967.1	RefSeq	gene	1048559	1048630		+	HVO_RS10225	HVO_3032
NC_013967.1	RefSeq	gene	1061493	1061565		-	HVO_RS10280	HVO_3033
NC_013967.1	RefSeq	gene	1307487	1307561		-	HVO_RS11625	HVO_3034
NC_013967.1	RefSeq	gene	1526268	1526350		-	HVO_RS12695	HVO_3035
NC_013967.1	RefSeq	gene	1546150	1546223		-	HVO_RS12820	HVO_3036
NC_013967.1	RefSeq	gene	1590379	1590452		-	HVO_RS12985	HVO_3037
NC_013967.1	RefSeq	gene	1598192	1599672		+	HVO_RS13015	HVO_3038
NC_013967.1	RefSeq	gene	1599762	1599833		+	HVO_RS13020	HVO_3039
NC_013967.1	RefSeq	gene	1600068	1602925		+	HVO_RS13025	HVO_3040
NC_013967.1	RefSeq	gene	1603076	1603197		+	HVO_RS13030	HVO_3041
NC_013967.1	RefSeq	gene	1603383	1603459		+	HVO_RS13035	HVO_3042
NC_013967.1	RefSeq	gene	1692867	1692939		+	HVO_RS13505	HVO_3043
NC_013967.1	RefSeq	gene	1706125	1706198		+	HVO_RS13565	HVO_3044
NC_013967.1	RefSeq	gene	1733316	1733386		-	HVO_RS13710	HVO_3045
NC_013967.1	RefSeq	gene	1736209	1736280		+	HVO_RS13730	HVO_3046
NC_013967.1	RefSeq	gene	2082040	2082124		-	HVO_RS15360	HVO_3047
NC_013967.1	RefSeq	gene	2217987	2218060		+	HVO_RS16025	HVO_3048
NC_013967.1	RefSeq	gene	2264001	2264075		-	HVO_RS16225	HVO_3049
NC_013967.1	RefSeq	gene	2328216	2328290		+	HVO_RS16550	HVO_3050
NC_013967.1	RefSeq	gene	2328336	2328410		+	HVO_RS16555	HVO_3051
NC_013967.1	RefSeq	gene	2420585	2420655		+	HVO_RS17090	HVO_3052
NC_013967.1	RefSeq	gene	2420668	2420738		+	HVO_RS17095	HVO_3053
NC_013967.1	RefSeq	gene	2564774	2564858		-	HVO_RS17840	HVO_3054
NC_013967.1	RefSeq	gene	2617832	2617916		-	HVO_RS18140	HVO_3055
NC_013967.1	RefSeq	gene	2620287	2620371		-	HVO_RS18165	HVO_3056
NC_013967.1	RefSeq	gene	2626534	2626617		+	HVO_RS18210	HVO_3057
NC_013967.1	RefSeq	gene	2646860	2646934		+	HVO_RS18320	HVO_3058
NC_013967.1	RefSeq	gene	2693483	2693566		+	HVO_RS18505	HVO_3059
NC_013967.1	RefSeq	gene	2759237	2759311		+	HVO_RS18860	HVO_3060
NC_013967.1	RefSeq	gene	2766630	2766751		-	HVO_RS18905	HVO_3061
NC_013967.1	RefSeq	gene	2766902	2769759		-	HVO_RS18910	HVO_3062
NC_013967.1	RefSeq	gene	2769994	2770065		-	HVO_RS18915	HVO_3063
NC_013967.1	RefSeq	gene	2770155	2771635		-	HVO_RS18920	HVO_3064
NC_013967.1	RefSeq	gene	452351	452423		-	HVO_RS07205	HVO_3065
NC_013967.1	RefSeq	gene	11661	11733		+	HVO_RS04760	HVO_3066
NC_013967.1	RefSeq	gene	1836712	1836784		+	HVO_RS14255	HVO_3067
NC_013967.1	RefSeq	gene	2358758	2358828		-	HVO_RS16715	HVO_3068
NC_013967.1	RefSeq	gene	2636111	2636184		+	HVO_RS18265	HVO_3069
NC_013967.1	RefSeq	gene	259298	259370		-	HVO_RS06090	HVO_3070
NC_013967.1	RefSeq	gene	781201	781303		+	HVO_RS08845	HVO_t3070
NC_013967.1	RefSeq	gene	1165741	1165917		+		HVO_t3075
NC_013967.1	RefSeq	pseudogene	88714	89226		+	HVO_RS05125	
NC_013967.1	RefSeq	gene	121969	122181		+	HVO_RS05335	
NC_013967.1	RefSeq	gene	233026	233268		-	HVO_RS05960	
NC_013967.1	RefSeq	gene	246714	247094		+	HVO_RS06045	
NC_013967.1	RefSeq	gene	338106	338621		-	HVO_RS06530	
NC_013967.1	RefSeq	pseudogene	365370	365955		+	HVO_RS06675	
NC_013967.1	RefSeq	pseudogene	365957	367695		-	HVO_RS06680	
NC_013967.1	RefSeq	gene	408453	408659		-	HVO_RS06910	
NC_013967.1	RefSeq	gene	412138	412344		+	HVO_RS06935	
NC_013967.1	RefSeq	gene	428338	428637		+	HVO_RS07020	
NC_013967.1	RefSeq	gene	461409	461756		+	HVO_RS07255	
NC_013967.1	RefSeq	pseudogene	605936	606410		+	HVO_RS07960	
NC_013967.1	RefSeq	pseudogene	638458	639269		-	HVO_RS08125	
NC_013967.1	RefSeq	pseudogene	840037	840762		+	HVO_RS09135	
NC_013967.1	RefSeq	pseudogene	918718	918941		+	HVO_RS09535	
NC_013967.1	RefSeq	gene	1011070	1011480		+	HVO_RS10015	
NC_013967.1	RefSeq	gene	1130792	1131286		+	HVO_RS10655	
NC_013967.1	RefSeq	pseudogene	1157491	1159534		+	HVO_RS10805	
NC_013967.1	RefSeq	gene	1181631	1181816		+	HVO_RS10940	
NC_013967.1	RefSeq	gene	1193274	1193594		-	HVO_RS11000	
NC_013967.1	RefSeq	gene	1201909	1202355		-	HVO_RS11045	
NC_013967.1	RefSeq	gene	1255949	1256128		-	HVO_RS11345	
NC_013967.1	RefSeq	gene	1306916	1307206		-	HVO_RS11620	
NC_013967.1	RefSeq	pseudogene	1384386	1385466		+	HVO_RS12025	
NC_013967.1	RefSeq	gene	1446004	1446420		+	HVO_RS12260	
NC_013967.1	RefSeq	pseudogene	1503397	1504810		+	HVO_RS12575	
NC_013967.1	RefSeq	gene	1504831	1505118		+	HVO_RS12580	
NC_013967.1	RefSeq	gene	1703287	1703676		+	HVO_RS13545	
NC_013967.1	RefSeq	gene	1732943	1733122		+	HVO_RS13705	
NC_013967.1	RefSeq	gene	1785095	1785331		-	HVO_RS13990	
NC_013967.1	RefSeq	gene	1831400	1831654		-	HVO_RS14225	
NC_013967.1	RefSeq	pseudogene	1852584	1853080		+	HVO_RS14335	
NC_013967.1	RefSeq	gene	1865495	1865797		+	HVO_RS14405	
NC_013967.1	RefSeq	gene	1907059	1907238		+	HVO_RS14590	
NC_013967.1	RefSeq	gene	1998144	1998422		-	HVO_RS14945	
NC_013967.1	RefSeq	gene	2024395	2024574		-	HVO_RS15085	
NC_013967.1	RefSeq	gene	2111683	2112195		+	HVO_RS15530	
NC_013967.1	RefSeq	gene	2133442	2133699		-	HVO_RS15630	
NC_013967.1	RefSeq	gene	2148165	2148437		-	HVO_RS15685	
NC_013967.1	RefSeq	gene	2148610	2149242		-	HVO_RS15690	
NC_013967.1	RefSeq	gene	2149485	2149775		+	HVO_RS15695	
NC_013967.1	RefSeq	gene	2150003	2150245		-	HVO_RS15700	
NC_013967.1	RefSeq	pseudogene	2290249	2290549		-	HVO_RS16355	
NC_013967.1	RefSeq	gene	2316359	2316625		+	HVO_RS16490	
NC_013967.1	RefSeq	gene	2323826	2324038		+	HVO_RS16525	
NC_013967.1	RefSeq	pseudogene	2357212	2357734		+	HVO_RS16700	
NC_013967.1	RefSeq	gene	2384839	2384987		+	HVO_RS16860	
NC_013967.1	RefSeq	pseudogene	2561089	2561501		+	HVO_RS17820	
NC_013967.1	RefSeq	pseudogene	2667268	2668163		-	HVO_RS18390	
NC_013967.1	RefSeq	gene	2670665	2671150		+	HVO_RS18405	
NC_013967.1	RefSeq	gene	2716068	2716268		-	HVO_RS18625	
NC_013967.1	RefSeq	gene	2803964	2804548		-	HVO_RS19060	
NC_013967.1	RefSeq	gene	1665497	1665924		-	HVO_RS19290	
NC_013967.1	RefSeq	gene	936051	936362		+	HVO_RS19635	
NC_013967.1	RefSeq	gene	46537	46815		+	HVO_RS20095	
NC_013967.1	RefSeq	gene	361088	361420		+	HVO_RS20115	
NC_013967.1	RefSeq	pseudogene	838204	838419		+	HVO_RS20125	
NC_013967.1	RefSeq	gene	1696544	1696873		+	HVO_RS20190	
NC_013967.1	RefSeq	gene	1698203	1698400		-	HVO_RS20200	
NC_013967.1	RefSeq	pseudogene	1828581	1828898		-	HVO_RS20220	
NC_013967.1	RefSeq	pseudogene	1857883	1858141		+	HVO_RS20225	
NC_013967.1	RefSeq	gene	1976465	1976662		-	HVO_RS20250	
NC_013967.1	RefSeq	gene	2210939	2211193		+	HVO_RS20275	
NC_013967.1	RefSeq	gene	2263398	2263586		-	HVO_RS20280	
NC_013967.1	RefSeq	gene	2308465	2308644		+	HVO_RS20285	
NC_013967.1	RefSeq	pseudogene	2391406	2392350		+	HVO_RS20290	
NC_013967.1	RefSeq	gene	2400186	2400497		+	HVO_RS20295	
NC_013967.1	RefSeq	pseudogene	2443720	2444001		-	HVO_RS20300	
NC_013967.1	RefSeq	pseudogene	2818169	2818487		+	HVO_RS20320	
NC_013967.1	RefSeq	pseudogene	2824109	2825018		-	HVO_RS20325	
NC_013967.1	RefSeq	region	1	2847757		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	258	1952		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2000	2797		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2942	4543		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	4686	5813		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	5936	6745		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	6854	7282		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	7470	8648		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	8873	10219		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	10248	10907		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	10956	11528		-	#VALUE!	
NC_013967.1	tRNAscan-SE	tRNA	11661	11733		+	#VALUE!	
NC_013967.1	tRNAscan-SE	exon	11661	11733		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	11897	12391		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	12388	14871		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	14980	15225		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	15479	16336		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	16358	16936		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	17030	17488		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	17615	18295		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	18323	19408		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	19512	21233		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	21243	22379		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	22510	23400		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	23410	24186		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	24438	25298		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	25352	26794		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	26974	27573		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	27832	28101		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	28190	30286		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	30293	30712		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	30912	31106		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	31121	32206		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	32276	32716		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	32744	33238		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	33689	34879		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	34980	35174		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	35225	35722		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	35776	37152		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	37234	39438		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	39586	40056		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	40093	40992		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	41076	42221		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	42218	43354		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	43351	44334		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	44389	45432		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	45429	46304		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	46306	46485		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	46537	46815		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	46806	48272		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	48274	49491		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	49976	51190		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	51190	51675		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	51719	52321		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	52328	54112		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	54105	54959		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	55092	55670		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	55732	56178		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	56181	57515		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	57512	58591		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	58588	60027		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	60034	61083		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	61296	63134		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	63622	64041		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	64044	67652		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	67810	69072		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	69249	69536		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	69607	70503		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	70535	72082		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	72161	72538		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	72583	72900		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	73059	73280		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	73836	74666		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	74663	76093		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	76230	77447		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	77449	78192		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	78189	79070		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	79072	80163		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	80270	80659		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	80735	80968		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	81002	82339		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	82482	83189		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	83382	83753		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	83757	85127		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	85507	85866		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	85863	87281		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	87625	88608		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	88714	89226		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	89547	90341		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	90474	90758		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	90921	91928		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	92298	92993		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	93097	94029		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	94154	95038		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	95156	95359		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	95441	97351		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	97756	97950		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	98087	99214		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	99292	99930		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	100055	100936		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	100943	101548		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	101807	102838		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	103089	104234		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	104245	104658		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	104705	105133		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	105206	105793		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	105867	107147		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	107327	108373		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	108419	108721		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	108722	109462		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	109554	110171		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	110198	110752		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	110903	111055		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	111059	111337		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	111341	112006		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	112088	112264		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	112264	112734		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	112767	114137		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	114180	114797		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	114831	115805		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	115896	117293		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	117403	117984		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	117985	118545		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	118620	119639		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	119674	120090		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	120093	120662		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	120802	121179		+	#VALUE!	
NC_013967.1	tRNAscan-SE	tRNA	121223	121296		+	#VALUE!	
NC_013967.1	tRNAscan-SE	exon	121223	121296		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	121710	121985		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	121969	122181		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	122368	122781		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	123087	124739		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	124992	125534		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	125628	126500		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	126602	126892		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	126998	127177		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	127203	128030		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	128123	129109		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	129130	129504		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	129520	131589		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	131765	132754		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	132763	133107		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	133150	134028		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	134083	135036		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	135168	136193		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	136193	136798		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	137039	137458		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	137455	139161		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	139158	139553		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	139550	140173		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	140173	141072		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	141072	141731		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	141728	142417		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	142507	142956		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	142995	143201		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	143303	144259		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	144416	144727		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	144786	145355		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	145435	145812		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	145831	146799		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	146821	147666		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	147744	148844		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	148866	149378		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	149375	149722		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	149886	151178		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	151249	151560		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	151659	152945		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	153018	153350		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	153435	154259		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	154332	154754		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	154782	155429		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	155649	155852		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	155952	157052		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	157202	157795		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	157928	158671		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	158945	159406		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	159403	161649		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	162031	162816		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	162982	163761		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	163911	164312		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	164618	165337		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	165330	165506		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	165626	167782		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	167913	169238		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	169351	169671		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	169702	170184		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	170259	170897		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	170943	171839		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	172017	174011		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	174066	174335		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	174329	174736		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	174892	176016		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	176077	176769		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	176934	177101		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	177286	178047		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	178439	178678		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	178741	180114		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	180124	180504		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	180588	180998		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	181007	181207		-	#VALUE!	
